,equation
0,"\begin{equation}
L \sim \lambda H\psi_1 \psi_2
\"
1,"\begin{equation}
\lambda \sim e^{-2\pi Vol(\Sigma )}
\"
2,"\begin{equation}
Vol(\Sigma) = a_i s^i
\"
3,"\begin{equation}
\int_X G \wedge \varphi = \Sigma_i 2\pi N_i s^i = 
-{7 \over 5}c_2
\"
4,"\begin{equation}
\lambda_i \sim exp({1.4 c_2 \over b_3(X) N_i})
\"
5,"\begin{equation}
{\lambda_i \over \lambda_j} \sim 
exp({1.4 c_2 }{N_j - N_i \over b_3(X) N_i N_j})
\"
6,"\begin{equation}
[D] = G_1 - G_2
\"
7,"\begin{equation}
L \sim \lambda H\psi_1 \psi_2
\"
8,"\begin{equation}
\lambda \sim e^{-2\pi Vol(\Sigma )}
\"
9,"\begin{equation}
Vol(\Sigma) = a_i s^i
\"
10,"\begin{equation}
\int_X G \wedge \varphi = \Sigma_i 2\pi N_i s^i = 
-{7 \over 5}c_2
\"
11,"\begin{equation}
\lambda_i \sim exp({1.4 c_2 \over b_3(X) N_i})
\"
12,"\begin{equation}
{\lambda_i \over \lambda_j} \sim 
exp({1.4 c_2 }{N_j - N_i \over b_3(X) N_i N_j})
\"
13,"\begin{equation}
[D] = G_1 - G_2
\"
