,equation
0,"\begin{equation}
T_{\mu\nu} = \Lambda 
\left( 
\begin{array}{cccc}
1 & 0 & 0 & 0 \\
0 & w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\label{restframe}
\"
1,"\begin{equation}
T^{'}_{\mu\nu} =
\Lambda
\left( 
\begin{array}{cccc}
1 & V & 0 & 0 \\
V & 1 & 0 & 0 \\
0 & 0 & 1 & 0 \\
0 & 0 & 0 & 1 
\end{array}
\right)
\left( 
\begin{array}{cccc}
1 & 0 & 0 & 0 \\
0 & w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\left( 
\begin{array}{cccc}
1 & V & 0 & 0 \\
V & 1 & 0 & 0 \\
0 & 0 & 1 & 0 \\
0 & 0 & 0 & 1 
\end{array}
\right)
=
\Lambda
\left( 
\begin{array}{cccc}
1+V^2w & V(1+w) & 0 & 0 \\
V(1+w) & V^2+w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\label{boost}
\"
2,"\begin{equation}
w > -1 - 10^{-22}
\label{sillylimit}
\"
3,"\begin{equation}
T_{00} = \Lambda \sim (10^{-3} eV)^4 
\sim (10^{-3} eV)/ ({\rm mm})^{3} \sim (10^{-34} eV)/(100f)^3
\label{Lambda}
\"
4,"\begin{equation}
A = -\frac{1}{2} \pi^2 R^4 \epsilon + 2 \pi^2 R^3 S_1
\label{action}
\"
5,"\begin{equation}
A_m = \frac{27}{2} \pi^2 S_1^4 /\epsilon^3
\label{stationaryA}
\"
6,"\begin{equation}
R_m = 3S_1 / \epsilon
\label{Rcritical}
\"
7,"\begin{equation}
N = (V_u \Delta^4) exp ( - A_m)
\label{nucleations}
\"
8,"\begin{equation}
\left( \frac{S_1^{1/3}}{\epsilon^{1/4}} 
\right)^{12} > \frac{575}{\frac{27}{2} \pi^2} \sim 4.3
\label{inequality}
\"
9,"\begin{equation}
E = (H_0^p M_{Planck}^{1-p})
\label{Evalue}
\"
10,"\begin{equation}
L = (H_0^{p-2} M_{Planck}^{-1-p})^{1/3}
\label{Lvalue}
\"
11,"\begin{equation}
T_{\mu\nu} = \Lambda 
\left( 
\begin{array}{cccc}
1 & 0 & 0 & 0 \\
0 & w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\label{restframe}
\"
12,"\begin{equation}
T^{'}_{\mu\nu} =
\Lambda
\left( 
\begin{array}{cccc}
1 & V & 0 & 0 \\
V & 1 & 0 & 0 \\
0 & 0 & 1 & 0 \\
0 & 0 & 0 & 1 
\end{array}
\right)
\left( 
\begin{array}{cccc}
1 & 0 & 0 & 0 \\
0 & w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\left( 
\begin{array}{cccc}
1 & V & 0 & 0 \\
V & 1 & 0 & 0 \\
0 & 0 & 1 & 0 \\
0 & 0 & 0 & 1 
\end{array}
\right)
=
\Lambda
\left( 
\begin{array}{cccc}
1+V^2w & V(1+w) & 0 & 0 \\
V(1+w) & V^2+w & 0 & 0 \\
0 & 0 & w & 0 \\
0 & 0 & 0 & w 
\end{array}
\right)
\label{boost}
\"
13,"\begin{equation}
w > -1 - 10^{-22}
\label{sillylimit}
\"
14,"\begin{equation}
T_{00} = \Lambda \sim (10^{-3} eV)^4 
\sim (10^{-3} eV)/ ({\rm mm})^{3} \sim (10^{-34} eV)/(100f)^3
\label{Lambda}
\"
15,"\begin{equation}
A = -\frac{1}{2} \pi^2 R^4 \epsilon + 2 \pi^2 R^3 S_1
\label{action}
\"
16,"\begin{equation}
A_m = \frac{27}{2} \pi^2 S_1^4 /\epsilon^3
\label{stationaryA}
\"
17,"\begin{equation}
R_m = 3S_1 / \epsilon
\label{Rcritical}
\"
18,"\begin{equation}
N = (V_u \Delta^4) exp ( - A_m)
\label{nucleations}
\"
19,"\begin{equation}
\left( \frac{S_1^{1/3}}{\epsilon^{1/4}} 
\right)^{12} > \frac{575}{\frac{27}{2} \pi^2} \sim 4.3
\label{inequality}
\"
20,"\begin{equation}
E = (H_0^p M_{Planck}^{1-p})
\label{Evalue}
\"
21,"\begin{equation}
L = (H_0^{p-2} M_{Planck}^{-1-p})^{1/3}
\label{Lvalue}
\"
