,equation
0,"\begin{equation}
\label{1}
{\cal Z}_{\rm mon}=\sum\limits_{{\cal N}=0}^{\infty}\frac{\zeta^{\cal N}}{{\cal N}!}
\left<\exp\left[-\frac{g_m^2}{2}\int d^3x d^3y\vec\rho^{\cal N}(\vec x)D_0(\vec x-\vec y)
\vec\rho^{\cal N}(\vec y)\right]\right>_{\rm mon},
\"
1,"\begin{equation}
\label{monav}
\left<{\cal O}\right>_{\rm mon}=
\prod\limits_{n=0}^{\cal N}\int d^3z_n
\sum\limits_{i_n=\pm 1,\ldots,\pm\frac{N(N-1)}{2}}^{}{\cal O}.
\"
2,"\begin{equation}
\label{2}
{\cal Z}_{\rm mon}=
\int {\cal D}\vec\chi\exp\left[-\int d^3x\left(\frac12\left(\nabla\vec\chi\right)^2-2\zeta\sum\limits_{i=1}^{N(N-1)/2}
\cos\left(g_m\vec q_i\vec\chi\right)\right)\right],
\"
3,"\begin{equation}
\label{F}
\vec F_{\mu\nu}^{\cal N}\left(\vec x\right)=-g_m\varepsilon_{\mu\nu\lambda}\partial_\lambda\int d^3y D_0\left(\vec x-\vec y\right)
\vec\rho^{\cal N}\left(\vec y\right).
\"
4,"\begin{equation}
\label{WcalN}
W(C)_{\rm mon}^{\cal N}=\frac{1}{N}{\,}{\rm tr}{\,}\exp\left(\frac{ig}{2}\vec H\int d^3x\vec F_{\mu\nu}^{\cal N}\Sigma_{\mu\nu}\right)=
\frac{1}{N}\sum\limits_{\alpha=1}^{N}W_\alpha^{\cal N}.
\"
5,"\begin{equation}
\label{Wa}
W_\alpha^{\cal N}\equiv\exp\left(\frac{ig}{2}\vec\mu_\alpha\int d^3x\vec F_{\mu\nu}^{\cal N}\Sigma_{\mu\nu}\right)
\"
6,"\begin{equation}
\label{W}
W_\alpha^{\cal N}=\exp\left(i\vec\mu_\alpha\int d^3x\vec\rho^{\cal N}\eta\right),
\"
7,"\begin{equation}
\label{II}
\times\sum\limits_{{\cal N}=0}^{\infty}\frac{\zeta^{\cal N}}{{\cal N}!}
\left<\exp\left(-ig_m\int d^3x\vec\chi\vec\rho^{\cal N}\right)\right>_{\rm mon},
\"
8,"\begin{equation}
\label{III}
\exp\left[2\zeta\int d^3x
\sum\limits_{i=1}^{N(N-1)/2}
\cos\left(g_m\vec q_i\vec\chi\right)\right].
\"
9,"\begin{equation}
\label{WWW}
\times\int {\cal D}\vec\chi
\exp\Biggl\{\int d^3x\Biggl[-\frac{g_m^2}{2}\vec B_\mu^2+
ig_m\vec\chi\partial_\mu\vec B_\mu+
2\zeta
\sum\limits_{i=1}^{N(N-1)/2}
\cos\left(g_m\vec q_i\vec\chi\right)\Biggr]+
4\pi i\vec\mu_\alpha\int\limits_{\Sigma(C)}^{}d\sigma_\mu\vec B_\mu\Biggr\},
\"
10,"\begin{equation}
\label{sp1}
ig_m\vec\chi'+g_m^2\vec B-4\pi i\vec\mu_\alpha\delta(z)=0,
\"
11,"\begin{equation}
\label{sp2}
i\vec B'-2\zeta\sum\limits_{i=1}^{N(N-1)/2}\vec q_i\sin\left(g_m\vec q_i\vec\chi\right)=0,
\"
12,"\begin{equation}
\label{SP}
2i\psi'+g_m^2B=4\pi i\delta(z),~~ B'+2i\zeta N\sin\psi=0,
\"
13,"\begin{equation}
\label{solution}
B(z)=i\frac{8m_D}{g_m^2}\frac{{\rm e}^{-m_D|z|}}{1+{\rm e}^{-2m_D|z|}},~~
\psi(z)=4{\,}{\rm sgn}{\,}z\cdot\arctan\left({\rm e}^{-m_D|z|}\right).
\"
14,"\begin{equation}
\label{Sig}
\sigma=4\pi\cdot\frac{N-1}{2N}\frac{4m_D}{g_m^2}=
\frac{8\pi}{g_m}\frac{N-1}{\sqrt{N}}\sqrt{\zeta}.
\"
15,"\begin{equation}
\label{WwW}
+\frac{i}{2}\vec\chi\varepsilon_{\mu\nu\lambda}\partial_\mu\vec h_{\nu\lambda}+
2\zeta
\sum\limits_{i=1}^{N(N-1)/2}
\cos\left(g_m\vec q_i\vec\chi\right)\Biggr]+
\frac{ig}{2}\vec\mu_\alpha\int\limits_{\Sigma(C)}^{}d\sigma_{\mu\nu}\vec h_{\mu\nu}\Biggr\}.
\"
16,"\begin{equation}
\label{Vh}
\Longrightarrow -V\left[\vec h_{\mu\nu}\right]\equiv2(N-1)\zeta\int d^3x \left[H_\alpha{\rm arcsinh}{\,} H_\alpha
-\sqrt{1+H_\alpha^2}\right].
\"
17,"\begin{equation}
\label{SSP1}
2i\partial_\mu\psi+\frac{g_m}{2}\varepsilon_{\mu\nu\lambda}h_{\nu\lambda}=4\pi i\Sigma_\mu,
\"
18,"\begin{equation}
\label{SSP2}
\frac{1}{2g_m}\varepsilon_{\mu\nu\lambda}\partial_\mu h_{\nu\lambda}+2i\zeta N\sin\psi=0.
\"
