,equation
0,"\begin{equation}
D_z(A)=\sigma_\mu D^\mu_z(A),~~~~
D_z^\mu(A)=\partial^\mu+A^\mu(x)-iz^\mu 
\"
1,"\begin{equation}\label{nahm}
\hat A_\mu^{ij}(z)=\int_{T^4}d^4x\,
{\psi^i}^\dagger(x;z)\frac{\partial}{\partial z^\mu}
\psi^j(x;z).\label{basicnahm}
\"
2,"\begin{equation}\label{associateF}
\hat F^{ij}_{\mu\nu}(z)
=\int_{T^4}d^4x\int_{T^4}d^4x'\,
\psi^i{}^\dagger(x;z)\sigma_\mu (D_z^\dagger D_z)^{-1}
(x,x';z)\sigma_\nu^\dagger
\psi^j(x;z)-[\mu\leftrightarrow\nu].
\"
3,"\begin{equation}\label{t4inverse}
A_\mu^{pq}(x)=\int_{\tilde T^4} d^4 z
~\psi^p{}^\dagger(x;z)
\frac{\partial}{\partial x^\mu}
\psi^q(z;x),\"
4,"\begin{equation}
[D_y,\Phi]=0,~~~~~~~
\hat F_{y\bar y}=[D_y,D_{\bar y}]=[\Phi,\Phi^\dagger].
\"
5,"\begin{equation}\label{t2inverse}
A^{pq}_\mu(x)=\int_{\tilde T^2} d^2z\,
\psi^p{}^\dagger(z;x)\frac{\partial}{\partial x^\mu}
\psi^q(z;x),
\"
6,"\begin{equation}
\hat F_{y\bar y}=0,~~~~\partial_y\Phi=0,\label{abhitchin}
\"
7,"\begin{equation}\label{ansatz}
\hat A_y=\partial_y\phi,~~~~~~~~
\hat A_{\bar y}=-\partial_{\bar y}\phi,
\"
8,"\begin{equation}
\left(
\partial_{z_1}^2+\partial_{z_2}^2\right)\phi(z)
=-2\pi\kappa\left[
\delta^2(z-\omega)-\delta^2(z+\omega)\right],
\"
9,"\begin{equation}\label{phi}
\phi(z)=\frac{\kappa}{2}\left(
\log
\frac{\left|\theta\left(
(y+\omega_1+i\omega_2)\frac{L_1}{2\pi}
+\frac{1}{2}+\frac{iL_1}{2L_2},\frac{iL_1}{L_2}\right)\right|^2}
{\left|\theta\left(
(y-\omega_1-i\omega_2)\frac{L_1}{2\pi}
+\frac{1}{2}+\frac{iL_1}{2L_2},\frac{iL_1}{L_2}\right)\right|^2}
+\frac{iL_1 L_2 \omega_2}{\pi} (y-\bar y)-
2\omega_2 L_1
\right),
\"
10,"\begin{equation}
\theta(w,\tau)=
\sum_{n=-\infty}^\infty
e^{i\pi n^2\tau+2\pi in w},
~~~~~~~\hbox{Im}\,\tau>0,\"
11,"\begin{equation}
\Phi=\alpha \partial_{\bar y} \phi,
\"
12,"\begin{equation}\label{adhm}
\sqrt{\kappa^2+|\alpha|^2}=\frac{\pi \lambda^2}{L_1 L_2}.
\"
13,"\begin{equation}\label{weylop}
-\frac{i}{2} D_x^\dagger(\hat A)=
\left(
\begin{array}{cc}
\h \bar x_\perp +i\alpha\partial_{\bar y}\phi&
\partial_y+\partial_y\phi-\frac{i}{2}\bar x_{||}
\\
\partial_{\bar y}-\partial_{\bar y}\phi-\frac{i}{2}x_{||}
&\h x_\perp-i \bar\alpha\partial_y\phi
\end{array}\right). 
\"
14,"\begin{equation}\label{modes}
\psi^1(z;x)=\left(\begin{array}{cr}
0 \\ e^{-\phi(z)}G_+(z-\omega)
\end{array}\right),~~~~
\psi^2(z;x)=\left(\begin{array}{cr}
e^{\phi(z)}G_-(z+\omega)\\
0
\end{array}\right),
\"
