,equation
0,"\begin{equation}\label{1}
\mathcal{L}(A_{\mu},\xi,\overline{\xi}) ~=~
\frac{1}{4}G_{\mu\nu}^{a} G_{\mu\nu}^{a} ~+~
\mathcal{L}_{gauge+F.P.}
\"
1,"\begin{equation}\label{3}
\Delta ~=~ \left\langle A_{\mu}^{a}A_{\mu}^{a} \right\rangle ~.
\"
2,"\begin{equation}\label{4}
\left\langle A_{\mu}^{a}A_{\nu}^{b}\right\rangle ~=~
\f{\delta^{ab}\delta_{\mu\nu}} {d\left(N^{2}-1\right)}\Delta
\"
3,"\begin{equation}\label{5}
\Pi^{ab}_{\mu\nu} ~=~ -~ g^{2}\f{N}{N^{2}-1}\f{d-1}{d}\delta^{ab}
\delta_{\mu\nu}\Delta
\"
4,"\begin{equation}\label{6}
\om^{2} ~=~ g^{2}\f{N}{N^{2}-1}\f{d-1}{d}\Delta ~.
\"
5,"\begin{equation}\label{7}
E ~=~ E_{2PPI} ~+~ cg^{2}\Delta^{2}
\"
6,"\begin{equation}\label{16}
\f{\p E_{2PPI}}{\p \om^{2}} ~=~ \f{\Delta}{2} ~\Leftrightarrow~
\f{\p E}{\p \om^{2}} ~=~ 0 ~.
\"
7,"\begin{equation}\label{22}
\omu\f{dE}{d\omu} ~\neq~ 0 ~.
\"
8,"\begin{equation}\label{cl}
s_{2} ~=~
\f{4}{9\sqrt{3}}\mathcal{C}\ell_{2}\left({\f{\pi}{3}}\right) ~
\approx ~ 0.2604341
\"
9,"\begin{equation}
-~ \frac{1}{p^{2}+\om^{2}} \left[ \delta_{\mu\nu} ~-~ \frac{p_\mu
p_\nu}{p^{2}} \right] ~~~~~ \mbox{and} ~~~~~ \frac{1}{p^{2}}
\"
10,"\begin{equation}\label{24}
\wD ~=~ \overline{f}\left(\og^{2}\right)\oD
\"
11,"\begin{equation}\label{25}
\omu\frac{\p \overline{f}}{\p \omu} ~=~ -~
\ogamma_{A_\mu^{2}}\left(\og^{2} \right) \overline{f} ~.
\"
12,"\begin{equation}\label{e1}
E ~=~
\f{3}{16}\left(g^{2}\right)^{1-\f{\C_{0}}{\B_{0}}}\f{N}{N^{2}-1}\wD^{2}
\left(-1+\f{g^{2}N}{16\pi^{2}}E_{1}^{1} L
+\left(\f{g^{2}N}{16\pi^{2}}\right)^{2}\left(E_{2}^{1}L +
E_{2}^{2}L^{2}\right)+\ldots\right)
\"
13,"\begin{equation}\label{e1bis}
L ~=~
\ln\frac{\frac{3}{4}\left(g^{2}\right)^{1-\frac{\gamma_{0}}{2\beta_{0}}}
\frac{N}{N^{2}-1}\wD}{\omu^{2}} ~.
\"
14,"\begin{equation}\label{e1tris}
E_{\mbox{\footnotesize{\textrm{vac}}}} ~=~ -~ \f{3}{16}\left(g^{2}
\right)^{1-\f{\C_{0}} {\B_{0}}}\f{N}{N^{2}-1}\wD_{*}^{2} ~.
\"
15,"\begin{equation}\label{e3}
b_{0} ~=~ \f{409}{2288}\f{N}{\pi^{2}} ~.
\"
16,"\begin{equation}\label{32}
\Lambda ~=~ \lms e^{-\frac{b_{0}}{2\beta_{0}}} ~.
\"
17,"\begin{equation}
\Theta_{\mu\mu} ~=~
\f{\beta(g)}{2g}\left(G^{a}_{\rho\sigma}\right)^{2} ~.
\"
18,"\begin{equation}\label{ano}
\left\langle\f{\alpha_{s}}{\pi} G_{\mu\nu}^{2}\right\rangle ~=~ -~
\f{32}{11}E_{\mbox{\footnotesize{\textrm{vac}}}} ~.
\"
19,"\begin{equation}\label{1}
\mathcal{L}(A_{\mu},\xi,\overline{\xi}) ~=~
\frac{1}{4}G_{\mu\nu}^{a} G_{\mu\nu}^{a} ~+~
\mathcal{L}_{gauge+F.P.}
\"
20,"\begin{equation}\label{3}
\Delta ~=~ \left\langle A_{\mu}^{a}A_{\mu}^{a} \right\rangle ~.
\"
21,"\begin{equation}\label{4}
\left\langle A_{\mu}^{a}A_{\nu}^{b}\right\rangle ~=~
\f{\delta^{ab}\delta_{\mu\nu}} {d\left(N^{2}-1\right)}\Delta
\"
22,"\begin{equation}\label{5}
\Pi^{ab}_{\mu\nu} ~=~ -~ g^{2}\f{N}{N^{2}-1}\f{d-1}{d}\delta^{ab}
\delta_{\mu\nu}\Delta
\"
23,"\begin{equation}\label{6}
\om^{2} ~=~ g^{2}\f{N}{N^{2}-1}\f{d-1}{d}\Delta ~.
\"
24,"\begin{equation}\label{7}
E ~=~ E_{2PPI} ~+~ cg^{2}\Delta^{2}
\"
25,"\begin{equation}\label{16}
\f{\p E_{2PPI}}{\p \om^{2}} ~=~ \f{\Delta}{2} ~\Leftrightarrow~
\f{\p E}{\p \om^{2}} ~=~ 0 ~.
\"
26,"\begin{equation}\label{22}
\omu\f{dE}{d\omu} ~\neq~ 0 ~.
\"
27,"\begin{equation}\label{cl}
s_{2} ~=~
\f{4}{9\sqrt{3}}\mathcal{C}\ell_{2}\left({\f{\pi}{3}}\right) ~
\approx ~ 0.2604341
\"
28,"\begin{equation}
-~ \frac{1}{p^{2}+\om^{2}} \left[ \delta_{\mu\nu} ~-~ \frac{p_\mu
p_\nu}{p^{2}} \right] ~~~~~ \mbox{and} ~~~~~ \frac{1}{p^{2}}
\"
29,"\begin{equation}\label{24}
\wD ~=~ \overline{f}\left(\og^{2}\right)\oD
\"
30,"\begin{equation}\label{25}
\omu\frac{\p \overline{f}}{\p \omu} ~=~ -~
\ogamma_{A_\mu^{2}}\left(\og^{2} \right) \overline{f} ~.
\"
31,"\begin{equation}\label{e1}
E ~=~
\f{3}{16}\left(g^{2}\right)^{1-\f{\C_{0}}{\B_{0}}}\f{N}{N^{2}-1}\wD^{2}
\left(-1+\f{g^{2}N}{16\pi^{2}}E_{1}^{1} L
+\left(\f{g^{2}N}{16\pi^{2}}\right)^{2}\left(E_{2}^{1}L +
E_{2}^{2}L^{2}\right)+\ldots\right)
\"
32,"\begin{equation}\label{e1bis}
L ~=~
\ln\frac{\frac{3}{4}\left(g^{2}\right)^{1-\frac{\gamma_{0}}{2\beta_{0}}}
\frac{N}{N^{2}-1}\wD}{\omu^{2}} ~.
\"
33,"\begin{equation}\label{e1tris}
E_{\mbox{\footnotesize{\textrm{vac}}}} ~=~ -~ \f{3}{16}\left(g^{2}
\right)^{1-\f{\C_{0}} {\B_{0}}}\f{N}{N^{2}-1}\wD_{*}^{2} ~.
\"
34,"\begin{equation}\label{e3}
b_{0} ~=~ \f{409}{2288}\f{N}{\pi^{2}} ~.
\"
35,"\begin{equation}\label{32}
\Lambda ~=~ \lms e^{-\frac{b_{0}}{2\beta_{0}}} ~.
\"
36,"\begin{equation}
\Theta_{\mu\mu} ~=~
\f{\beta(g)}{2g}\left(G^{a}_{\rho\sigma}\right)^{2} ~.
\"
37,"\begin{equation}\label{ano}
\left\langle\f{\alpha_{s}}{\pi} G_{\mu\nu}^{2}\right\rangle ~=~ -~
\f{32}{11}E_{\mbox{\footnotesize{\textrm{vac}}}} ~.
\"
