,equation
0,"\begin{equation}
{\cal L} = 
M_{\rm Pl}^2 \sqrt{g} R ( g ) + 
M_{\rm Pl}^2 m^2_g 
( g_{\mu \nu} - \eta_{\mu \nu} ) 
( \eta^{\mu \rho} \eta^{\nu \sigma} - \eta^{\mu \nu}\eta^{\rho \sigma} ) 
( g_{\rho \sigma} - \eta_{\rho \sigma} )
+ \cdots
\label{lmin}
\"
1,"\begin{equation}
g_{\mu \nu} \rightarrow \tilde{g}_{\mu \nu} \equiv \frac{\partial
y^{\alpha}}{\partial x^{\mu}} \frac{\partial y^{\beta}}{\partial x^{\nu}}
g_{\alpha \beta} ( y ) = ( x^{\alpha} + \pi^{\alpha} )_{, \mu} ( x^{\alpha}
+ \pi^{\beta} )_{, \nu} g_{\alpha \beta} ( x + \pi ) \label{piints}
\"
2,"\begin{equation}
%\cL = \mpl^2 \sqrt{g} R ( g ) + 
%\sqrt{g} ( g_{\mu \nu} - \eta_{\mu \nu} ) ( g^{\mu \rho} g^{\nu
%\sigma} - g^{\mu \nu} g^{\rho \sigma} ) ( g_{\rho \sigma} - \eta_{\rho
%\sigma} ) \label{lmax}
%\"
3,"\begin{equation}
%\eta_{\mu \nu} \rightarrow \tilde{\eta}_{\mu \nu} \equiv \frac{\partial
%y^{\alpha}}{\partial x^{\mu}} \frac{\partial y^{\beta}}{\partial x^{\nu}}
%\eta_{\alpha \beta}
%\"
4,"\begin{equation}
{\cal L} =
\frac{1}{4}M_{\rm Pl}^2( -h_{\mu \nu , \alpha}^2 
+ 2 h_{\mu\nu , \mu}^2 
- 2 h_{\mu \nu , \mu} h_{,\nu} 
+ h_{,\mu}^2)
+ 
M_{\rm Pl}^2 m_g^2
(F_{\mu \nu}^2 + 2
A_{\mu , \nu} h_{\mu \nu} - 2 A_{\mu , \mu} h ) + \cdots \label{hkin}
\"
5,"\begin{equation}
m_g^2 M_{\rm Pl}^2 A_{\mu}^{n_A} \phi^{n_{\phi}} h^{n_h} 
= \Lambda_\lambda^{4 - n_A - n_{\phi} 
- h_h} A^{c n_A}_{\mu} \phi^{c n_{\phi}} h^{c
n_h}
\"
6,"\begin{equation}
\Lambda_{\lambda} = \left(m_g^{\lambda-1} M_{\rm Pl} \right)^{1/\lambda}, 
\quad\quad
\lambda = \frac{3 n_{\phi} + 2 n_A + n_h - 4}
{n_{\phi} + n_A + n_h - 2} 
\label{lamform}
\"
7,"\begin{equation}
g^{j+1}_{\mu \nu} \rightarrow 
\frac{\partial y_j^{\alpha}}{\partial x^{\mu}} 
\frac{\partial y_j^{\beta}}{\partial x^{\nu}} 
g^{j+1}_{\alpha \beta} ( y_j ) \label{gjsub}
\"
8,"\begin{equation}
 {\cal L}_{\rm min}  =   M^2 h_j \square h_j + M^2 m^2
\{ (h_j-h_{j+1})^2 +  (h_j-h_{j+1}) \square \phi_j +
a_j \square a_j + \phi_j\phi_j\phi_j+ \phi_j a_j a_j\} + \cdots 
\label{lminsite}
\"
9,"\begin{equation}
{\cal L} = \cdots + \frac{1}{N M_{\rm Pl} m_1^4} \Phi_1^c \Phi_1^c \Phi_{-2}^c+
\frac{1}{N M_{\rm Pl} m_1^2} \Phi^c_1 A^c_1 A^c_{-2} + \cdots \label{cnint}
\"
10,"\begin{equation}
h_{\mu\nu} \leadsto 
%\eta_{\mu \nu} - \frac{\partial y^{\alpha}}{\partial x^{\mu}} \frac{\partial
%y^{\beta}}{\partial x^{\nu}} \eta_{\alpha \beta} = 1 - ( 1 + A^T ) ( 1 + A )
A + A^T + A^T A \label{apa}
\"
11,"\begin{equation}
[A \cdots A] \equiv 
\mathrm{Tr}\; [A \cdots A] = A_{\mu, \nu} \cdots A_{\alpha,\mu}
\"
12,"\begin{equation}
{\cal L}_{\rm F P} \leadsto 
-4[F^2] 
+4 [\Phi^3] - 4 [\Phi] [\Phi^2]
+[F^4] 
-[F^2]^2
+ [\Phi^4]
-[\Phi^2]^2
- 4[\Phi^2 F^2] + 2[\Phi F\Phi F]
+2[F^2][\Phi^2]\nonumber
\"
13,"\begin{equation}
h \leadsto 2 \Phi + \Phi^2+\Phi F - F \Phi - F^2
\"
14,"\begin{equation}
{\cal L}_3 = - \frac{1}{2} [h^3] + \frac{1}{2} [h] [h^2]
\"
15,"\begin{equation}
[\Phi^3], [\Phi]^2[\Phi], [\Phi]^3, [\Phi^4],
[\Phi^3][\Phi], [\Phi^2]^2, [\Phi^2][\Phi]^2, [\Phi]^4,
[F^2\Phi^2],[F\Phi F\Phi], [F^2][\Phi^2], [F^2][\Phi]^2\label{allpf}
\"
16,"\begin{equation}
[\Phi^3] = 2[\Phi]^2+[\Phi]^3 \quad\text{and}\quad
[\Phi^4] = [\Phi]^3[\Phi] +[\Phi^2][\Phi^2] + [\Phi^2][\Phi]^2+ [\Phi]^4
\"
17,"\begin{equation}
{\cal L}_{\Delta} 
= c_1 [h^3] + c_2 [h^2] [h] + c_3 [h]^3 + q_1 [h^4] + q_2 [h^2] [h^2]
+ q_3 [h^3] [h] + q_4 [h^2] [h]^2  + q_5 [h]^4 \label{hcq}
\"
18,"\begin{equation}
g_{5 D} = \left( \begin{array}{cc} g_{\mu \nu} ( x , z ) + e^{2 r ( x )}
V_{\mu} ( x ) V_{\nu} ( x ) & e^{2 r ( x )} V_{\mu} ( x )\\ e^{2 r ( x )}
V_{\nu} ( x ) & e^{2 r ( x )}\\ \end{array} \right)  \label{l5d4d}
\"
19,"\begin{equation}
{\cal L} =
M_{\rm Pl}^2 m_1^2 n^2 ([G_n G_{-n}] - [G_n] [G_{-n}] )+ \cdots \label{l2gg}
\"
20,"\begin{equation}
{\cal L}_2 = n^2 G_n G_{- n} = \frac{n^2}{N^2} e^{2 \pi i n
\frac{\Delta a}{N}} g_a g_{a + \Delta a} = \frac{2 n^2}{N^2} \cos
\frac{2 \pi n \Delta a}{N} g_a g_{a + \Delta a}
\"
21,"\begin{equation}
{\cal L}_2 \rightarrow \frac{1}{6 \pi^2} N ( 2 g_a^2 - \frac{1}{\Delta a^2} 
g_a g_{a + \Delta a} )
\"
