,equation
0,"\begin{equation}
  \delta (\Lambda ) S =\int \rmd^Dx\, J^\mu\,\partial _\mu \Lambda (x)\,,
 \label{delSJdLambda}
\"
1,"\begin{equation}
  S_{\rm new}= S - \int\rmd^Dx\, J^\mu\, A_\mu \,,\qquad
  \delta A_\mu(x) =\partial _\mu \Lambda (x)\,.
 \label{SwithA}
\"
2,"\begin{equation}
  {D\choose n} - {D \choose n-1} + {D \choose n-2} - \ldots = {D-1\choose
  n}\,,
 \label{compnform}
\"
3,"\begin{equation}
  [\delta_A( \Lambda_1^A),\delta_B(\Lambda_2^B)] =\delta_C\left(
\Lambda_2^B\Lambda_1^A f_{AB{}^C}\right).
 \label{commutator}
\"
4,"\begin{equation}
 D_\mu =\partial _\mu -\delta_A(A_\mu ^A)\,, \qquad
  \delta(\Lambda) A_\mu{^A}=
\partial_\mu\Lambda^A +\Lambda^C A_\mu{^B} f_{BC{}^A}\,.
 \label{covder}
\"
5,"\begin{equation}
  \delta (\Lambda ) S =\int \rmd^Dx\, J^\mu\,\partial _\mu \Lambda (x)\,,
 \label{delSJdLambda}
\"
6,"\begin{equation}
  S_{\rm new}= S - \int\rmd^Dx\, J^\mu\, A_\mu \,,\qquad
  \delta A_\mu(x) =\partial _\mu \Lambda (x)\,.
 \label{SwithA}
\"
7,"\begin{equation}
  {D\choose n} - {D \choose n-1} + {D \choose n-2} - \ldots = {D-1\choose
  n}\,,
 \label{compnform}
\"
8,"\begin{equation}
  [\delta_A( \Lambda_1^A),\delta_B(\Lambda_2^B)] =\delta_C\left(
\Lambda_2^B\Lambda_1^A f_{AB{}^C}\right).
 \label{commutator}
\"
9,"\begin{equation}
 D_\mu =\partial _\mu -\delta_A(A_\mu ^A)\,, \qquad
  \delta(\Lambda) A_\mu{^A}=
\partial_\mu\Lambda^A +\Lambda^C A_\mu{^B} f_{BC{}^A}\,.
 \label{covder}
\"
