,equation
0,"\begin{equation}\label{metric}
ds^2=-dt^2+b^2(t)dr^2+a^2(t)(d\theta^2+S(\theta)^2d\phi^2)
\"
1,"\begin{equation}\label{s}
 S(\theta)=
  \begin{cases}
    \sin\theta & for \hspace{1cm} k=1, \\
    \theta & for \hspace{1cm} k=0,\\
    \sinh\theta & for \hspace{1cm} k=-1
  \end{cases}
\"
2,"\begin{equation}\label{definequantity}
\Theta=\frac{\dot{b}}{b}+\frac{2\dot{a}}{a}, \hspace{1cm}
\sigma=\frac{1}{\sqrt{3}}(\frac{\dot{b}}{b}-\frac{\dot{a}}{a}),
\hspace{1cm} ^{(3)}R=\frac{2k}{a^2}
\"
3,"\begin{equation}\label{einstein1}
(\frac{\dot{a}}{a})^2+2\frac{\dot{a}}{a}\frac{\dot{b}}{b}+\frac{k}{a^2}=\kappa\rho
\"
4,"\begin{equation}\label{einstein2}
 2\frac{\ddot{a}}{a}+(\frac{\dot{a}}{a})^2+\frac{k}{a^2}=-\kappa p
\"
5,"\begin{equation}\label{einstein3}
  \frac{\ddot{a}}{a}+\frac{\ddot{b}}{b}+\frac{\dot{a}}{a}\frac{\dot{b}}{b}=-\kappa
  p
\"
6,"\begin{equation}\label{conservation}
\frac{d \rho}{dt}=-\Theta (\rho+p)
\"
7,"\begin{equation}\label{transform}
\frac{\ddot{a}}{a}-\frac{\ddot{b}}{b}+\frac{\dot{a}}{a}\Bigg(\frac{\dot{a}}
{a}-\frac{\dot{b}}{b}\Bigg)+\frac{k}{a^2}=0
\"
8,"\begin{equation}\label{newmetric}
ds^2=-dt^2+a^2(t)(1+\delta)^2dr^2+a^2(t)(d\theta^2+\theta^2d\phi^2)
\"
9,"\begin{equation}\label{finaleuqation}
\ddot{\delta}+3\frac{\dot{a}}{a}\dot{\delta}-\frac{k}{a^2}=0
\"
10,"\begin{equation}\label{firstintegral}
\frac{\dot{\delta}(t)}{\dot{\delta}(t_0)}=\frac{1}{\dot{\delta}(t_0)a^3(t)}
\int_{t_0}^{t}k a(t) dt + \bigg[\frac{a(t_0)}{a(t)}\bigg]^3
\"
11,"\begin{equation}\label{deltageneral2}
\delta(t)=\delta(t_0)+\frac{kt_0^2}{16a^2(t_0)}-\frac{\dot{\delta}(t_0)t_0}{4}+
\frac{kt^4}{16a^2(t_0)t_0^2}(4\ln\frac{t}{t_0}-1)+\frac{\dot{\delta}(t_0)t^4}{4t_0^3}
\"
