,equation
0,"\begin{equation}
\label{TGHOL}
T_\rho=tr\left({\mathbf G}_\rho\,{\mathbf h}_{\alpha_{IJ}} \right),
\"
1,"\begin{equation}
{\mathbf h}_{\alpha_{IJ}}=P\,exp\left({\oint_{\alpha_{IJ}} {\mathbf A}_a({\vec x}(s))\,\frac{dx^a}{ds}\,ds}\right),
\"
2,"\begin{equation}
{\mathbf h}_{\alpha_{IJ}}\rightarrow  {\mathbf U}(v)\,{\mathbf h}_{\alpha_{IJ}}\,{\mathbf U}(v)^{-1},
\"
3,"\begin{equation}
T=exp(\Phi_{IJ})-1 ,
\"
4,"\begin{equation}
F(x)=1+\frac{1}{2!}x+\frac{1}{3!}x^{2}+\frac{1}{4!}x^{3}+\dots =\frac{e^{x}-1%
}{x},  \label{EFE}
\"
5,"\begin{equation}
\int_{{\vec{v}}_{1}}^{{\vec{v}}_{2}}{{A}}_{a}({\vec{x}}%
)\,dx^{a}=F(\Delta ^{a}\,\partial _{a})\left( \Delta ^{a}\,{{A}}%
_{a}({\vec{v}}_{1})\right) .\quad
\label{PATHI}
 \"
6,"\begin{equation}
F_{1}(x,y)=\frac{y({\rm e}^{x}-1)-x({\rm e}^{y}-1)}{x\,y\,(y-x)}%
=-\sum_{n=1}^{\infty }\frac{1}{(n+1)!}\,\frac{x^{n}-y^{n}}{x-y}. \"
7,"\begin{equation} \frac{1}{2}s_{I}^{a}s_{J}^{b}\epsilon _{abc}={\cal A}\;n_{c},
\"
8,"\begin{equation}
{\mathbf{h}}_{\alpha_{IJ}}=P(e^{L_3})P(e^{L_2})P(e^{L_1})\equiv \,U_3\,U_2\,U_1,
\label{RHOL}
\"
9,"\begin{equation}
U_1=P(e^{L_1}), \qquad L_1=\int_0^ 1 dt\, {\mathbf{A}}_a({\vec v} + t \, {\vec s_I})\, s_I^a,
\"
10,"\begin{equation}
U_1=\sum_N\, U_{1}^{(N)},
\"
11,"\begin{equation}
U_{1}^{(1)}=s_{I}^{a}{\mathbf A}_{a}, \qquad U_{1}^{(2)}=\frac{1}{2}(x s_{I}^{a}{\mathbf A}_{a}+ s_{I}^{a}s_{I}^{b}{\mathbf A}_{a}{\mathbf A}_{b})
\"
12,"\begin{equation}
U_{1}^{(3)}=\frac{1}{3!}(x^{2} s_{I}^{a}{\mathbf A}_{a}+(\bar{x}+2x)s_{I}^{a}s_{I}^{b}{\mathbf A}_{a}\bar{{\mathbf A}_{b}}+s_{I}^{a}s_{I}^{b}s_{I}^{c}{\mathbf A}_{a}{\mathbf A}_{b}{\mathbf A}_{c})
\"
13,"\begin{equation}
\label{COMP}
U_{1}=1+a{\mathbf A}_{1}+\frac{1}{2}a^{2}(\partial_{1}{\mathbf A}_{1}+{\mathbf A}_{1}^{2})+\frac{1}{3!}a^{3}(\partial^{2}_{1}{\mathbf A}_{1}+{\mathbf A}_{1}\partial_{1}{\mathbf A}_{1}
+2(\partial_{1}{\mathbf A}_{1}){\mathbf A}_{1}+ {\mathbf A}_1^3).
\"
14,"\begin{equation}
e^{L_{1}}=1+a{\mathbf A}_{1}+\frac{1}{2}a^{2}(\partial_{1}{\mathbf A}_{1}+{\mathbf A}_{1}^{2})+\frac{1}{3!}a^{3}\left(\partial^{2}_{1}{\mathbf A}_{1}+\frac{3}{2}
\left(\frac{}{} {\mathbf A}_{1}\partial_{1}{\mathbf A}_{1}+(\partial_{1}{\mathbf A}_{1}){\mathbf A}_{1}\right)+{\mathbf A}_1^3\right)
\label{U1FGK}
\"
15,"\begin{equation}
\label{COMPA}
U_{1}=1+a{ A}_{1}+\frac{1}{2}a^{2}(\partial_{1}{ A}_{1}+{ A}_{1}^{2})+\frac{1}{3!}a^{3}(\partial^{2}_{1}{ A}_{1}+ 3{ A}_{1}\partial_{1}{ A}_{1} + A_1^3)
\"
16,"\begin{equation}
y=s^a_J\,\partial_a
\"
