,equation
0,\begin{equation}\label{graded_algebra} f=\oplus_{l=-\infty}^{\infty}f_l \
1,"\begin{equation}
[a_\alpha,a^+_\beta ]=\epsilon_{\alpha\beta}\,,\qquad [a_\alpha,a_\beta ]=[ a^+_\alpha,
a^+_\beta]=0\,.
\label{oscillators}
\"
2,"\begin{equation}
a^\alpha=a_\beta\epsilon^{\alpha\beta}\,,\qquad a_\alpha=a^\beta\epsilon_{\beta\alpha}\,.
\"
3,"\begin{equation}
{\cal S}_\alpha=a^+_\alpha\,,\qquad Q_\beta=a_\beta\,.
\"
4,"\begin{equation} [f,g]_\pm =fg-(-1)^{\pi (f)\pi
(g)}gf\,, \"
5,"\begin{equation}
f(a,a^+)=(-1)^{\pi(f)}f(-a,-a^+)\,. \"
6,"\begin{equation}
-(i)^{\pi(f)}f(ia,ia^+)=f(a,a^+) \"
7,"\begin{equation} \# \mbox{ of }a^+ -\#
\mbox{ of }a=l \"
8,"\begin{equation}\label{Fock_vacuum}
a_\alpha|0\rangle=0\,.
\"
9,"\begin{equation}
c_{\alpha_1\alpha_2}(x)\,,c_{\alpha_1\alpha_2\alpha_3\alpha_4}(x)\,,\ldots\,.
\"
10,"\begin{equation}
\sigma_n{}^{\alpha\beta}\sigma_m{}_{\alpha\beta}=2\eta_{nm}
\"
11,"\begin{equation}\label{K_G}
\Box c(x)=0
\"
12,"\begin{equation}\label{Dirac}
\partial_n\sigma^n{}_{\alpha}{}^{\beta}c_\beta(x)=0\,.
\"
13,"\begin{equation}
\label{unfolded_K_G_and_Dirac}\partial_n c_{\alpha_1\ldots\alpha_{l}}(x)
=\frac{1}{2}\sigma_n{}^{\alpha_{l+1}\alpha_{l+2}}c_{\alpha_1\ldots\alpha_{l+2}}(x)
\qquad l=0,\ldots,\infty\,,
\"
14,"\begin{equation}
\omega(x)=\omega_0(x)=\frac{1}{2}dx^n\sigma_n{}^{\alpha\beta}a_\alpha a_\beta
\"
15,"\begin{equation}
|\Phi(a^+,x)\rangle=\sum_{l=0}^\infty \frac{1}{l!}c_{\alpha_1\ldots\alpha_l}(x)a^{+\alpha_1}
a^{+\alpha_l}|0\rangle\
\"
16,"\begin{equation}\label{eq_for_global_symmetry_parameter}
 d\epsilon_0(x)-[\omega_0(x),\epsilon_0(x)]=0\,.
\"
17,"\begin{equation} g_0(x)=\exp
(-\frac{1}{2}x^n\sigma_n{}^{\alpha\beta}a_\alpha a_\beta). \"
18,"\begin{equation}
e^Ae^B=e^{A+B+\frac{1}{2}[A,B]+\cdots}\,, \"
19,"\begin{equation} \!\!\delta|\Phi(a^+,x)\rangle \!=\! \exp\!
\Big(\frac{1}{2}x^{\alpha\alpha}h_\alpha h_\alpha+ a^{+\alpha}h_\alpha
+\frac{1}{2}h^{+\alpha}h_\alpha \Big) \Big|\Phi \Big(
a^{+\alpha}+x^{\alpha\beta}h_\beta+h^{+\alpha},x\Big) \Big\rangle\,.
\label{fdc} \"
20,\begin{equation}\label{graded_algebra} f=\oplus_{l=-\infty}^{\infty}f_l \
21,"\begin{equation}
[a_\alpha,a^+_\beta ]=\epsilon_{\alpha\beta}\,,\qquad [a_\alpha,a_\beta ]=[ a^+_\alpha,
a^+_\beta]=0\,.
\label{oscillators}
\"
22,"\begin{equation}
a^\alpha=a_\beta\epsilon^{\alpha\beta}\,,\qquad a_\alpha=a^\beta\epsilon_{\beta\alpha}\,.
\"
23,"\begin{equation}
{\cal S}_\alpha=a^+_\alpha\,,\qquad Q_\beta=a_\beta\,.
\"
24,"\begin{equation} [f,g]_\pm =fg-(-1)^{\pi (f)\pi
(g)}gf\,, \"
25,"\begin{equation}
f(a,a^+)=(-1)^{\pi(f)}f(-a,-a^+)\,. \"
26,"\begin{equation}
-(i)^{\pi(f)}f(ia,ia^+)=f(a,a^+) \"
27,"\begin{equation} \# \mbox{ of }a^+ -\#
\mbox{ of }a=l \"
28,"\begin{equation}\label{Fock_vacuum}
a_\alpha|0\rangle=0\,.
\"
29,"\begin{equation}
c_{\alpha_1\alpha_2}(x)\,,c_{\alpha_1\alpha_2\alpha_3\alpha_4}(x)\,,\ldots\,.
\"
30,"\begin{equation}
\sigma_n{}^{\alpha\beta}\sigma_m{}_{\alpha\beta}=2\eta_{nm}
\"
31,"\begin{equation}\label{K_G}
\Box c(x)=0
\"
32,"\begin{equation}\label{Dirac}
\partial_n\sigma^n{}_{\alpha}{}^{\beta}c_\beta(x)=0\,.
\"
33,"\begin{equation}
\label{unfolded_K_G_and_Dirac}\partial_n c_{\alpha_1\ldots\alpha_{l}}(x)
=\frac{1}{2}\sigma_n{}^{\alpha_{l+1}\alpha_{l+2}}c_{\alpha_1\ldots\alpha_{l+2}}(x)
\qquad l=0,\ldots,\infty\,,
\"
34,"\begin{equation}
\omega(x)=\omega_0(x)=\frac{1}{2}dx^n\sigma_n{}^{\alpha\beta}a_\alpha a_\beta
\"
