,cite
0,"\cite{nambu,cho1}"
1,"\cite{cho1,cho2}"
2,\cite{cole}
3,"\cite{savv,niel,ditt}"
4,\cite{savv}
5,\cite{niel}
6,\cite{cho3}
7,"\cite{niel,ditt}"
8,\cite{cho3}
9,"\cite{sch,cho4}"
10,"\cite{niel,ditt}"
11,"\cite{cho01,cho5}"
12,\cite{cho4}
13,\cite{niel}
14,\cite{cho3}
15,"\cite{dewitt,pesk}"
16,"\cite{savv,niel,ditt}"
17,\cite{niel}
18,"\cite{cho1,cho2}"
19,"\cite{cho1,cho2}"
20,"\cite{fadd,shab}"
21,"\cite{cho1,cho2}"
22,"\cite{wu,cho80}"
23,"\cite{bpst,cho79}"
24,"\cite{cho1,cho2}"
25,"\cite{fadd,shab}"
26,"\cite{cho1,cho2}"
27,"\cite{cho3,cho4}"
28,"\cite{niel,ditt,cho1,cho2}"
29,"\cite{savv,niel,ditt}"
30,"\cite{cho01,cho5}"
31,"\cite{cho3,cho4}"
32,\cite{table}
33,\cite{table}
34,"\cite{cho3,cho4}"
35,"\cite{cho3,cho4}"
36,"\cite{cho3,cho01}"
37,\cite{cho3}
38,\cite{pesk}
39,"\cite{cho1,cho2}"
40,"\cite{cho1,cho2}"
41,"\cite{cho1,cho2}"
42,\cite{cole}
43,"\cite{savv,cho3}"
44,\cite{wil}
45,"\cite{cho01,cho5}"
46,\cite{niel}
47,"\cite{savv,niel}"
48,"\cite{cho3,cho4}"
49,"\cite{sch,cho4}"
50,\cite{wil}
51,\cite{cho6}
52,\cite{cho6}
53,"\cite {witt}. Our analysis shows that one can indeed establish 
the existence of the confinement phase within the conventional
QCD, with the existing
principles of quantum field theory.
This should be interpreted as a
most spectacular triumph of quantum field theory itself.

{\bf Acknowledgements}

~~~We thank Professor S. Adler and Professor F. Dyson
for the fruitful discussions, and Professor C. N. Yang for
the encouragements. 

\begin{thebibliography}{99}
\bibitem{nambu}Y. Nambu,
Phys. Rev. {\bf D10}, 4262 (1974);
S. Mandelstam, Phys. Rep. {\bf 23C}, 245 (1976);
A. Polyakov, Nucl. Phys. {\bf B120}, 429 (1977);
G. 't Hooft, Nucl. Phys. {\bf B190}, 455 (1981).
\bibitem{cho1}Y. M. Cho, Phys. Rev. {\bf D21}, 1080 (1980); J. Korean
Phys. Soc. {\bf17}, 266 (1984); Phys. Rev. {\bf D62}, 074009 (2000).
\bibitem{cho2}Y. M. Cho, Phys. Rev. Lett. {\bf 46}, 302 (1981);
Phys. Rev. {\bf D23}, 2415 (1981); W. S. Bae, Y. M. Cho,
and S. W. Kimm, Phys. Rev. {\bf D65}, 025005 (2002).
\bibitem{cole} S. Coleman and E. Weinberg, Phys. Rev. {\bf D7},
1888 (1973).
\bibitem{savv} G. K. Savvidy, Phys. Lett. {\bf B71}, 133 (1977).
\bibitem{niel} N. Nielsen and P. Olesen, Nucl. Phys. {\bf B144}, 485 (1978);
{\bf B160}, 380 (1979); C. Rajiadakos, Phys. Lett. {\bf B100}, 471 (1981).
\bibitem{ditt} A. Yildiz and P. Cox, Phys. Rev. {\bf D21}, 1095
(1980);
M. Claudson, A. Yilditz, and P. Cox, Phys. Rev. {\bf D22}, 2022
(1980);
W. Dittrich and M. Reuter, Phys. Lett. {\bf B128}, 321, (1983);
{\bf B144}, 99 (1984); C. Flory, Phys. Rev. {\bf D28}, 1425 (1983);
S. K. Blau, M. Visser, and A. Wipf, Int. J. Mod. Phys.
{\bf A6}, 5409 (1991); M. Reuter, M. G. Schmidt, and C. Schubert,
Ann. Phys. {\bf 259}, 313 (1997).
\bibitem{cho3} Y. M. Cho, H. W. Lee, and D. G. Pak,
Phys. Lett. {\bf B 525}, 347 (2002); Y. M. Cho and D. G. Pak,
Phys. Rev. {\bf D65}, 074027 (2002).
\bibitem{sch} V. Schanbacher, Phys. Rev. {\bf D26}, 489 (1982).
\bibitem{cho4} Y. M. Cho and M. L. Walker, hep-th/0206127;
Y. M. Cho, M. L. Walker, and D. G. Pak, hep-th/0209208.
\bibitem{cho01} Y. M. Cho and D. G. Pak, Phys. Rev. Lett. {\bf 86},
1947 (2001); W. S. Bae, Y. M. Cho, and D. G. Pak, Phys. Rev. {\bf D64},
017303 (2001).
\bibitem{cho5} Y. M. Cho and D. G. Pak, hep-th/0010073,
submitted to Phys. Rev. {\bf D}, Rapid Communication.
\bibitem{dewitt}B. de Witt, Phys. Rev. {\bf 162}, 1195 (1967);
1239 (1967).
\bibitem{pesk} See for example,
C. Itzikson and J. Zuber, {\it Quantum Field Theory} (McGraw-Hill) 1985;
M. Peskin and D. Schroeder,
{\it An Introduction to Quantum Field Theory} (Addison-Wesley) 1995;
S. Weinberg, {\it Quantum Theory of Fields} (Cambridge Univ. Press) 1996.
\bibitem{fadd} L. Faddeev and A. Niemi, Phys. Rev. Lett.
{\bf 82}, 1624 (1999); Phys. Lett. {\bf B449}, 214 (1999).
\bibitem{shab}S. Shabanov, Phys. Lett. {\bf B458}, 322 (1999);
{\bf B463}, 263 (1999); H. Gies, Phys. Rev. {\bf D63}, 125023 (2001).
\bibitem{wu}T. T. Wu and C. N. Yang, Phys. Rev. {\bf D12}, 3845 (1975).
\bibitem{cho80} Y. M. Cho, Phys. Rev. Lett. {\bf 44}, 1115 (1980); Phys. Lett.
{\bf B115}, 125 (1982).
\bibitem{bpst}A. Belavin, A. Polyakov, A. Schwartz, and Y. Tyupkin,
Phys. Lett. {\bf B59}, 85 (1975); G. 't Hooft, Phys. Rev. Lett.
{\bf 37}, 8 (1976).
\bibitem{cho79}Y. M. Cho, Phys. Lett. {\bf B81}, 25 (1979).
\bibitem{table} See, for example, I. Gradshteyn and I. Ryzhik,
{\it Table of Integrals, Series, and Products}, edited by A. Jeffery
(Academic Press) 1994; M. Abramowitz and I. Stegun,
{\it Handbook of Mathematical Functions}, (Dover) 1970.
\bibitem{wil} D. Gross anf F. Wilczek, Phys. Rev. Lett. {\bf 26},
1343 (1973); H. Politzer, Phys. Rev. Lett. {\bf 26}, 1346 (1973).
\bibitem{cho6} Y. M. Cho and D. G. Pak, hep-th/0006051, submitted to
Phys. Rev. {\bf D}. See also Y. M. Cho and D. G. Pak, in
{\it Proceedings of TMU-Yale Symposium on Dynamics
of Gauge Fields}, edited by T. Appelquist and
H. Minakata (Universal Academy Press, Tokyo) (1999).
\bibitem {witt} N. Seiberg and E. Witten, Nucl. Phys. {\bf B426}, 19 (1994);
{\bf B431}, 484 (1994).

\end{thebibliography}

\end{document}
"
