,equation
0,"\begin{equation}
K = \frac{\ensuremath{\partial}}{\ensuremath{\partial} z} + B \frac{\ensuremath{\partial}}{\ensuremath{\partial} \ensuremath{\phi}},
\"
1,"\begin{equation}
z \equiv z + 2 \pi n R, \qquad \ensuremath{\phi} \equiv \ensuremath{\phi} + 2 \pi n B R + 2 \pi
m \qquad n, m \in \mathbb{Z}.
\label{eqn:twisted}
\"
2,"\begin{equation}
-\frac{1}{2R} \le B < \frac{1}{2R}.
\"
3,"\begin{equation}
-\frac{1}{R} \le B < \frac{1}{R}.
\"
4,"\begin{equation}
+ e^{\pi R B \ensuremath{\Gamma}} \qquad {\rm or} \qquad - e^{\pi R B \ensuremath{\Gamma}},
\"
5,"\begin{equation}
-\frac{1}{R} < \Omega < \frac{1}{R}.
\"
6,"\begin{equation}
\label{killing}
K = \frac{\ensuremath{\partial}}{\ensuremath{\partial} z} + B \frac{\ensuremath{\partial}}{\ensuremath{\partial} \ensuremath{\phi}},
\"
7,"\begin{equation}
\label{killing'}
K' = K \pm \frac{1}{R} \frac{\ensuremath{\partial}}{\ensuremath{\partial} \ensuremath{\phi}}.
\"
8,"\begin{equation}
\label{eqn:11Dflat}
\ensuremath{{\rm d}} s^2_D = \ensuremath{{\rm d}} s^2 (\mathbb{M}^{D-5}) + \sum_{i=1,2} \left( \ensuremath{{\rm d}} \rho_i^2 +
\rho_i^2 \ensuremath{{\rm d}} \ensuremath{\phi}_i^2 \right) + \ensuremath{{\rm d}} z^2,
\label{eqn:flat}
\"
9,"\begin{equation}
z \equiv z + 2 \pi n R, \qquad \ensuremath{\phi}_i \equiv \ensuremath{\phi}_i + 2 \pi n B_i R + 2 \pi
m_i \qquad n, m_i \in \mathbb{Z}.
\label{eqn:twotwists}
\"
10,"\begin{equation}
-\frac{1}{2R} \le B_i < \frac{1}{2R}.
\"
11,"\begin{equation}
K = \frac{\ensuremath{\partial}}{\ensuremath{\partial} z} + B_1 \frac{\ensuremath{\partial}}{\ensuremath{\partial} \ensuremath{\phi}_1} + B_2
\frac{\ensuremath{\partial}}{\ensuremath{\partial} \ensuremath{\phi}_2},
\"
12,"\begin{equation}
\ensuremath{\tilde}{\ensuremath{\phi}}_i = \ensuremath{\phi}_i - B_i z, \qquad \ensuremath{\tilde}{\ensuremath{\phi}}_i \equiv \ensuremath{\tilde}{\ensuremath{\phi}}_i + 2\pi m_i,
\label{eqn:shifted_coords}
\"
13,"\begin{equation}
\ensuremath{\epsilon} ( \ensuremath{\tilde}{\ensuremath{\phi}}_i, z ) =  \exp \left( \frac{1}{2} ( \ensuremath{\tilde}{\ensuremath{\phi}}_1
~\ensuremath{\Gamma}_1 + \ensuremath{\tilde}{\ensuremath{\phi}}_2 ~\ensuremath{\Gamma}_2 ) \right) \exp \left(
-\frac{1}{2} ( B_1 \ensuremath{\Gamma}_1 + B_2 \ensuremath{\Gamma}_2 ) z \right) \xi_0,
\"
