,equation
0,"\begin{equation}
X_i = \frac{x_i}{1-w} 
{\rm ~~~and~~~}
{\tilde X}_i = \frac{x_i}{1+w}.
\"
1,"\begin{equation}
g = {\rm diag} \left(1, \frac{-4}{1+R^2},\frac{-4}{1+R^2},\frac{-4}{1+R^2}
\right),\ 
{\rm where}\
R^2 = X_1^2+X_2^2+X_3^2.
\"
2,"\begin{equation}
{\tilde X}_i = \frac{1}{R^2} X_i.
\"
3,"\begin{equation} 
\partial_{{\tilde X}_i} = \left(R^2 \delta_{ij} - 2 X_i X_j \right)
\partial_{X_j}.
\"
4,"\begin{equation}
  {e_\alpha}^\mu {e_\beta}^\nu g_{\mu \nu} = \eta_{\alpha \beta},
\"
5,"\begin{equation}
\label{erotation}
{\hat {\tilde e}}_i = \frac{1}{R^2} \left( 2 X_i X_j - \delta_{i j}\right) {\hat
e}_j.
\"
6,"\begin{equation}
{\rm d} {\hat \theta}^\alpha + {\omega^\alpha}_\beta \wedge {\hat
\theta}^\beta = 0,
\"
7,"\begin{equation}
\omega^{\alpha \beta} = \frac{2}{1+R^2} \left( X^\alpha {\rm d}
X^\beta - X^\beta {\rm d} X^\alpha \right),
\"
8,"\begin{equation}
   \Omega_\mu {\rm d} X^\mu = -\tfrac{i}{2}\, \omega^{\alpha \beta}
   \Sigma_{\alpha \beta},
\"
9,"\begin{equation}
{\cal L}_{{\rm fermion}} = {\overline \psi} \left( i \gamma^\alpha 
{e_\alpha}^\kappa \left(
\partial_\kappa + \Omega_\kappa \right) 
\right) \psi.
\"
10,"\begin{equation}
\label{L1}
{\cal L}_{{\rm fermion}} = {\overline \psi} \left(X_i,t \right) 
\left( i \gamma^0 \partial_t - 
i \gamma^i \left(\frac{1+R^2}{2} \partial_{X_i} - X_i \right)
\right)
\psi \left(X_i,t \right),
\"
11,"\begin{equation}
\label{L2}
{\cal L}_{{\rm fermion}} = {\overline {\tilde \psi}} \big({\tilde X}_i,t \big) 
\left( i \gamma^0 \partial_t + 
i \gamma^i \left(\frac{1+{\tilde R}^2}{2} \partial_{{\tilde X}_i} - 
{\tilde X}_i \right)
\right)
{\tilde \psi} \big({\tilde X}_i,t \big),
\"
12,"\begin{equation}
{\tilde \psi}\big({\tilde X}_i\big) = \rho\, \psi \left( X_i \right).
\"
13,"\begin{equation}
T(\alpha)_{ij} = \cos \alpha~ \delta_{i j} + \sin
\alpha~\epsilon_{ijk} {\hat X}_k + {\hat X}_i {\hat X}_j (1 - \cos \alpha)
\"
14,"\begin{equation}
\label{rhospin}
\rho  = i \gamma_0 \gamma_5 \gamma_j {\hat X}_j.
\"
15,"\begin{equation}
U = \exp \left( i f(\mu)~ {\bf e}_\mu \cdot \vectau \right),
\"
16,"\begin{equation}
\label{conformal}
f(\mu) = 2 \arctan \left( k \tan \frac{\mu}{2} \right).
\"
17,"\begin{equation}
\label{Dirac1}
\left( i \gamma^0 \partial_t - 
i \gamma^i \left(\frac{1+R^2}{2} \partial_{X_i} - X_i \right)
- g U^{\gamma_5}
\right)
\psi \big(X_i,t \big) = 0, 
\"
18,"\begin{equation}
\label{Dirac2}
\left( i \gamma^0 \partial_t + 
i \gamma^i \left(\frac{1+{\tilde R}^2}{2} \partial_{{\tilde X}_i} - 
{\tilde X}_i \right)
-g U^{\gamma_5}
\right)
{\tilde \psi} \big( {\tilde X}_i,t \big) = 0,
\"
19,"\begin{equation}
U^{\gamma_5} = \exp \left( i f(\mu(R)) \gamma_5 \tau_i \frac{X_i}{R} 
\right),
\"
20,"\begin{equation}
x = \left( \sin \mu \sin \theta \cos \phi,
\sin \mu \sin \theta \sin \phi,
\sin \mu \cos \theta,
\cos \mu
\right).
\"
21,"\begin{equation}
\label{Dpolar1}
\left( i \gamma^0 \partial_t + 
i \gamma^i \left(
e_{\mu i} \partial_\mu -
\tfrac{
e_{\theta i} \partial_\theta
}{\sin \mu} 
- 
\tfrac{
e_{\phi i} \partial_\phi
}{\sin \mu \sin \theta} 
+
\tfrac{ 
e_{\mu i} 
\sin \mu}{1 - \cos \mu} 
\right)
- g~U^{\gamma_5} 
\right)
\psi = 0,
\"
22,"\begin{equation}
\label{Dpolar2}
\left( i \gamma^0 \partial_t + 
i \gamma^i \left(
e_{\mu i} \partial_\mu +
\tfrac{e_{\theta i} \partial_\theta}{\sin \mu} + 
\tfrac{e_{\phi i} \partial_\phi}{\sin \mu \sin \theta} -
\tfrac{e_{\mu i} \sin \mu}{1 + \cos \mu} 
\right)
- g~U^{\gamma_5}
\right)
{\tilde \psi}  = 0.
\"
23,"\begin{equation}
\label{trafo}
{\tilde \psi} \left({\tilde X_i}\right) =
\left(
  \begin{array}{cc}
     -i \sigma_j {\hat X}_j & 0 \\
     0 & -i \sigma_j {\hat X}_j 
  \end{array}
\right) 
\psi \left(X_i \right).
\"
24,"\begin{equation}
\vecs \cdot {\bf p} = -i \left( {\bf e_\mu} \cdot \vecs \left(\partial_\mu
+ \tfrac{\sin \mu}{1-\cos \mu}\right) - 
\tfrac{1}{\sin \mu} {\bf e_\theta} \cdot \vecs \partial_\theta 
- \tfrac{1}{\sin \mu \sin \theta} 
{\bf e_\phi} \cdot \vecs \partial_\phi
\right).
\"
25,"\begin{equation}
{\hat P}~ \psi\big(X_i \big) = \gamma_0~ \psi \big( - X_i \big)\
{\rm and}\ {\hat P}~ X_i~ {\hat P}^{-1} = - X_i. 
\"
26,"\begin{equation}
{\hat P}~ {\tilde \psi}\big({\tilde X}_i\big) = 
 - \gamma_0~ {\tilde \psi}\big({\tilde X}_i\big).
\"
27,"\begin{equation}
\nonumber
\left( \left(1-u^2 \right) \frac{{\rm d}^2}{{\rm d}u^2} 
- \left(4 u +1+ \frac{g~f^\prime \sin f \sqrt{1-u^2}}{E + g \cos f}
\right) \frac{{\rm d}}{{\rm d}u} +
E^2 -g^2   - \tfrac{9}{4}
+ \frac{2g \sin f}{\sqrt{1-u^2}} 
\right.  
\"
28,"\begin{equation}
\label{OD1}
\left.
+ \frac{3 g f^{\prime} \sin f}{2 \left(E + g \cos f \right)} 
\frac{(1+u)}{\sqrt{1-u^2}} 
- \frac{g^2 f^\prime \sin^2 f}{E + g \cos f} - g f^\prime \cos f
\right) G(u) = 0, 
\"
29,"\begin{equation}
\nonumber
\left( \left(1-u^2 \right) \frac{{\rm d}^2}{{\rm d}u^2} 
- \left(4 u -1 - \frac{g~f^\prime \sin f \sqrt{1-u^2}}{E - g \cos f}
\right)  \frac{{\rm d}}{{\rm d}u} 
+E^2 -g^2 - \tfrac{9}{4}
+\frac{2g \sin f}{\sqrt{1-u^2}} 
\right.  
\"
30,"\begin{equation}
\label{OD2}
\left.
+ \frac{3 g f^\prime \sin f}{2 \left(E - g \cos f \right)} 
\frac{(1-u)}{\sqrt{1-u^2}} 
- \frac{g^2 f^\prime \sin^2 f}{E - g \cos f} + g f^\prime \cos f
\right) {\tilde G}(u) = 0. 
\"
31,"\begin{equation}
\label{FGtilde} 
F(u) = \sqrt{\frac{1+u}{1-u}}{\tilde G}(u).
\"
32,"\begin{equation}
\label{F}
F(u) = \frac{1}{E + g \cos f}\left(
\left(
-\frac{3 (1 + u)}{2 \sqrt{1-u^2}} + g \sin f
\right) G(u) 
- \sqrt{1 - u^2} \frac{{\rm d}}{{\rm d}u} G(u)
\right),
\"
33,"\begin{equation}
\label{tildeF}
{\tilde F}(u) = \frac{1}{E - g \cos f}\left(
\left(
\frac{3(1 - u)}{2 \sqrt{1-u^2}} - g \sin f
\right) {\tilde G}(u) 
- \sqrt{1 - u^2} \frac{{\rm d}}{{\rm d}u} {\tilde G}(u)
\right).
\"
34,"\begin{equation}
\label{diffeq}
y^{\prime \prime}(u) + P(u) y^\prime(u) + Q(u) y(u) = 0.
\"
35,"\begin{equation}
y(u) = \sum\limits_{n=0}^\infty a_n (u-u_0)^n.
\"
36,"\begin{equation}
p(u) = p_0 + p_1 (u-u_0) + \dots\ {\rm and}~~~
q(u) = q_0 + q_1 (u-u_0) + \dots,
\"
37,"\begin{equation}
\label{eqansatz}
y(u) = (u-u_0)^\rho \sum\limits_{n=0}^\infty a_n (u-u_0)^n.
\"
38,"\begin{equation}
\label{indicial}
\rho^2 + (p_0 - 1) \rho + q_0 = 0,
\"
39,"\begin{equation}
\label{difeqz}
(u-u_0)^2 z^{\prime \prime}(u) + \left(
2 (u-u_0)^2 \frac{y_1^\prime(u)}{y_1(u)} + (u-u_0) p(u) 
\right) z^\prime(u) = 0.
\"
40,"\begin{equation}
-p_0 -2\rho_1 = -s-1.
\"
41,"\begin{equation}
\label{gs}
g(u) = 1 + \sum\limits_{n=1}^{\infty} g_n (u-u_0)^n.
\"
42,"\begin{equation}
y(u) = A y_1(u) + B \left(g_s y_1(u) \log(u - u_0) + {\tilde y}_2(u)
\right),
\"
43,"\begin{equation}
{\tilde y}_2(u) = (u-u_0)^{\rho_2} \left( -\frac{1}{s} + 
\sum\limits_{n=1}^\infty h_n(u-u_0)^n \right),
\"
44,"\begin{equation}
\label{log}
y(u) = A y_1(u) + B \left(y_1(u) \log(u - u_0) 
+ (u-u_0)^{\rho_2} \sum\limits_{n=1}^\infty h_n(u-u_0)^n
\right).
\"
45,"\begin{equation}
\label{erelation}
\rho_1^{(\infty)} + \rho_2^{(\infty)} + \sum\limits_{i=1}^{n} \left(
\rho_1^{(i)} + \rho_2^{(i)} \right) = n-1.
\"
46,"\begin{equation}
\label{OD1f0}
\left(\left(1-u^2\right)\frac{{\rm d}^2}{{\rm d} u^2} - 
\left(4 u+1 \right) \frac{{\rm
d}}{{\rm d}u} + e^2 - \tfrac{9}{4}
\right) G(u) = 0,
\"
47,"\begin{equation}
{\tilde F}(u) = \frac{1}{E-g} \left(
- \frac{3(1-u)}{2 \sqrt{1-u^2}}~ {\tilde G}(u) 
+ \sqrt{1-u^2} \frac{{\rm d}}{{\rm d} u} {\tilde G}(u) 
\right).
\"
48,"\begin{equation}
\label{G(1)nonsing}
G(u) = \frac{1}{E-g} \left(
(1+u) \frac{{\rm d}}{{\rm d} u} {\tilde G}(u) 
-\tfrac{3}{2} {\tilde G}(u)
\right).
\"
