,equation
0,"\begin{equation}   \label{base}
\exp\left( i ( p_R a_L \: - \: p_L a_R) \right)
\"
1,"\begin{equation}  \label{omegacocycle}
\xymatrix@C+50pt{
T^{g_3} \otimes g_3^* \left( \, T^{g_2} \otimes g_2^* T^{g_1} \right)
\ar[r]^{ \omega^{g_1, g_2}}
\ar[d]_{  \omega^{g_2, g_3} } &
T^{g_3} \otimes g_3^* T^{g_1 g_2}
\ar[d]^{ \omega^{g_1 g_2, g_3} } \\
T^{g_2 g_3} \otimes (g_2 g_3)^* T^{g_1}
\ar[r]^{ \omega^{g_1, g_2 g_3}} &
T^{g_1 g_2 g_3}
}
\"
2,"\begin{equation}    \label{omegacobound}
\omega'^{g_1, g_2} \: \equiv \:
\kappa_{g_1 g_2} \circ \omega^{g_1, g_2} \circ
\left( \kappa_{g_2} \otimes g_2^* \kappa_{g_1} \right)^{-1}
\"
3,"\begin{equation}  \label{good1loop}
\left( \omega^{g,h}_x \right) \,
\left( \omega^{h,g}_x \right)^{-1} \,
\exp \, \left( \, \int^{hx}_x \, \Lambda(g) \: - \:
\int^{gx}_x \Lambda(h) \, \right)
\"
4,"\begin{equation}  \label{phstart}
\exp \, \left( \, \int^{hx}_x \, \Lambda(g) \: - \:
\int^{gx}_x \Lambda(h) \, \right)
\"
5,"\begin{equation}    \label{gnlsl2z}
\left( \begin{array}{cc}
       a & b \\
       c & d
       \end{array} \right)
\"
6,"\begin{equation}  \label{firstsl2z}
\left( \begin{array}{cc}
       1 & 1\\
       0 & 1
       \end{array} \right)
\"
7,"\begin{equation}
\mbox{Tr }
\left( P \exp \int_x^{gx} A dx \right) \,
\left( P \exp \int_{gx}^{hgx} A dx \right) \,
\left( P \exp \int_{hgx}^{hx} A dx \right) \,
\left( P \exp \int_{hx}^x A dx \right)
\"
8,"\begin{equation} \label{simpdougloop}
\mbox{Tr }
\left( P \exp \int_x^{gx} A dx \right) \,
\left( P \exp \int_{x}^{hx} (g^* A) dx \right) \,
\left( P \exp \int_{gx}^{x} (h^* A) dx \right) \,
\left( P \exp \int_{hx}^x A dx \right)
\"
9,"\begin{equation}  \label{basicamp}
\mbox{Tr }\left\{ \gamma^g_x P \exp\left( \int_x^{g x} A dx \right) \right\} \,
< V^g(0) V_{\mu}(1) >
\"
10,"\begin{equation}  \label{hamp}
\mbox{Tr }\left\{ (h^* \gamma^g_x) P \exp\left( \int_x^{g x} (h^*A) dx \right) \right\} \,
< h \cdot V^g(0) V_{\mu}(1) >
\"
11,"\begin{equation}    \label{t3phasebasic}
\left( \omega^{g_1, g_2, g_3} \right) \,
\left( \omega^{g_2, g_1, g_3} \right)^{-1} \,
\left( \omega^{g_3, g_2, g_1} \right)^{-1} \,
\left( \omega^{g_3, g_1, g_2} \right) \,
\left( \omega^{g_2, g_3, g_1} \right) \,
\left( \omega^{g_1, g_3, g_2} \right)^{-1}
\"
