,equation
0,"\begin{equation} \label{1eq1} S=\frac{2\pi
r}{n}\sqrt{E_c(2E-E_c)} \"
1,"\begin{equation}
\label{1eq2} ds^2_{FRW} =-d\tau^2 +{\cal R}^2(\tau)d\Omega_n^2
\"
2,"\begin{equation}
\label{1eq5} S^2_{H}+ (S_{BV}-S_{BH})^2=S_{BV}^2.
\"
3,"\begin{equation}
\label{1eq6} S_H=\frac{2\pi {\cal R}}{n}\sqrt{E_{ BH}(2E-E_{BH})}.
\"
4,"\begin{equation}
\label{1eq7} ds^2_{BDL} = -c^2(t,y) dt^2
+a^2(t,y)\gamma_{ij}dx^idx^j +b^2(t,y)dy^2,
\"
5,"\begin{equation}
\label{1eq8}  \tau^{\mu}~_\nu = \frac{\delta(y)}{b}{\rm
diag}(-\rho-\sigma,p-\sigma,p-\sigma,p-\sigma,0).
\"
6,"\begin{equation}
\label{1eq9} \dot \rho +3 \frac{\dot a_0}{a_0}\rho(1+\omega)= -2
\tilde T^0~_y.
\"
7,"\begin{equation}
\label{1eq10}
 \frac{\ddot a_0}{a_0} + \Big( \frac{\dot a_0}{a_0} \Big )^2 +
 \frac{k}{a_0^2} =\frac{1}{6M^3} \Big( \Lambda + \frac{\sigma^2}{12 M^3}
 \Big) -\frac{1}{144M^6}\Big(\sigma(3p -\rho)+\rho(3p+\rho)\Big)-
 \frac{1}{6M^3} \tilde T^y~_y.
  \"
8,"\begin{equation}
\label{1eq14} F_{yt} =\frac{{\cal Q}bc}{a^n},
\"
9,"\begin{equation}
\label{1eq15} \tilde T^M~_N =2M^3 {\rm diag}\left (
  -\frac{{\cal Q}^2}{a^{6}},  +\frac{{\cal Q}^2}{a^{6}},
  \cdots ,-\frac{{\cal Q}^2}{a^{6}} \right).
\"
10,"\begin{equation}
\label{1eq16}
 \phi=-{\cal Q}^2/3a^6_0,~~~~\chi={\cal
C}_{\chi}/a^4_0.
\"
11,"\begin{equation}
 \label{1eq17}
 H_0^2 = -\frac{k}{a_0^2} +\frac{{\cal C}_{\chi}}{a_0^4} -\frac{1}{3}
\frac{{\cal Q}^2}{a_0^6}  + \frac{1}{144M^6} \Big( \rho^2 +
2\sigma \rho \Big).
 \"
12,"\begin{equation}
\label{1eq18} H^2 =-\frac{k}{{\cal R}^2} +\frac{\omega_3 M}{{\cal
R}^4} -\frac{3 \omega^2_3 Q^2}{16{\cal R}^6},
\"
13,"\begin{equation}
\label{1eq19} S_H=\frac{2\pi {\cal R}}{3}\sqrt{E_{ BH}[2(E-\Phi
Q/2)-kE_{BH}]},
\"
14,"\begin{equation}
\label{1eq20} kE_{BH}= 3(E +pV-\Phi Q-{\cal T}_H S_H).
\"
15,"\begin{equation}
\label{1eq21} a_0 \leftrightarrow {\cal R},~~ {\cal C}_{\chi}
\leftrightarrow \omega_3 M,~~~ {\cal Q} \leftrightarrow \pm
\frac{3 \omega_3 Q}{4}
\"
16,"\begin{equation} \label{1eq1} S=\frac{2\pi
r}{n}\sqrt{E_c(2E-E_c)} \"
17,"\begin{equation}
\label{1eq2} ds^2_{FRW} =-d\tau^2 +{\cal R}^2(\tau)d\Omega_n^2
\"
18,"\begin{equation}
\label{1eq5} S^2_{H}+ (S_{BV}-S_{BH})^2=S_{BV}^2.
\"
19,"\begin{equation}
\label{1eq6} S_H=\frac{2\pi {\cal R}}{n}\sqrt{E_{ BH}(2E-E_{BH})}.
\"
20,"\begin{equation}
\label{1eq7} ds^2_{BDL} = -c^2(t,y) dt^2
+a^2(t,y)\gamma_{ij}dx^idx^j +b^2(t,y)dy^2,
\"
21,"\begin{equation}
\label{1eq8}  \tau^{\mu}~_\nu = \frac{\delta(y)}{b}{\rm
diag}(-\rho-\sigma,p-\sigma,p-\sigma,p-\sigma,0).
\"
22,"\begin{equation}
\label{1eq9} \dot \rho +3 \frac{\dot a_0}{a_0}\rho(1+\omega)= -2
\tilde T^0~_y.
\"
23,"\begin{equation}
\label{1eq10}
 \frac{\ddot a_0}{a_0} + \Big( \frac{\dot a_0}{a_0} \Big )^2 +
 \frac{k}{a_0^2} =\frac{1}{6M^3} \Big( \Lambda + \frac{\sigma^2}{12 M^3}
 \Big) -\frac{1}{144M^6}\Big(\sigma(3p -\rho)+\rho(3p+\rho)\Big)-
 \frac{1}{6M^3} \tilde T^y~_y.
  \"
24,"\begin{equation}
\label{1eq14} F_{yt} =\frac{{\cal Q}bc}{a^n},
\"
25,"\begin{equation}
\label{1eq15} \tilde T^M~_N =2M^3 {\rm diag}\left (
  -\frac{{\cal Q}^2}{a^{6}},  +\frac{{\cal Q}^2}{a^{6}},
  \cdots ,-\frac{{\cal Q}^2}{a^{6}} \right).
\"
26,"\begin{equation}
\label{1eq16}
 \phi=-{\cal Q}^2/3a^6_0,~~~~\chi={\cal
C}_{\chi}/a^4_0.
\"
27,"\begin{equation}
 \label{1eq17}
 H_0^2 = -\frac{k}{a_0^2} +\frac{{\cal C}_{\chi}}{a_0^4} -\frac{1}{3}
\frac{{\cal Q}^2}{a_0^6}  + \frac{1}{144M^6} \Big( \rho^2 +
2\sigma \rho \Big).
 \"
28,"\begin{equation}
\label{1eq18} H^2 =-\frac{k}{{\cal R}^2} +\frac{\omega_3 M}{{\cal
R}^4} -\frac{3 \omega^2_3 Q^2}{16{\cal R}^6},
\"
29,"\begin{equation}
\label{1eq19} S_H=\frac{2\pi {\cal R}}{3}\sqrt{E_{ BH}[2(E-\Phi
Q/2)-kE_{BH}]},
\"
30,"\begin{equation}
\label{1eq20} kE_{BH}= 3(E +pV-\Phi Q-{\cal T}_H S_H).
\"
