,equation
0,"\begin{equation}\label{l81-01}
P(E)=D(E)\int _{-\infty}^{\tau _0}d\tau \int _{-\infty}^{\tau _0}d\tau ^{'}e^{-iE(\tau -\tau ^{'})}\,\langle 0|\phi(x(\tau))\phi(x(\tau ^{'}))|0\rangle~,
\"
1,"\begin{equation} \label{l81-02}
 \langle 0|\phi(x(\tau))\phi(x(\tau ^{'}))|0\rangle =%\frac{1}{2\pi ^2}
%\frac{1}{2\pi ^2[x_{\mu}(\tau)-x_{\mu}(\tau ^{'})][x^{\mu}(\tau)-x^{\mu}(\tau ^{'})]}=
[2\pi ^2\Delta (\tau , \tau ^{'})]^{-1}~,
\"
2,"\begin{equation}\label{l81-01b}
\Delta (\tau , \tau ^{'})=[x_{\mu}(\tau)-x_{\mu}(\tau ^{'})][x^{\mu}(\tau)-x^{\mu}(\tau ^{'})]~.
\"
3,"\begin{equation}\label{l81-03}
\frac{dP(E)}{d\tau _0}=2D(E)\int _{-\infty}^{0}ds\langle 0|\phi(x(\tau _0))\phi(x(\tau _0+s))|0\rangle\cos(Es)~.
\"
4,"\begin{equation} \label{l81-04}
S(E, \tau)=2\pi \rho (E) \int _{-\infty}^{0}ds\langle 0|\phi(x(\tau))\phi(x(\tau +s))|0\rangle\cos(Es)~.
\"
5,"\begin{equation}\label{l81-05}
\Delta (\tau, \tau +s)=\Delta (0,s)~.
\"
6,"\begin{equation} \label{l81-1}
V_{a\mu}V_{b}^{\mu}=\eta _{ab}~,
\"
7,"\begin{equation} \label{l81-2}
V_{0}^{\mu}=\dot x^{\mu}~,
\"
8,"\begin{equation} \label{l81-3}
V_{1}^{\mu}=\frac{{\ddot x}^{\alpha}}{(-\ddot x_{\alpha}\ddot x^{\alpha})^{1/2}}~,
\"
9,"\begin{equation} \label{l81-4}
V_{2}^{\mu}=\frac{(\ddot x_{\gamma}\ddot x^{\gamma})\stackrel{...}x^{\mu}- (\ddot x_{\gamma}\stackrel{...}x^{\gamma})\ddot x^{\mu} +(\ddot x_{\gamma}\ddot x^{\gamma})^2\dot x ^{\mu}}
{[(\ddot x_{\alpha}\ddot x^{\alpha})^4+(\ddot x_{\alpha}\ddot x^{\alpha})(\ddot x_{\beta}\stackrel{...}x^{\beta})^2-
(\ddot x_{\alpha}\ddot x^{\alpha})^2(\stackrel{...}x^{\beta}\stackrel{...}x^{\beta})]^{1/2}}~,
\"
10,"\begin{equation} \label{l81-5}
V_{3}^{\mu}=\frac{1}{\sqrt{6}}\epsilon ^{\alpha \beta \gamma \mu}V_{0\alpha}V_{1\beta}V_{2\gamma}~,
\"
11,"\begin{equation} \label{l81-6}
\dot V _{a}^{\mu}=K_{a}^{b}V_{b}^{\mu}~.
\"
12,"\begin{equation} \label{l81-7}
\dot V_{a\mu}V_{b}^{\mu}+V_{a\mu}\dot V_{b}^{\mu}=0~,
\"
13,"\begin{equation} \label{l81-8}
K_{ab}=-K_{ba}~.
\"
14,"\begin{equation}\label{l81-9}
K_{ab}=
\left(\begin{array}{cccc}
 0 & -\kappa (s)& 0 & 0\\
\kappa (s)& 0 & -\tau _1 (s)& 0\\
0 & \tau _1 & 0 & -\tau _2\\
0 & 0 & \tau _ 2 & 0 \end{array} \right )
\"
15,"\begin{equation} \label{l81-10}
\kappa=V_{0\mu}\dot V_{1}^{\mu}=-\dot V_{0\mu}V_{1}^{\mu}~,
\"
16,"\begin{equation} \label{l81-11}
\tau _1=V_{1\mu}\dot V_{2}^{\mu}=-\dot V_{1\mu}V_{2}^{\mu}~,
\"
17,"\begin{equation} \label{l81-12}
\tau _2=V_{2\mu}\dot V_{3}^{\mu}=-\dot V_{2\mu}V_{3}^{\mu}~.
\"
18,"\begin{equation} \label{l81-13}
\eta _{ab}=L_{a}^{c}L_{b}^{d}\eta _{cd}~.
\"
19,"\begin{equation} \label{l81-14}
L_{a}^{c}=\delta _{a}^{c}+d\epsilon _{a}^{c}~,
\"
20,"\begin{equation} \label{l81-15}
d\epsilon _{ab}=-d\epsilon _{ba}~,
\"
21,"\begin{equation} \label{l81-16}
d\epsilon _{ab}=
\left(\begin{array}{cccc}
 0 & -dv _1& -dv_2& -dv _3\\
dv_1& 0 & -d\theta _{12} & d\theta _{31}\\
d v_2 & d\theta _{12} & 0 & -d\theta _{23}\\
dv_3 &-d\theta _{31} & d\theta _{23} & 0 \end{array} \right )
\"
22,"\begin{equation}\label{l81-17}
\dot V_{a}^{\mu}=(d\epsilon _{a}^{b}/ds)V_{b}^{\mu}~.
\"
23,"\begin{equation} \label{l81-18}
\stackrel{....}V_{0}^{\mu}-2a\ddot V_{0}^{\mu} -b^2 V_{0}^{\mu}=0~,
\"
24,"\begin{equation} \label{l81-19}
V_1^{\mu}=\dot V_{0}^{\mu}/\kappa
\"
25,"\begin{equation} \label{l81-20}
V_2^{\mu}=(\ddot V_0^{\mu}-\kappa ^2 V_0^{\mu})/\kappa \tau _1
\"
26,"\begin{equation} \label{l81-21}
V_3^{\mu}=[\stackrel{...}V_0^{\mu}-(\kappa ^2-\tau _1^2)\dot V_0^{\mu}]/\kappa \tau _1 \tau _2~.
\"
27,"\begin{equation} \label{l81-22}
R_{\pm}=[(a^2+b^2)^{1/2}\pm a]^{1/2}~.
\"
28,"\begin{equation} \label{l81-23}
V_{0}^{\mu}=A^{\mu}{\rm cosh}(R_{+}s)+B^{\mu}{\rm sinh}(R_{+}s)+C^{\mu}\cos (R_{-}s)+D^{\mu}\sin (R_{-}s)~.
\"
29,"\begin{equation} 
S_{\rm recta}(E)=\frac{E^3}{4\pi ^2}~, 
\"
30,"\begin{equation} 
S_{\rm hyp}(\epsilon _{\kappa}) 
=\frac{\epsilon _{\kappa}^{3}}{2\pi ^2(e^{2\pi\epsilon _{\kappa}}-1)}~. 
\"
31,"\begin{equation} 
S_{\rm hel}(\epsilon _{\rho})\stackrel{\kappa/\rho\rightarrow \infty} 
{\longrightarrow} S_{\rm 3/2-parab}(\epsilon _{\kappa})~. 
\"
32,"\begin{equation} 
S_{\rm 3/2-parab}(\epsilon _{\kappa})= \frac{\epsilon _{\kappa}^{2}}{8\pi ^2 \sqrt{3}} 
e^{-2\sqrt{3}\epsilon _{\kappa}}~. 
\"
33,"\begin{equation} 
S_{\rm hyp}(\epsilon _{\kappa}) 
\stackrel{0\leftarrow \tau/\sigma}{\longleftarrow} 
S_{\rm catenary}(\epsilon _{\sigma})\stackrel{\tau/\sigma\rightarrow \infty} 
{\longrightarrow}S_{\rm 3/2-parab}(\epsilon _{\kappa})~. 
\"
34,"\begin{equation} \label{L1}
\dot u ^{\mu}=\bar F^{\mu}_{\nu}u^{\nu}
\"
35,"\begin{equation}\label{lorinv}
\kappa ^2-\tau _1^2-\tau _2^2  = \lambda^2(E^2-H^2)~,\qquad
\kappa \tau _2  =  -\lambda ^2(\vec{E}\cdot \vec{H})
\"
