,equation
0,"\begin{equation}
{\cal S} = \int d^7x \sqrt{-g}\left[
{{\cal R} \over  2\kappa^2} 
-{1\over 2}\partial_A\phi^a\partial^A\phi^a
-{\lambda\over 4}(\phi^a\phi^a-\eta^2)^2
\right]\,,
\label{eq=action}
\"
1,"\begin{equation}
d s^2 = B^2(r)d\bar{s}_4^2+ dr^2 + C^2(r)r^2d\Omega_2^2\,,
\label{eq=metric}
\"
2,"\begin{equation}
\phi'' + 2\left( 2{B'\over B} +{C'\over C}+{1\over r}\right)\phi'
-2{\phi \over C^2r^2} -\lambda\phi (\phi^2-\eta^2) =0\,.
\label{eq=phi}
\"
3,"\begin{equation}
ds^2 = \eta_{\mu\nu}dx^\mu dx^\nu +dr^2
+(1-\kappa^2\eta^2)r^2d\Omega_2^2\,.
\label{itsaso}
\"
4,"\begin{equation}
d\bar{s}_4^2 = -dt^2 +e^{2Ht}d\text{x}^2\,,
\label{deSitter}
\"
5,"\begin{equation}
(\lambda\eta^2) ds^2 = k^{-2}(\sin^2\chi d\bar{s}_+^2 + d\chi^2)
+ C_0^2d\Omega_2^2\,,
\label{itsaso2}
\"
6,"\begin{equation}
(\lambda\eta^2) ds^2 = 8(\sin^2\chi d\bar{s}_+^2 + d\chi^2)
+ 2d\Omega_2^2\,.
\label{itsaso3}
\"
7,"\begin{equation}
{\cal S} = \int d^7x \sqrt{-g}\left[
{{\cal R} \over  2\kappa^2} 
-{1\over 2}\partial_A\phi^a\partial^A\phi^a
-{\lambda\over 4}(\phi^a\phi^a-\eta^2)^2
\right]\,,
\label{eq=action}
\"
8,"\begin{equation}
d s^2 = B^2(r)d\bar{s}_4^2+ dr^2 + C^2(r)r^2d\Omega_2^2\,,
\label{eq=metric}
\"
9,"\begin{equation}
\phi'' + 2\left( 2{B'\over B} +{C'\over C}+{1\over r}\right)\phi'
-2{\phi \over C^2r^2} -\lambda\phi (\phi^2-\eta^2) =0\,.
\label{eq=phi}
\"
10,"\begin{equation}
ds^2 = \eta_{\mu\nu}dx^\mu dx^\nu +dr^2
+(1-\kappa^2\eta^2)r^2d\Omega_2^2\,.
\label{itsaso}
\"
11,"\begin{equation}
d\bar{s}_4^2 = -dt^2 +e^{2Ht}d\text{x}^2\,,
\label{deSitter}
\"
12,"\begin{equation}
(\lambda\eta^2) ds^2 = k^{-2}(\sin^2\chi d\bar{s}_+^2 + d\chi^2)
+ C_0^2d\Omega_2^2\,,
\label{itsaso2}
\"
13,"\begin{equation}
(\lambda\eta^2) ds^2 = 8(\sin^2\chi d\bar{s}_+^2 + d\chi^2)
+ 2d\Omega_2^2\,.
\label{itsaso3}
\"
