,equation
0,"\begin{equation}
V(t_1,..., t_N) = N\tau -  c_1 \sum_1^N |t_i|^2 +
c_2 \sum_1^N |t_i|^4  + {\cal{O}}(|t_i|^6)
\label{manypotential}
\"
1,"\begin{equation}
\left (\frac{\dot{a}}{a} \right )^2\sim  V(t)   \sim V(0);~~~~
\ddot{t} \ll 1 ~~~~  \Rightarrow   a(\tau) \sim a(0) \exp{\sqrt{V(0)} \tau}
\"
2,"\begin{equation}
\eta   \equiv   m_p^2 \left | \frac{V''}{V}\right | \ll 1; ~~~~~
\epsilon  \equiv   m_p^2 \left |\frac{V'}{V}\right |^2 \ll 1
\"
3,"\begin{equation}
\ddot{t}_i + (D-1) H \dot{t}_i = \frac{\partial V}{\partial t_i}; ~~~~
\ddot{t}_j + (D-1) H \dot{t}_j = \frac{\partial V}{\partial t_j}; ~~~~
\Rightarrow \ddot{\psi}_i + (D-1) H \dot{\psi}_i = 2\frac{\partial
V}{\partial \psi _i}
\"
4,"\begin{equation}
\eta   \equiv   \frac{1}{m_p^2} \left |\frac{V''}{V} \right | \ll 1; ~~~~
\epsilon  \equiv   \frac{1}{m_p^2} \left |\frac{V'}{V} \right | \ll 1
\"
5,"\begin{equation}
V(t_1,..., t_N) = N\tau -  c_1 \sum_1^N |t_i|^2 +
c_2 \sum_1^N |t_i|^4  + {\cal{O}}(|t_i|^6)
\label{manypotential}
\"
6,"\begin{equation}
\left (\frac{\dot{a}}{a} \right )^2\sim  V(t)   \sim V(0);~~~~
\ddot{t} \ll 1 ~~~~  \Rightarrow   a(\tau) \sim a(0) \exp{\sqrt{V(0)} \tau}
\"
7,"\begin{equation}
\eta   \equiv   m_p^2 \left | \frac{V''}{V}\right | \ll 1; ~~~~~
\epsilon  \equiv   m_p^2 \left |\frac{V'}{V}\right |^2 \ll 1
\"
8,"\begin{equation}
\ddot{t}_i + (D-1) H \dot{t}_i = \frac{\partial V}{\partial t_i}; ~~~~
\ddot{t}_j + (D-1) H \dot{t}_j = \frac{\partial V}{\partial t_j}; ~~~~
\Rightarrow \ddot{\psi}_i + (D-1) H \dot{\psi}_i = 2\frac{\partial
V}{\partial \psi _i}
\"
9,"\begin{equation}
\eta   \equiv   \frac{1}{m_p^2} \left |\frac{V''}{V} \right | \ll 1; ~~~~
\epsilon  \equiv   \frac{1}{m_p^2} \left |\frac{V'}{V} \right | \ll 1
\"
