,equation
0,"\begin{equation}
\rmd s^2_{IIA}=-(\rmd x^0)^2+(\rmd x^1)^2+ \ei \ej
\delta_{\underline{ij}}\,, \espai \ei=\rmd y^j e_j{}^{\underline{i}} \,,
\espai i,j = 2,3,...,9\,,
\"
1,"\begin{equation} \label{embed}
x^0=\s^0, \espai\espai x^1=\s^1, \espai \espai y^i=y^i(\s^2)\,,
\"
2,"\begin{equation} \label{fluxes}
 F_{\it 2}=E\, \rmd \sigma^0 \wedge \rmd \sigma^1
 + B\, \rmd \sigma^1 \wedge \rmd \sigma^2\,,
\"
3,"\begin{equation} \label{delta}
S= \int_{\CR^{1,1} \times C} \rmd \sigma^0 \rmd \sigma^1 \rmd \sigma^2
{\cal L}_{DBI}\,, \espai \espai {\cal L}_{DBI}=-\Delta\equiv
-\sqrt{-\det[g+F]}\,,
\"
4,"\begin{equation}
\rmd^3\sigma \;  \Gamma _{\kappa }=\Delta ^{-1}\left[ \gamma _{\it
3}+\gamma _{\it 1} \Gamma
  _*\wedge F_{\it 2}\right].
 \label{Gammakappa}
\"
5,"\begin{equation} \label{ksym}
[\G_{\0u\1u}\g_{2} + E \g_2 \G_* +B \G_{\underline{0}}\Gamma
_*-\Delta]\e=0\,,
\"
6,"\begin{equation}
\Delta^2=B^2+y'^{\underline{i}}y'^{\underline{i}}(1-E^2)\,, \qquad
y'^{\underline{i}}=y'^i e_i{}^{\underline{i}}\,,\qquad \gamma
_2=y'^{\underline{i}}\Gamma _{\underline{i}}\,, \espai\espai  y'^i
:=\partial_2y^i\,. \label{gamma2}
\"
7,"\begin{equation} \label{F1}
\G_{\0u \1u }\Gamma _*\e=-E \e \espai \Longrightarrow \espai E^2=1\,,
\espai \textrm{and} \espai \G_{\0u \1u}\G_{*}\e=-\sign(E) \epsilon\,,
\"
8,"\begin{equation} \label{D0}
\G_{\0u}\Gamma _*\e=\sign(B) \epsilon\,,
\"
9,"\begin{equation} \label{constant}
\nabla_i \e=\left(\partial_i + {1\over 4} w_i{}^{\underline{jk}}
\G_{\underline{jk}} \right)\e=0\,,
\"
10,"\begin{equation} \label{integrability}
[\nabla_i,\nabla_j]\e = {1 \over 4} R_{ij}{}^{\underline{kl}}
\G_{\underline{kl}}\e =0\,.
\"
11,"\begin{equation}
\e=M(y)\e_0\,,
\"
12,"\begin{equation}
\tilde{P}\e_0 =\e_0\,, \espai \mbox{with} \espai \tilde{P}\equiv M^{-1}(y) P
M(y)\,, \quad
\tilde{P}^2=\mathord{\!\usebox{\uuunit}} \,,\quad  \trace \tilde{P}=0\,.
\"
13,"\begin{equation} \label{esquematic}
P\e=Q\e   \,, \qquad \mbox{such that}\qquad [P,\gamma_2]=0 \,,\qquad
\{Q,\gamma_2\}=0\,,
\"
14,"\begin{equation}
y'^{\underline{9}}\neq 0 \,, \espai \espai y'^{\underline{a}}=0 \,,
\espai \espai a=2,...,8 \,,\qquad R_{ij}{}^{a9}\neq 0\,,
\label{9direction}
\"
15,"\begin{equation}
\left( R_{ij}{}^{\underline{ab}}\G_{\underline{ab}} +
R_{ij}{}^{\underline{a9}}\G_{\underline{a9}} \right) \e=0 \,,
\"
16,"\begin{equation} \label{define}
P= R_{ij}{}^{\underline{ab}}\G_{\underline{ab}} \,,  \espai\espai Q=
-R_{ij}{}^{\underline{a9}}\G_{\underline{a9}} \,.
\"
17,"\begin{equation}
0=\left[  \Gamma _{\underline{01}}-E \Gamma _*\right](P-Q)\gamma _2
\epsilon =- 2 \left[  \Gamma _{\underline{01}}-E \Gamma _*\right]\gamma
_2 Q\epsilon=-2\gamma _2 Q\left[  \Gamma _{\underline{01}}+E \Gamma
_*\right]\epsilon\,.
 \label{Pkappa}
\"
18,"\begin{equation}
  {\cal L}=-\Delta =-\sqrt{B^2+R^2(1-E^2)}\,,
 \label{Lgeneral}
\"
19,"\begin{equation}
  \Pi= \frac{\partial {\cal L}}{\partial
  E}\,=\frac{E R^2}{\sqrt{B^2+(1-E^2) R^2}}\,,
 \label{valuePi}
\"
20,"\begin{equation}
E=\frac{\Pi}{R} \sqrt{\frac{B^2+R^2}{R^2+\Pi ^2}}\,,\qquad \Delta=R
\sqrt{\frac{B^2+R^2}{ R^2+\Pi ^2}}\,.
 \label{E2}
\"
21,"\begin{equation}
\partial_1 \Pi=0 \,, \espai\espai
  \partial _1\left(\frac{B}{ R}\sqrt{\frac{ R^2+\Pi ^2}{B^2+
  R^2}}\right)=0\,,
\label{gausslaw}
\"
22,"\begin{equation}
\partial _2\left(\frac{B}{R}\sqrt{\frac{ R^2+\Pi ^2}{B^2+
  R^2}}\right)=0
 \,, \qquad
 \partial _2\left[2y'^{\underline{i}} \frac{ R^4-\Pi ^2B^2}
 { R^2\sqrt{( R^2+\Pi ^2)( R^2+B^2)}} \right]=0 \,.
 \label{eom}
\"
