,equation
0,"\begin{equation}
S_{bos}= M_s^8\int d^{10}x \sqrt{-g}e^{-2\phi}(R-\frac{1}{2}|H_3|^2)-
M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi}\frac{1}{2}|F_2|^2,
\"
1,"\begin{equation}
\theta = M_s^2 \int d\Sigma^{ij}B_{ij}.
\"
2,"\begin{equation}
S_{bos}= M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi}R-M_s^8 \int d^{10}x
\sqrt{-g} e^{-\phi}Tr |F_2|^2 + \dots.
\"
3,"\begin{equation}
\theta=M_s\int A_1.
\label{eq:thetatypeI}
\"
4,"\begin{equation}
M_s^7 \int d^{9}x \sqrt{-g} e^{-\phi} (\partial \theta)^2
(\frac{R'}{l_s})^2,
\"
5,"\begin{equation}
\frac{f_A^2}{M_p^2}=g' M_s R'.
\"
6,"\begin{equation}
\theta=M_s\int_{\Sigma_1} C_1.
\"
7,"\begin{equation}
S = M_s^8\int d^{10}x\sqrt{-g} |F_2|^2,
\label{eqn:RR}
\"
8,"\begin{equation}
f_A^2=\frac{M_s^6 V_5}{R}.
\"
9,"\begin{equation}
S = M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi} R.
\"
10,"\begin{equation}
\frac{f_A^2}{M_p^2}=\frac{g^2}{(M_s R)^2}.
\label{eqn:foverm}
\"
11,"\begin{equation}
R = l_{11} g^{-1/3} = l_{11} \frac{l_{11}}{R_{11}}\ll l_{11}.
\"
12,"\begin{equation}
S_{bos}=\int d^{10}x \sqrt{-g}e^{-2\phi}(R-\frac{1}{2}|H_3|^2)- M_s^8
\int\sqrt{-g} \frac{1}{2}|F_3|^2 + \dots,
\"
13,"\begin{equation}
\frac{f_A^2}{M_p^2}=\frac{1}{(V_{S^2}M_s^2)^2}.
\"
14,"\begin{equation}
\theta=M_s^2 \int_{S^2}C_{IJ}d\Sigma^{IJ}.
\"
15,"\begin{equation}
\frac{f_A^2}{M_p^2}=\frac{g^2}{(V_{S^2}M_s^2)^2}.
\"
16,"\begin{equation}
S_{11}=M_{11}^9\int d^{11}x
\sqrt{-g}(R-\frac{1}{2}F_4^2)-\frac{1}{6}C_3\wedge F_4\wedge F_4.
\"
17,"\begin{equation}
\theta=M_{11}^3 \int_{\Sigma_2 \times S^1/{\bf Z_2}}C_{ij11}.
\"
18,"\begin{equation}
S =  \frac{V_{CY}R_{11}}{M_{11}^3 R_{\Sigma_2}^4}\int d^4
x\sqrt{-g_4}(\partial \theta)^2.
\"
19,"\begin{equation}
\frac{f_A^2}{M_P^2}=\frac{1}{M_{11}^6 R_{11}^2 R_{\Sigma^2}^4}.
\"
20,"\begin{equation}
u=e^{-M_{11}^3\int_{\Sigma_2 \times S^1/{\bf Z_2}}\sqrt{-g}+i \int_{\Sigma_2\times
    S^1/{\bf Z_2}} C_{ij11}}.
\label{membraneinstantons}
\"
21,"\begin{equation} \theta
=M_{11}^3\int_{X} C_3, \"
22,"\begin{equation}
M_{11}^9\int d^{11}x \sqrt{-g} |F_4|^2
\"
23,"\begin{equation}
\frac{f_A^2}{M_P^2}=\frac{1}{(V_X M_{11}^3)^2}.
\"
24,"\begin{equation}
u=e^{-M_{11}^3\int_{X}\sqrt{-g} + i \int_{X} C}.
\"
25,"\begin{equation}
S_{bos}= M_s^8\int d^{10}x \sqrt{-g}e^{-2\phi}(R-\frac{1}{2}|H_3|^2)-
M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi}\frac{1}{2}|F_2|^2,
\"
26,"\begin{equation}
\theta = M_s^2 \int d\Sigma^{ij}B_{ij}.
\"
27,"\begin{equation}
S_{bos}= M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi}R-M_s^8 \int d^{10}x
\sqrt{-g} e^{-\phi}Tr |F_2|^2 + \dots.
\"
28,"\begin{equation}
\theta=M_s\int A_1.
\label{eq:thetatypeI}
\"
29,"\begin{equation}
M_s^7 \int d^{9}x \sqrt{-g} e^{-\phi} (\partial \theta)^2
(\frac{R'}{l_s})^2,
\"
30,"\begin{equation}
\frac{f_A^2}{M_p^2}=g' M_s R'.
\"
31,"\begin{equation}
\theta=M_s\int_{\Sigma_1} C_1.
\"
32,"\begin{equation}
S = M_s^8\int d^{10}x\sqrt{-g} |F_2|^2,
\label{eqn:RR}
\"
33,"\begin{equation}
f_A^2=\frac{M_s^6 V_5}{R}.
\"
34,"\begin{equation}
S = M_s^8\int d^{10}x\sqrt{-g}e^{-2\phi} R.
\"
35,"\begin{equation}
\frac{f_A^2}{M_p^2}=\frac{g^2}{(M_s R)^2}.
\label{eqn:foverm}
\"
36,"\begin{equation}
R = l_{11} g^{-1/3} = l_{11} \frac{l_{11}}{R_{11}}\ll l_{11}.
\"
