,equation
0,"\begin{equation}
dS^2 = F(U,X,Y)dU^2 - dU dV + dX^j dX^j,
\"
1,"\begin{equation}
 F(U,X,Y) = W(U)(X^2-Y^2)\quad and \quad 2 \le j \le D-3. 
\"
2,"\begin{equation}
W(U) \sim \frac{\alpha }{|U|^\beta }\quad \mathrm{for}\quad U \rightarrow 0, 
\"
3,"\begin{equation}
\langle M^2_> \rangle = m^2_0 + \frac{2}{\alpha' } \quad \sum^\infty _{n=1} 
n(\left| B^x_n \right| ^2 + \left| B^y_n \right| ^2 ), 
\"
4,"\begin{equation}
 \langle N_> \rangle = 2\quad \sum^\infty _{n=1}
(\left| B^x_n \right| ^2 + \left| B^y_n \right| ^2 ), 
\"
5,"\begin{equation}
B^x_n = -B^y_n \sim \left[ \frac{2n}{\alpha' p} \right]^{\beta - 2} 
\mathrm{for}\quad n \rightarrow \infty 
\"
6,"\begin{equation}
F(X,Y) = \alpha \delta (U)(X^2 -Y^2)
\"
7,"\begin{equation}
F(U,X,Y) = \alpha \delta (U)(X^2 - Y^2)\theta (\rho^2_0 - X^2 + Y^2), 
\"
8,"\begin{equation}
F(U, X, Y) = \delta (U) f (X, Y)
\"
9,"\begin{equation}
\mathrm{B_n} \sim -2i\alpha \left( \frac{2n}{\alpha' p}\right) ^{\beta - 2} 
C_{\beta }\quad \mathrm{for}\quad n \rightarrow \infty \quad 0 < \beta < 1 
\"
10,"\begin{equation}
\langle M^2_> \rangle = \left\{ \begin{array}{r@{\quad \quad}l}
finite\quad for\quad \beta < 1 \\divergent\quad for\quad 1\le \beta < 2 
\end{array} \right.
\"
11,"\begin{equation}
\langle N_> \rangle = \left\{ \begin{array}{r@{\quad \quad}l}
finite\quad for\quad \beta < \frac{3}{2}, \\divergent\quad for\quad 
\frac{3}{2} \le \beta < 2.  \end{array} \right.
\"
12,"\begin{equation}
\alpha = (\pi/4)\quad \mathrm{sgn} \quad \alpha _2,
\"
13,"\begin{equation}
\alpha ' \tilde p^2 n^{-1} (2\alpha ' / \pi \log n)^{1-D/2}
\"
14,"\begin{equation}
dS^2 = F(U,X,Y)dU^2 - dU dV + dX^j dX^j,
\"
15,"\begin{equation}
 F(U,X,Y) = W(U)(X^2-Y^2)\quad and \quad 2 \le j \le D-3. 
\"
16,"\begin{equation}
W(U) \sim \frac{\alpha }{|U|^\beta }\quad \mathrm{for}\quad U \rightarrow 0, 
\"
17,"\begin{equation}
\langle M^2_> \rangle = m^2_0 + \frac{2}{\alpha' } \quad \sum^\infty _{n=1} 
n(\left| B^x_n \right| ^2 + \left| B^y_n \right| ^2 ), 
\"
18,"\begin{equation}
 \langle N_> \rangle = 2\quad \sum^\infty _{n=1}
(\left| B^x_n \right| ^2 + \left| B^y_n \right| ^2 ), 
\"
19,"\begin{equation}
B^x_n = -B^y_n \sim \left[ \frac{2n}{\alpha' p} \right]^{\beta - 2} 
\mathrm{for}\quad n \rightarrow \infty 
\"
20,"\begin{equation}
F(X,Y) = \alpha \delta (U)(X^2 -Y^2)
\"
21,"\begin{equation}
F(U,X,Y) = \alpha \delta (U)(X^2 - Y^2)\theta (\rho^2_0 - X^2 + Y^2), 
\"
22,"\begin{equation}
F(U, X, Y) = \delta (U) f (X, Y)
\"
23,"\begin{equation}
\mathrm{B_n} \sim -2i\alpha \left( \frac{2n}{\alpha' p}\right) ^{\beta - 2} 
C_{\beta }\quad \mathrm{for}\quad n \rightarrow \infty \quad 0 < \beta < 1 
\"
24,"\begin{equation}
\langle M^2_> \rangle = \left\{ \begin{array}{r@{\quad \quad}l}
finite\quad for\quad \beta < 1 \\divergent\quad for\quad 1\le \beta < 2 
\end{array} \right.
\"
25,"\begin{equation}
\langle N_> \rangle = \left\{ \begin{array}{r@{\quad \quad}l}
finite\quad for\quad \beta < \frac{3}{2}, \\divergent\quad for\quad 
\frac{3}{2} \le \beta < 2.  \end{array} \right.
\"
26,"\begin{equation}
\alpha = (\pi/4)\quad \mathrm{sgn} \quad \alpha _2,
\"
27,"\begin{equation}
\alpha ' \tilde p^2 n^{-1} (2\alpha ' / \pi \log n)^{1-D/2}
\"
