,equation
0,"\begin{equation}
{\cal L}=\frac{1}{2}(\partial_{\mu}\phi)^2 
	+\sum_{i=1}^{n}\overline{\Psi_i}
	(i\gamma_i^{\mu}\partial_{\mu}-G_i\phi)\Psi_i -U(\phi)~~,
\label{L.eqn2}
\"
1,"\begin{equation}
U(\phi)=\frac{\lambda}{8}(\phi^2-v^2)^2 +\Delta(\phi) ~~.
\label{U.eqn2}
\"
2,"\begin{equation}
L[\phi,\psi_i]=
	-\int_{0}^{\infty}{\rm d}r~
	\left[
	4\pi r^2\left\{
		\frac{1}{2}\left(\frac{{\rm d}\phi}{{\rm d}r}\right)^2
		+U(\phi)\right\}
	+\sum_i\sum_{KM}
	\psi_i^{\dagger}H_f\psi_i
	\right]~~,
\label{LL.eqn2}
\"
3,"\begin{equation}
H_f=\sigma_1\frac{1}{i}\frac{{\rm d}}{{\rm d}r}
	+\sigma_2\frac{K}{r}
	+\sigma_3 G_i\phi~~,
\label{Hf.eqn2}
\"
4,"\begin{equation}
N_i=\int{\rm d}^3x~\Psi_i^{\dagger}\Psi_i~~,
\label{Nf.eqn2}
\"
5,"\begin{equation}
L_{\epsilon}[\phi,\psi_i]=L[\phi,\psi_i]
	+\sum_i\epsilon_i \left(
		\sum_{KM}\int_{0}^{\infty}{\rm d}r~
			\psi_i^{\dagger}\psi_i -N_i\right)~~,
\label{Le.eqn2}
\"
6,"\begin{equation}
E=\int_{0}^{\infty}{\rm d}r~
	\left[ 4\pi r^2\left\{
		\frac{1}{2}\left( \frac{{\rm d}\phi}{{\rm d}r} \right)^2 
		+U(\phi) \right\}\right]
	+\sum_i\sum_{KM}\epsilon_i
\label{E.eqn2}
\"
7,"\begin{equation}
\epsilon_{i0}=\frac{K}{R}~~,
\label{epsilon0.eqn2}
\"
8,"\begin{equation}
h(w)=-\frac{2v}{\delta_b R{\rm cosh}^2\frac{w}{\delta_b}}
	+\frac{1}{2\pi R^4}\sum_i\sum_{KM}
	\frac{KG_i}{{\cal N}_i}\int_w^{\infty}{\rm d}w'~
		\frac{w'}{{\rm cosh}^{2\gamma_i}\frac{w'}{\delta_b}}~~,
\label{h.eqn2}
\"
9,"\begin{equation}
E= E_0+\delta E~~,
\label{EE.eqn2}
\"
10,"\begin{equation}
E_0=\frac{8\pi \lambda^{\frac{1}{2}}v^3R^2}{3}
	+\frac{2\sum_iN_i^{\frac{3}{2}}}{3R}~~,
\label{E0.eqn2}
\"
11,"\begin{equation}
R_{min}=\frac{\left(\sum_iN_i^{\frac{3}{2}}\right)^{\frac{1}{3}}}{2\pi^{\frac{1}{3}}\lambda^{\frac{1}{6}}v}~,
\label{R.eqn2}
\"
12,"\begin{equation}
E_0=2\pi^{\frac{1}{3}}\lambda^{\frac{1}{6}}
	\biggl(\sum_iN_i^{\frac{3}{2}}\biggr)^{\frac{2}{3}}v~~.
\label{E00.eqn2}
\"
13,"\begin{equation}
\biggl(\sum_i(N_i^{(1)}+N_i^{(2)})^{\frac{3}{2}}\biggr)^{\frac{2}{3}}
\leq
\biggl(\sum_i(N_i^{(1)})^{\frac{3}{2}}\biggr)^{\frac{2}{3}}
+\biggl(\sum_i(N_i^{(2)})^{\frac{3}{2}}\biggr)^{\frac{2}{3}}~,
\label{minkowski.eqn2}
\"
14,"\begin{equation}
\biggl(\sum_i(N_i)^{\frac{3}{2}}\biggr)^{\frac{2}{3}}
\leq
\sum_a\biggl(\sum_i(N_i^{(a)})^{\frac{3}{2}}\biggr)^{\frac{2}{3}}~,
\label{minkowskii.eqn2}
\"
15,"\begin{equation}
\delta E={\cal C}(\lambda,G_i,N_i)v~,
\label{deltaEE.eqn2}
\"
16,"\begin{equation}
{\cal L}=\frac{1}{2}(\partial_{\mu}\phi)^2 
	+\sum_{i=1}^{n}\overline{\Psi_i}
	(i\gamma_i^{\mu}\partial_{\mu}-G_i\phi)\Psi_i -U(\phi)~~,
\label{L.eqn2}
\"
17,"\begin{equation}
U(\phi)=\frac{\lambda}{8}(\phi^2-v^2)^2 +\Delta(\phi) ~~.
\label{U.eqn2}
\"
18,"\begin{equation}
L[\phi,\psi_i]=
	-\int_{0}^{\infty}{\rm d}r~
	\left[
	4\pi r^2\left\{
		\frac{1}{2}\left(\frac{{\rm d}\phi}{{\rm d}r}\right)^2
		+U(\phi)\right\}
	+\sum_i\sum_{KM}
	\psi_i^{\dagger}H_f\psi_i
	\right]~~,
\label{LL.eqn2}
\"
19,"\begin{equation}
H_f=\sigma_1\frac{1}{i}\frac{{\rm d}}{{\rm d}r}
	+\sigma_2\frac{K}{r}
	+\sigma_3 G_i\phi~~,
\label{Hf.eqn2}
\"
20,"\begin{equation}
N_i=\int{\rm d}^3x~\Psi_i^{\dagger}\Psi_i~~,
\label{Nf.eqn2}
\"
21,"\begin{equation}
L_{\epsilon}[\phi,\psi_i]=L[\phi,\psi_i]
	+\sum_i\epsilon_i \left(
		\sum_{KM}\int_{0}^{\infty}{\rm d}r~
			\psi_i^{\dagger}\psi_i -N_i\right)~~,
\label{Le.eqn2}
\"
22,"\begin{equation}
E=\int_{0}^{\infty}{\rm d}r~
	\left[ 4\pi r^2\left\{
		\frac{1}{2}\left( \frac{{\rm d}\phi}{{\rm d}r} \right)^2 
		+U(\phi) \right\}\right]
	+\sum_i\sum_{KM}\epsilon_i
\label{E.eqn2}
\"
23,"\begin{equation}
\epsilon_{i0}=\frac{K}{R}~~,
\label{epsilon0.eqn2}
\"
