,equation
0,"\begin{equation}
ds^{2}=\eta _{MN}dx^{M}dx^{N}
\"
1,"\begin{equation}
ds_{s}^{2}=H_{p}^{-1/2}\eta _{\mu \nu }dx^{\mu }dx^{\nu
}-H_{p}^{1/2}dx^{i}dx^{i}
\"
2,"\begin{equation}
F_{[p+2]}=g_{s}^{-1}dx^{0}\wedge \dots \wedge dx^{p}\wedge d(H_{p}^{-1})
\"
3,"\begin{equation}
e^{2\phi }=g_{s}^{2}H_{p}^{\frac{3-p}{2}}  \label{dilans}
\"
4,"\begin{equation}
g_{\mu \nu ,s}=e^{\phi /2}g_{\mu \nu ,e}
\"
5,"\begin{equation}
ds_{e}^{2}=H_{p}^{\frac{p-7}{8}}\eta _{\mu \nu}dx^{\mu }dx^{\nu }-H_{p}^{%
\frac{p+1}{8}}dx^{i}dx^{i}
\"
6,"\begin{equation}
D_{\mu }=\partial _{\mu }-\frac{1}{4}\omega _{\mu \underline{ab}}\Gamma ^{%
\underline{ab}}
\"
7,"\begin{equation}
e_{\nu }{}^{\underline{m}}e_{\rho }{}^{\underline{n}}\omega _{\mu \underline{mn}}=\frac{1%
}{2}[e_{\rho \underline{p}}(\partial _{\mu }e_{\nu }{}^{\underline{p}%
}-\partial _{\nu }e_{\mu }{}^{\underline{p}})-e_{\mu \underline{p}}(\partial
_{\nu }e_{\rho }{}^{\underline{p}}-\partial _{\rho }e_{\nu }{}^{\underline{p}%
})+e_{\nu {\underline{p}}}(\partial _{\rho }e_{\mu }{}^{\underline{p}%
}-\partial _{\mu }e_{\rho }{}^{\underline{p}})]
\"
8,"\begin{equation}
\begin{array}{ll}
e_{\underline{v}}=e^{\underline{u}}=H^{-{\frac{1}{4}}}du\,, & e_{\underline{u%
}}=e^{\underline{v}}=H^{-{\frac{1}{4}}}(dv+Sdu)\,,
\\[3mm]
-e_{\underline{i}}=e^{\underline{i}}=H^{-{\frac{1}{4}}}dx^{i}, & -e_{%
\underline{a}}=e^{\underline{a}}=H^{\frac{1}{4}}dy^{a}
\end{array}
\"
9,"\begin{equation}
\begin{array}{ll}
\theta _{\underline{u}}=H^{\frac{1}{4}}(\partial _{u}-S\partial _{v})\,, & 
\theta _{\underline{v}}=H^{\frac{1}{4}}\partial _{v}\,, \\[3mm] 
\theta _{\underline{i}}=H^{\frac{1}{4}}\partial _{i}, & \theta _{\underline{a%
}}=H^{-{\frac{1}{4}}}\partial _{a}
\end{array}
\"
