,equation
0,"\begin{equation}
\eta H \eta^{-1} = H^{\dagger} \label{ps}
\"
1,"\begin{equation}
(E_n - E_m^{\star}) <\phi_{E_m}| Q^+\phi_{E_n}> = 0.
\label{spectrum}
\"
2,"\begin{equation}
Q^+ = (\partial_1^2 - \partial_2^2)
+  C_k \partial_k + B = 4\partial_+\partial_- +C_+\partial_- +
C_-\partial_+ + B, \label{ourq}
\"
3,"\begin{equation}
R=Q^-Q^+;\quad \tilde R= Q^+Q^- .
\label{sym}
\"
4,"\begin{equation}
\hat Q^{\pm}(a) = 4\partial_+\partial_- \pm 4ia\alpha\partial_-
\pm 4ia\alpha\coth(\frac{\alpha x_-}{2})\partial_+ + \hat B(a).
\label{hatq}
\"
5,"\begin{equation}
s_n=\frac{\sqrt{A}}{\alpha}-n-\frac{1}{2} > 0. \label{si}
\"
6,"\begin{equation}
\hat E_k(a) = -4ia\alpha^2s_k+4a^2\alpha^2+2\epsilon_k;\quad
\epsilon_k\equiv
-A\biggl[1-\frac{\alpha}{\sqrt{A}}(k+\frac{1}{2})\biggr]^2 < 0.
\label{energy}
\"
7,"\begin{equation}
\hat\Phi^{(i)} (\vec x;a)\equiv \hat\Omega_0(\vec x;a)\cdot\hat
\Theta^{(i)} (\vec x;a),
\label{teta}
\"
8,"\begin{equation}
\hat E^{(i)}(a)=\hat E_0(a) + \hat\gamma^{(i)}(a),
\label{gamma}
\"
9,"\begin{equation}
s_0 > 2. \label{szero}
\"
10,"\begin{equation}
\hat H(a)(\hat Q^+\hat\Phi^{(i)}(\vec x;a))^{\star} = (\hat E^{(i)}(a))^{\star}
(\hat Q^+\hat\Phi^{(i)}(\vec x;a))^{\star}.
\label{qphi}
\"
11,"\begin{equation}
\hat\Sigma_{n}^k(\vec x; a) \equiv
\biggl[ \hat Q^-(a)\hat Q^-(a+\frac{i}{2})\hat Q^-(a+i)...
\hat Q^-(a+\frac{i(k-1)}{2})
\hat\phi_{E_n}(\vec x; a+\frac{ik}{2}) \biggr] ,
\label{sigma}
\"
12,"\begin{equation}
\hat\phi_{E_n}(\vec x; a+\frac{ik}{2}) =
\hat\Psi_{E_n}(\vec x; a+\frac{ik}{2})
\label{phipsi}
\"
13,"\begin{equation}
\Vert\hat\Sigma_{n}^k(a)\Vert \sim \Vert\hat U^{-1}(a)\,
\underbrace{\hat Q^-(0)\hat U(-\frac{i}{2})
\hat Q^-(0)\hat U(-\frac{i}{2}) ...
\hat Q^-(0) \hat U(-\frac{i}{2})}_{k \,\, times}
\, \hat U(2a+ik)\hat\omega_n\Vert , \nonumber
\"
14,"\begin{equation}
s_n \equiv \frac{\sqrt{A}}{\alpha} - \frac{1}{2} - n > k ,
\label{last}
\"
15,"\begin{equation}
\eta H \eta^{-1} = H^{\dagger} \label{ps}
\"
16,"\begin{equation}
(E_n - E_m^{\star}) <\phi_{E_m}| Q^+\phi_{E_n}> = 0.
\label{spectrum}
\"
17,"\begin{equation}
Q^+ = (\partial_1^2 - \partial_2^2)
+  C_k \partial_k + B = 4\partial_+\partial_- +C_+\partial_- +
C_-\partial_+ + B, \label{ourq}
\"
18,"\begin{equation}
R=Q^-Q^+;\quad \tilde R= Q^+Q^- .
\label{sym}
\"
19,"\begin{equation}
\hat Q^{\pm}(a) = 4\partial_+\partial_- \pm 4ia\alpha\partial_-
\pm 4ia\alpha\coth(\frac{\alpha x_-}{2})\partial_+ + \hat B(a).
\label{hatq}
\"
20,"\begin{equation}
s_n=\frac{\sqrt{A}}{\alpha}-n-\frac{1}{2} > 0. \label{si}
\"
21,"\begin{equation}
\hat E_k(a) = -4ia\alpha^2s_k+4a^2\alpha^2+2\epsilon_k;\quad
\epsilon_k\equiv
-A\biggl[1-\frac{\alpha}{\sqrt{A}}(k+\frac{1}{2})\biggr]^2 < 0.
\label{energy}
\"
22,"\begin{equation}
\hat\Phi^{(i)} (\vec x;a)\equiv \hat\Omega_0(\vec x;a)\cdot\hat
\Theta^{(i)} (\vec x;a),
\label{teta}
\"
23,"\begin{equation}
\hat E^{(i)}(a)=\hat E_0(a) + \hat\gamma^{(i)}(a),
\label{gamma}
\"
24,"\begin{equation}
s_0 > 2. \label{szero}
\"
25,"\begin{equation}
\hat H(a)(\hat Q^+\hat\Phi^{(i)}(\vec x;a))^{\star} = (\hat E^{(i)}(a))^{\star}
(\hat Q^+\hat\Phi^{(i)}(\vec x;a))^{\star}.
\label{qphi}
\"
26,"\begin{equation}
\hat\Sigma_{n}^k(\vec x; a) \equiv
\biggl[ \hat Q^-(a)\hat Q^-(a+\frac{i}{2})\hat Q^-(a+i)...
\hat Q^-(a+\frac{i(k-1)}{2})
\hat\phi_{E_n}(\vec x; a+\frac{ik}{2}) \biggr] ,
\label{sigma}
\"
27,"\begin{equation}
\hat\phi_{E_n}(\vec x; a+\frac{ik}{2}) =
\hat\Psi_{E_n}(\vec x; a+\frac{ik}{2})
\label{phipsi}
\"
28,"\begin{equation}
\Vert\hat\Sigma_{n}^k(a)\Vert \sim \Vert\hat U^{-1}(a)\,
\underbrace{\hat Q^-(0)\hat U(-\frac{i}{2})
\hat Q^-(0)\hat U(-\frac{i}{2}) ...
\hat Q^-(0) \hat U(-\frac{i}{2})}_{k \,\, times}
\, \hat U(2a+ik)\hat\omega_n\Vert , \nonumber
\"
29,"\begin{equation}
s_n \equiv \frac{\sqrt{A}}{\alpha} - \frac{1}{2} - n > k ,
\label{last}
\"
