,equation
0,"\begin{equation}
{\rm diag}(e^{2 \pi i a_1 \over N},e^{2 \pi i a_2 \over N},
e^{2 \pi i a_3 \over N},e^{2 \pi i a_4 \over N}) \, , 
\,\,\,\,\, \sum_\alpha a_\alpha = 0\,\, {\rm mod}\,\, N \, .
\"
1,"\begin{equation}
Z^\beta \rightarrow e^{2 \pi i b_\beta \over N} Z^\beta \, \,\,\,\,\, 
\beta=1,2,3
\"
2,"\begin{equation}
b_1=a_2 + a_3 \,\, , \,\,\,\,\, b_2=a_3 + a_1 \,\, , \,\,\,\,\,
b_3=a_1 + a_2 \, .
\label{ba}
\"
3,"\begin{equation}
\Delta S ={g^2 \over 2 \pi^2} \int {d^4 p \over (2 \pi)^4}
\, {{\tilde p}^\mu {\tilde p}^\nu \over
{\tilde p}^4 } \sum_{i,j=1}^N M_{ij} \, {\rm Tr}\, A_\mu^{(i)}(p) 
{\rm Tr}\, A_\nu^{(j)}(-p) \, ,
\label{pole}
\"
4,"\begin{equation}
M_{ij}= 2 \delta_{ij} - \sum_\alpha ( \delta_{i,j-a_\alpha}
+ \delta_{i,j+a_\alpha} ) + \sum_\beta ( \delta_{i,j-b_\beta}
+ \delta_{i,j+b_\beta} )  \, .
\label{polematrix}
\"
5,"\begin{equation}
\epsilon^{(k)}=2\left(1-\sum_\alpha \cos {2 \pi k a_\alpha \over N}
+\sum_\beta \cos {2 \pi k b_\beta \over N}\right)=16 \prod_\alpha
\sin {\pi k a_\alpha \over N} \, ,
\label{eigenvalue}
\"
6,"\begin{equation}
\Delta S ={g^2 \over 2 \pi^2} \int {d^4 p \over (2 \pi)^4} 
\, {{\tilde p}^\mu {\tilde p}^\nu \over
{\tilde p}^4 } \, \sum_{k=0}^{N-1} \epsilon^{(k)} \, B_\mu^{(N\!-k)}(p) 
\, B_\nu^{(k)}(-p) \, ,
\label{action}
\"
7,"\begin{equation}
B_\mu^{(k)}={1 \over \sqrt{N}} 
\sum_{j=1}^N e^{2 \pi i \, {jk \over N}} \, {\rm Tr}\, A_\mu^{(j)} \, . 
\label{Bmu}
\"
8,"\begin{equation}
\Delta S' ={g^2 \over 4 \pi^2} \int {d^4 p \over (2 \pi)^4} \, {1 \over
{\tilde p}^2 } \sum_{i,j=1}^N M_{ij} \, \sum_{l=1}^{D-4}
{\rm Tr}\, \phi_l^{(i)}(p) {\rm Tr}\, \phi_l^{(j)}(-p) \, ,
\label{polescalar}
\"
9,"\begin{equation}
\theta_i\to \theta_i+k_i
\label{redef}
\"
10,"\begin{equation}
\psi^i_{n+1/2+\theta_i}|0\rangle = 0 \quad ; \quad
\psi^{\ov i}_{n+1/2-\theta_i}|0\rangle = 0 \quad ; \quad \forall n\geq 0
\"
11,"\begin{equation}
\epsilon^{(k)}=-16 \prod_\alpha\sin {\pi \alpha' m^2_\alpha \over 2}  \, .
\label{eigenM}
\"
12,"\begin{equation}
B_\mu^{(k)}= \frac{1}{\sqrt N} e^{2 \pi i \, {jk \over N}} 
{\rm Tr}\, A_\mu^{(j)}
\"
13,"\begin{equation}
\Delta S = {g^2 \over 2 \pi^2} \int {d^4 p \over (2 \pi)^4}
\; {{\tilde p}^\mu {\tilde p}^\nu \over
{\tilde p}^4 } \, \frac 1N \, \sum_{k=0}^{N-1} \epsilon^{(k)} 
{\rm Tr}\, A_\mu^{(j)}(p)\, {\rm Tr}\, A_\nu^{(j)}(-p)
\label{action2}
\"
14,"\begin{equation}
{\rm diag}(e^{2 \pi i a_1 \over N},e^{2 \pi i a_2 \over N},
e^{2 \pi i a_3 \over N},e^{2 \pi i a_4 \over N}) \, , 
\,\,\,\,\, \sum_\alpha a_\alpha = 0\,\, {\rm mod}\,\, N \, .
\"
15,"\begin{equation}
Z^\beta \rightarrow e^{2 \pi i b_\beta \over N} Z^\beta \, \,\,\,\,\, 
\beta=1,2,3
\"
16,"\begin{equation}
b_1=a_2 + a_3 \,\, , \,\,\,\,\, b_2=a_3 + a_1 \,\, , \,\,\,\,\,
b_3=a_1 + a_2 \, .
\label{ba}
\"
17,"\begin{equation}
\Delta S ={g^2 \over 2 \pi^2} \int {d^4 p \over (2 \pi)^4}
\, {{\tilde p}^\mu {\tilde p}^\nu \over
{\tilde p}^4 } \sum_{i,j=1}^N M_{ij} \, {\rm Tr}\, A_\mu^{(i)}(p) 
{\rm Tr}\, A_\nu^{(j)}(-p) \, ,
\label{pole}
\"
18,"\begin{equation}
M_{ij}= 2 \delta_{ij} - \sum_\alpha ( \delta_{i,j-a_\alpha}
+ \delta_{i,j+a_\alpha} ) + \sum_\beta ( \delta_{i,j-b_\beta}
+ \delta_{i,j+b_\beta} )  \, .
\label{polematrix}
\"
19,"\begin{equation}
\epsilon^{(k)}=2\left(1-\sum_\alpha \cos {2 \pi k a_\alpha \over N}
+\sum_\beta \cos {2 \pi k b_\beta \over N}\right)=16 \prod_\alpha
\sin {\pi k a_\alpha \over N} \, ,
\label{eigenvalue}
\"
20,"\begin{equation}
\Delta S ={g^2 \over 2 \pi^2} \int {d^4 p \over (2 \pi)^4} 
\, {{\tilde p}^\mu {\tilde p}^\nu \over
{\tilde p}^4 } \, \sum_{k=0}^{N-1} \epsilon^{(k)} \, B_\mu^{(N\!-k)}(p) 
\, B_\nu^{(k)}(-p) \, ,
\label{action}
\"
21,"\begin{equation}
B_\mu^{(k)}={1 \over \sqrt{N}} 
\sum_{j=1}^N e^{2 \pi i \, {jk \over N}} \, {\rm Tr}\, A_\mu^{(j)} \, . 
\label{Bmu}
\"
