,equation
0,"\begin{equation}
 d s^2 = [A(x+y)]^{-2} (-{\cal F}dt^2+
 {\cal F}^{-1}dy^2+{\cal G}^{-1}dx^2+
 {\cal G}dz^2)\:,
 \label{C-metric}
 \"
1,"\begin{equation}
 r = [A(x+y)]^{-1} \:,
 \label{r}
 \"
2,"\begin{equation}
 d s^2 = r^2 [-{\cal F}(y)dt^2+
 {\cal F}^{-1}(y)dy^2+d\theta^2 + \kappa^2{\cal{G}}(x_{(\theta)})d\phi^2]\:,
 \label{dS C-metric}
 \"
3,"\begin{equation}
 d s^2 = r^2 [-{\cal F}dudv+
 d\theta^2 + \sin^2\!\theta \, d\phi^2]\:,
 \label{A.1.1}
 \"
4,"\begin{equation}
 d s^2 = - F(\rho)\, d \tau^2 +F^{-1}(\rho)\, d \rho^2
 +\rho^2 (d \theta^2+\sin^2\theta\,d\phi^2) \:,
 \label{mq2}
\"
5,"\begin{equation}
 d s^2 = [A(x+y)]^{-2} (-{\cal F}dt^2+
 {\cal F}^{-1}dy^2+{\cal G}^{-1}dx^2+
 {\cal G}dz^2)\:,
 \label{C-metric}
 \"
6,"\begin{equation}
 r = [A(x+y)]^{-1} \:,
 \label{r}
 \"
7,"\begin{equation}
 d s^2 = r^2 [-{\cal F}(y)dt^2+
 {\cal F}^{-1}(y)dy^2+d\theta^2 + \kappa^2{\cal{G}}(x_{(\theta)})d\phi^2]\:,
 \label{dS C-metric}
 \"
8,"\begin{equation}
 d s^2 = r^2 [-{\cal F}dudv+
 d\theta^2 + \sin^2\!\theta \, d\phi^2]\:,
 \label{A.1.1}
 \"
9,"\begin{equation}
 d s^2 = - F(\rho)\, d \tau^2 +F^{-1}(\rho)\, d \rho^2
 +\rho^2 (d \theta^2+\sin^2\theta\,d\phi^2) \:,
 \label{mq2}
\"
