,equation
0,"\begin{equation}
Z[\phi_0]_{{\rm gravity}}=\langle \exp (\int d^4 x 
\sum_i \phi^i_0(x){\cal O}_i(x) )\rangle_{{\rm ym}}. 
\label{relcorr}
\"
1,"\begin{equation}
\lim_{z\rightarrow 0} \phi^i(z, x)= z^{4-\Delta_i}
\phi^i_0(x) ,
\label{boundc}
\"
2,"\begin{equation}
ds_{P}^2 ={R^2dz^2 \over z^2} +{ d\vec{x}_3^2-dt^2\over R^2 z^2}.
\"
3,"\begin{equation}
\Big(z^2 \partial_z^2 -3 z\partial_z + R^4z^2 \omega^2
-J(J +4)\Big)\phi(z)=0 ,
\label{swaveeq}
\"
4,"\begin{equation}
z^2\Big({dS\over dz}\Big)^2-R^4z^2\omega ^2 
+J^2=0 .
\label{wkb1}
\"
5,"\begin{equation}
z^2\ge J^2/(\omega^2R^4). 
\"
6,"\begin{equation}
z^2\Big({dS_E\over dz}\Big)^2= 
J^2(1-{z^2\omega ^2R^4 \over J^2}) \quad
\rightarrow \quad
S_E(z) \sim \pm J \log z, \quad A(z) \sim z^{2\mp 2} ,
\label{wkbsol}
\"
7,"\begin{equation}
z={J \over R^2\omega \cosh \tau} , 
\label{tunnelgeodesic}
\"
8,"\begin{equation}
S_b = {R^2\over 2\pi}\int d\tau \int_0^{2\pi \alpha} d\sigma 
\, 
{1\over 2}\Big[
z^{-2}(\partial z)^2 + 
z^{-2}(\partial \vec{x}_4)^2 
-\cos^2 \theta (\partial \psi)^2
+(\partial \theta)^2 +
\sin^2\theta (\partial \Omega_3)^2
\Big] 
\"
9,"\begin{equation}
S^{(2)}_b =
{1\over 4\pi}\int d\tau \int_0^{2\pi \alpha}
d\sigma
\Big[
(\partial \vec{x}_4)^2 + \vec{x}_4^2 + (\partial \vec{y}_4)^2 + \vec{y}_4^2
\Big], 
\label{finalbosonicaction}
\"
10,"\begin{equation}
S_f^{(2)}=
{i\over 2\pi}\int d\tau \int_0^{2\pi \alpha}
d\sigma \, 
\Big[
\theta^I\Gamma_0\Gamma_-\partial_{\tau}
\theta^I
-is^{IJ}\theta^I\Gamma_0\Gamma_- \partial_{\sigma}
\theta^J
-i\epsilon^{IJ}\theta^I\Gamma_0
\Gamma_-\Pi
\theta^J\Big]
,
\label{fermionaction}
\"
11,"\begin{equation}
\Pi = i\Gamma_{0123}, \quad \Pi^2 =1 , \quad 
[\Pi, \Gamma_{\pm}]=0=\{\Pi, \Gamma_0\}, \quad \Pi^T=-\Pi, \quad \Pi^{\dagger}=\Pi, 
\"
12,"\begin{equation}
\Gamma_+ \theta^I =0,  \quad \Gamma_+\equiv
(\Gamma_Z -i \Gamma_{\psi})/\sqrt{2}=\Gamma_-^{\dagger} , 
\"
13,"\begin{equation}
\theta^1 \rightarrow \theta^1, \theta^2 
\rightarrow \Pi\theta^2, 
\label{thetaredef}
\"
14,"\begin{equation}
H={1\over 2}\int_0^{2\pi\alpha}
d\sigma 
:\Big[
2\pi p^2 +{1\over 2\pi}(x')^2 +{1\over 2\pi}x^2 
-{i\over 2\pi}(\theta\theta' +(2\pi)^2 
\lambda\lambda') +2\theta\lambda
\Big]: ,
\"
15,"\begin{equation}
\theta=\theta^1+i\theta^2, \quad \lambda={1\over 2\pi}
\overline{\theta}={1\over 2\pi}(\theta^1-i\theta^2) ,
\"
16,"\begin{equation}
[x^i(\sigma), p^j(\sigma')]=i\delta^{ij}\delta(\sigma-\sigma')
,\quad 
\{\theta_a(\sigma), \lambda_b(\sigma')\}=
\delta_{ab}\delta(\sigma-\sigma') .
\"
17,"\begin{equation}
x(\sigma)=x_0+
\sqrt{2}\sum_{n=1}^{\infty}
(
x_n\cos {n\sigma\over \alpha}+
x_{-n}\sin {n\sigma\over \alpha}
), 
\"
18,"\begin{equation}
p(\sigma)={1\over 2\pi \alpha}\Big[p_0+
\sqrt{2}\sum_{n=1}^{\infty}
(
p_n\cos {n\sigma\over \alpha}+
p_{-n}\sin {n\sigma\over \alpha}
)
\Big], 
\"
19,"\begin{equation}
\theta(\sigma)=\theta_0+\sqrt{2}\sum_{n=1}^{\infty}
(
\theta_n\cos {n\sigma\over \alpha}+
\theta_{-n}\sin {n\sigma\over \alpha}
), 
\"
20,"\begin{equation}
\lambda(\sigma)={1\over 2\pi \alpha}\Big[\lambda_0+
\sqrt{2}\sum_{n=1}^{\infty}
(
\lambda_n\cos {n\sigma\over \alpha}+
\lambda_{-n}\sin {n\sigma\over \alpha}
)
\Big], 
\"
21,"\begin{equation}
x_n={i\over \sqrt{2\alpha E_n}}
(a_n-a_n^{\dagger}), \quad 
p_n=\sqrt{{\alpha E_n \over 2}}(a_n+a_n^{\dagger}), 
\"
22,"\begin{equation}
\theta_n={1\over 2\sqrt{\alpha E_n}}
(\ell_n^+b_{n} -i \ell_n^- b_{-n}^{\dagger}), \quad
\lambda_n={1\over 2}\sqrt{{\alpha\over E_n}}
(i\ell_n^-b_{-n}+\ell_n^+b_n^{\dagger}), 
\"
23,"\begin{equation}
\ell_n^{\pm}=\sqrt{E_n+{n\over \alpha}}\pm 
\sqrt{E_n-{n\over \alpha}}, \quad 
E_n =\sqrt{1 +{n^2\over \alpha^2}} ,
\"
24,"\begin{equation}
[a_n, a_m^{\dagger}]=\delta_{nm} , 
\quad \{b_n, b_m^{\dagger}\}=\delta_{nm} ,
\"
25,"\begin{equation}
R_{\dot{a}}^-= \int_0^{2\pi\alpha} d\sigma
\Big[(p+{i\over 2\pi}x)\cdot \gamma_{\dot{a}b}
\theta_{b}+{1\over 2\pi}x'\cdot \gamma_{\dot{a}b}
\overline{\theta}_b
\Big], \quad 
\overline{R_{\dot{a}}^-}=\Big(R_{\dot{a}}^-\Big)^{\dagger} , 
\"
26,"\begin{equation}
\{R_{\dot{a}}^-, \overline{R_{\dot{b}}^-}\}
=2\delta_{\dot{a}\dot{b}}H
-i\gamma^{ij}_{\dot{a}\dot{b}}L^{ij}
, \quad \{R_{\dot{a}}^-, R_{\dot{b}}^-\}=0 ,
\"
27,"\begin{equation}
L^{ij}=\int_{0}^{2\pi\alpha}d\sigma
\Big[
x^ip^j-x^jp^i +
{i\over 4\pi}\theta\gamma^{ij}
\overline{\theta}
\Big] . 
\label{L}
\"
28,"\begin{equation}
\psi={1\over 2}(1+\Pi)\theta + {1\over 2}(1-\Pi\overline){\theta}, \quad 
\overline{\psi}={1\over 2}(1-\Pi)\theta + 
{1\over 2}(1+\Pi)\overline{\theta}\"
29,"\begin{equation}
\Pi_{ab}=\Pi_{ba}=(\gamma_1
\gamma_2^T\gamma_3\gamma_4^T)_{ab}, \quad 
\Pi_{\dot{a}\dot{b}}=\Pi_{\dot{b}\dot{a}}=(\gamma_1^T
\gamma_2\gamma_3^T\gamma_4)_{\dot{a}\dot{b}}. 
\"
