,equation
0,"\begin{equation} \label{derv1}
\delta_X(uv)=\delta_X(u)v+u\delta_X(v).
\"
1,"\begin{equation} \label{derv2}
\delta_i(U_j)=2\pi i\delta_{ij} U_j.
\"
2,"\begin{equation}\label{dual}
\Lambda^\perp:=\{(n,\hat t)\in M\times \widehat{M}\mid
\theta((m,\hat s),(n,\hat t))=<m, \hat t>-<n, \hat s> \in{{\mathbb Z}},
\text{for all }(m,\hat s)\in \Lambda\},
\"
3,"\begin{equation}\label{pirep}
{\cal U}_{(m,\hat s)}(r)=e^{2\pi i <r, \hat s>}f(r+m)
\"
4,"\begin{equation} \label{maprel}
\Psi = -J \Phi^{-t} {\mathbb Z} .
\"
5,"\begin{equation} \label{thetap}
\theta'_i = \frac{a_i
\theta_i + b_i}{m_i \theta_i + n_i } , \ \ i=1,2 ,
\"
6,"\begin{equation} \label{embcon}
x_{1i}x_{3i}+ x_{2i}x_{4i} + y_{1i}y_{3i} +y_{2i}y_{4i} =0 ,
\"
7,"\begin{equation} \label{Aik}
A_{ik} =(\Phi_{\text{inf}}^{-1})_{ik} .
\"
8,"\begin{equation} \label{thetavector}
( \overline{\nabla}_i -c_i ) \Theta = 0 \ \ \text{for} \ \  i=1,2,
\"
9,"\begin{equation} \label{holcondt4}
\frac{\tau_{12}}{ \theta_2 + \frac{n_2}{m_2}} = \frac{\tau_{21}}
{\theta_1 + \frac{n_1}{m_1}}  .
\"
10,"\begin{equation} \label{thetat4}
f_{(\alpha_1 , \alpha_2 )} (s_1 , s_2 , k_1, k_2 ) = \exp [
\frac{1}{2} S^t \Omega S + C^t S ] \delta_{\alpha_1}^{k_1}
\delta_{\alpha_2}^{k_2}
\"
11,"\begin{equation}
h = {\cal \vartheta}({\cal T},{\cal Z}) \xi (r_1,r_2,j_1,j_2).
\"
12,"\begin{equation}
h_{\alpha_1, \alpha_2, \beta_1, \beta_2} (r_1,r_2,j_1,j_2) =
\sum_{\gamma_1, \gamma_2} c_{\alpha_1, \alpha_2, \beta_1,
\beta_2}^{\gamma_1, \gamma_2} \varphi_{\gamma_1, \gamma_2}
(r_1,r_2,j_1,j_2).
\"
13,"\begin{equation} \label{derv1}
\delta_X(uv)=\delta_X(u)v+u\delta_X(v).
\"
14,"\begin{equation} \label{derv2}
\delta_i(U_j)=2\pi i\delta_{ij} U_j.
\"
15,"\begin{equation}\label{dual}
\Lambda^\perp:=\{(n,\hat t)\in M\times \widehat{M}\mid
\theta((m,\hat s),(n,\hat t))=<m, \hat t>-<n, \hat s> \in{{\mathbb Z}},
\text{for all }(m,\hat s)\in \Lambda\},
\"
16,"\begin{equation}\label{pirep}
{\cal U}_{(m,\hat s)}(r)=e^{2\pi i <r, \hat s>}f(r+m)
\"
17,"\begin{equation} \label{maprel}
\Psi = -J \Phi^{-t} {\mathbb Z} .
\"
18,"\begin{equation} \label{thetap}
\theta'_i = \frac{a_i
\theta_i + b_i}{m_i \theta_i + n_i } , \ \ i=1,2 ,
\"
19,"\begin{equation} \label{embcon}
x_{1i}x_{3i}+ x_{2i}x_{4i} + y_{1i}y_{3i} +y_{2i}y_{4i} =0 ,
\"
20,"\begin{equation} \label{Aik}
A_{ik} =(\Phi_{\text{inf}}^{-1})_{ik} .
\"
21,"\begin{equation} \label{thetavector}
( \overline{\nabla}_i -c_i ) \Theta = 0 \ \ \text{for} \ \  i=1,2,
\"
22,"\begin{equation} \label{holcondt4}
\frac{\tau_{12}}{ \theta_2 + \frac{n_2}{m_2}} = \frac{\tau_{21}}
{\theta_1 + \frac{n_1}{m_1}}  .
\"
23,"\begin{equation} \label{thetat4}
f_{(\alpha_1 , \alpha_2 )} (s_1 , s_2 , k_1, k_2 ) = \exp [
\frac{1}{2} S^t \Omega S + C^t S ] \delta_{\alpha_1}^{k_1}
\delta_{\alpha_2}^{k_2}
\"
24,"\begin{equation}
h = {\cal \vartheta}({\cal T},{\cal Z}) \xi (r_1,r_2,j_1,j_2).
\"
25,"\begin{equation}
h_{\alpha_1, \alpha_2, \beta_1, \beta_2} (r_1,r_2,j_1,j_2) =
\sum_{\gamma_1, \gamma_2} c_{\alpha_1, \alpha_2, \beta_1,
\beta_2}^{\gamma_1, \gamma_2} \varphi_{\gamma_1, \gamma_2}
(r_1,r_2,j_1,j_2).
\"
