,equation
0,"\begin{equation}
\frac{d^{2}x^{\mu }}{d\tau ^{2}}+\Gamma _{\alpha \beta }^{\mu }(x)\frac{%
dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }=0.  \label{1}
\"
1,"\begin{equation}
\frac{D^{2}x^{\mu }}{D\tau ^{2}}=0,  \label{2}
\"
2,"\begin{equation}
\frac{d^{2}x^{\prime\mu}}{d\tau^{2}}+\Gamma_{\alpha\beta}^{\prime\mu
}(x^{\prime})\frac{dx^{\prime\alpha}}{d\tau}\frac{dx^{\prime\beta}}{d\tau}=0.
\label{3}
\"
3,"\begin{equation}
x^{\prime \mu }=x^{\mu }+\xi ^{\mu }(x),  \label{4}
\"
4,"\begin{equation}
\Gamma _{\alpha \beta }^{\prime \mu }(x+\xi )=\Gamma _{\alpha \beta }^{\mu
}(x)+\Gamma _{\alpha \beta }^{\mu },_{\lambda }\xi ^{\lambda },  \label{5}
\"
5,"\begin{equation}
\frac{d^{2}x^{\mu }}{d\tau ^{2}}+\frac{d^{2}\xi ^{\mu }}{d\tau ^{2}}+\Gamma
_{\alpha \beta }^{\mu }\frac{dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }%
+2\Gamma _{\alpha \beta }^{\mu }\frac{dx^{\alpha }}{d\tau }\frac{d\xi
^{\beta }}{d\tau }+\Gamma _{\alpha \beta }^{\mu },_{\lambda }\xi ^{\lambda }%
\frac{dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }=0.  \label{6}
\"
6,"\begin{equation}
\frac{d^{2}\xi ^{\mu }}{d\tau ^{2}}+2\Gamma _{\alpha \beta }^{\mu }\frac{%
dx^{\alpha }}{d\tau }\frac{d\xi ^{\beta }}{d\tau }+\Gamma _{\alpha \beta
}^{\mu },_{\lambda }\xi ^{\lambda }\frac{dx^{\alpha }}{d\tau }\frac{%
dx^{\beta }}{d\tau }=0.  \label{7}
\"
7,"\begin{equation}
\frac{d^{2}\xi ^{\mu }}{d\tau ^{2}}+2\Gamma _{\alpha \beta }^{\mu }\frac{%
dx^{\alpha }}{d\tau }\frac{d\xi ^{\beta }}{d\tau }=-\Gamma _{\alpha \beta
}^{\mu },_{\lambda }\xi ^{\lambda }\frac{dx^{\alpha }}{d\tau }\frac{%
dx^{\beta }}{d\tau }.  \label{8}
\"
8,"\begin{equation}
\Gamma _{\alpha \lambda }^{\mu },_{\beta }\frac{dx^{\alpha }}{d\tau }\frac{%
dx^{\beta }}{d\tau }\xi ^{\lambda }+\Gamma _{\sigma \beta }^{\mu }\Gamma
_{\alpha \lambda }^{\sigma }\frac{dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{%
d\tau }\xi ^{\lambda }-\Gamma _{\sigma \lambda }^{\mu }\Gamma _{\alpha \beta
}^{\sigma }\frac{dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }\xi
^{\lambda }.  \label{9}
\"
9,"\begin{equation}
\begin{array}{c}
\frac{d^{2}\xi ^{\mu }}{d\tau ^{2}}+2\Gamma _{\alpha \beta }^{\mu }\frac{%
dx^{\alpha }}{d\tau }\frac{d\xi ^{\beta }}{d\tau }+\Gamma _{\alpha \lambda
}^{\mu },_{\beta }\frac{dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }\xi
^{\lambda } \\ 
\\ 
+\Gamma _{\sigma \beta }^{\mu }\Gamma _{\alpha \lambda }^{\sigma }\frac{%
dx^{\alpha }}{d\tau }\frac{dx^{\beta }}{d\tau }\xi ^{\lambda }-\Gamma
_{\sigma \lambda }^{\mu }\Gamma _{\alpha \beta }^{\sigma }\frac{dx^{\alpha }%
}{d\tau }\frac{dx^{\beta }}{d\tau }\xi ^{\lambda }=-R_{\alpha \lambda \beta
}^{\mu }\frac{dx^{\alpha }}{d\tau }\xi ^{\lambda }\frac{dx^{\beta }}{d\tau },
\end{array}
\label{10}
\"
