,equation
0,"\begin{equation}
(i\slash D )^2=-D_\alpha D^\alpha +{R\over 4}{\bf 1} 
-{i\over 2} F_{\alpha\beta}\gamma^{\alpha\beta},
\label{NRH}
\"
1,"\begin{equation}
i\slash D = i\gamma^\alpha D_\alpha=i{e^m}_\alpha \gamma^\alpha 
\left(\partial_m + {1\over 4}\omega_{m,\alpha\beta}\gamma^{\alpha\beta}
+iA^i_m t_i\right),
\"
2,"\begin{equation}
\{\gamma^\alpha,\gamma^\beta\}=2\delta^{\alpha\beta},
\qquad\hbox{with}\qquad\gamma^{\alpha\beta}:={1\over 2}[\gamma^\alpha,\gamma^\beta],
\"
3,"\begin{equation}
[D_\alpha,D_\beta]=iF^i_{\alpha\beta}t_i+
{1\over 4}R_{\alpha\beta\gamma\delta}\gamma^{\gamma\delta}.
\label{FR}
\"
4,"\begin{equation}
(i\slash D )^2=\Delta +{R\over 4}{\bf 1} 
-{i\over 2} F_{\alpha\beta}\gamma^{\alpha\beta},
\label{Hamiltonian}
\"
5,"\begin{equation}
{\cal L}_K F = g^{-1}Fg,
\"
6,"\begin{equation}
{R^\alpha}_\beta = {1\over 2}{R^\alpha}_{\beta\gamma\delta}\e^\gamma\wedge\e^\delta
={1\over 2} {f^\alpha}_{\beta i}{f^i}_{\gamma\delta}\e^\gamma\wedge\e^\delta.
\"
7,"\begin{equation}
F^i={1\over 2}F^i_{\alpha\beta}\e^\alpha\wedge\e^\beta=
{1\over 2}{f^i}_{\alpha\beta}\e^\alpha\wedge\e^\beta.
\"
8,"\begin{equation}
D_\alpha F^i_{\beta\gamma}=0.
\"
9,"\begin{equation}
[D_\alpha,D_\beta]=i{f^i}_{\alpha\beta}\left\{\bigl({\bf 1}\otimes t_i\bigr) - 
{i\over 4}f_{i\gamma\delta}\bigl(\gamma^{\gamma\delta}\otimes{\bf 1}\bigr)\right\}.
\"
10,"\begin{equation}
T_i:=-{i\over 4}f_{i\gamma\delta}\gamma^{\gamma\delta}
\"
11,"\begin{equation}
[T_i,T_j]=i{f_{ij}}^k T_k,
\"
12,"\begin{equation}
[D_\alpha,D_\beta]={f^i}_{\alpha\beta} D_i
\"
13,"\begin{equation}
D_i:=i\bigl\{( {\bf 1}\otimes t_i) + ( T_i\otimes {\bf 1})\bigr\}
\label{Di}
\"
14,"\begin{equation}
\Delta=-D_\alpha D_\alpha = -D_A D_A + D_i D_i =C_2(G,\cdot)-C_2(H,D_i).
\label{Laplacian}
\"
15,"\begin{equation}
E=C_2(G,\cdot)-C_2(H,t_i)+{R\over 8}{\bf 1}.
\label{Eigenvalues}
\"
16,"\begin{equation} [t_A,t_B]=i{\epsilon_{AB}}^C t_C
\"
17,"\begin{equation}
R_{\alpha\beta}
={1\over 2}\epsilon_{\alpha\beta3}\epsilon^{3\gamma\delta}\e^{\gamma}\wedge\e^{\delta}
\"
18,"\begin{equation}
R_{12}=\e^1\wedge\e^2
\"
19,"\begin{equation}
F^3=\e^1\wedge\e^2
\"
20,"\begin{equation}
{1\over 2\pi}\int_{S^2}\e^1\wedge\e^2=2
\"
21,"\begin{equation}
F^3={M\over 2}\e^1\wedge\e^2.
\"
22,"\begin{equation}
{i\over 2}F^3_{\alpha\beta}\gamma^{\alpha\beta}=iF^3_{12}(i\sigma^3)
=-{M\over 2}\left(\matrix{1&0\cr 0&-1}\right).
\"
23,"\begin{equation}
(i\slash D)^2=\Delta +{1\over 2}{\bf 1}+{M\over 2}\left(\matrix{1&0\cr 0&-1}\right).
\label{S2Hamiltonian}
\"
24,"\begin{equation}
\Delta+{1\over 2}={M\over 2}
\"
25,"\begin{equation}
\Delta+{1\over 2}=-{M\over 2}.
\"
26,"\begin{equation}
D_3=i\left(\matrix{ {M+1\over 2} & 0\cr 0& {M-1\over 2}\cr}\right)
\qquad\Rightarrow\qquad D_3D_3=-
\left(\matrix{ \left({M+ 1\over 2}\right)^2&0\cr 0& \left({M- 1\over 2}\right)^2\cr}\right).
\"
27,"\begin{equation}
\Delta_j=j(j+1)-\left({M\pm 1\over 2}\right)^2,
\"
28,"\begin{equation}
E_j={(2j+1)^2-M^2\over 4},
\"
29,"\begin{equation}
E_j=k(k+|M|).
\"
30,"\begin{equation}
d(j_{min})=2j_{min}+1=|M|,
\label{degeneracy}
\"
31,"\begin{equation}
\nu=\nu_+-\nu_-=-{1\over 2\pi}\int_{S^2}F^3=-M,
\"
32,"\begin{equation}
SU(2)\rightarrow U(1)\qquad {\bf 2}\rightarrow {\bf 1}_1+{\bf 1}_{-1}.
\"
33,"\begin{equation}
\underbrace{\young(\times \Dots \times )}_{s}\kern -2.5pt
\underbrace{\young(\bullet \Dots \bullet )}_{r}
\subset\underbrace{\young(\ \Dots \ )}_{p}
\"
34,"\begin{equation}
{p\over 2}\left({p\over 2}+1\right)=r(r+1)+{Q\over 2}(2r+1) + {Q^2\over 4}.
\"
35,"\begin{equation}
C_2(p,q)={p^2 +q^2\over 2}+2p + q
\"
36,"\begin{equation}
d(p,q)={1\over 6}(p+q+3)(p-q+1)(p+2)(q+1)
\"
37,"\begin{equation}
p-q=2I,
\"
38,"\begin{equation}
C_2(q+2I,q)=q^2+q(2I+3)+2I^2+4I.
\"
39,"\begin{equation}
E=q^2+q(2I+3)+2I^2+4I-2J(J+1)+{3\over 2}.
\"
40,"\begin{equation}
d(2I+q,q)={1\over 6}(2q+2I+3)(2I+1)(q+2I+2)(q+1).
\"
41,"\begin{equation}
E_+(q)=(q+2)^2.
\"
42,"\begin{equation}
d(2I,0)={1\over 6}(2I+3)(2I+2)(2I+1)
\label{Sfourdegeneracy}
\"
43,"\begin{equation}
F=F^i t_i\qquad\hbox{with}\qquad F^i=\e^i\wedge\e^4 +{1\over 2}\epsilon^{ijk}
\e^j\wedge\e^k
\"
