,equation
0,"\begin{equation}
$
 \hspace{-8mm}\begin{array}{ccc}  {\alpha } = \left(
 \begin{array}{ccc}
 \alpha _{11} & {\alpha _{12} \over 2} &
{\alpha _{13} \over 2}\vspace{2mm} \\
{\alpha_{12} \over 2} & \alpha_{22} & {\alpha_{23} \over
2} \vspace{2mm}\\
 {\alpha_{13} \over 2 } & {\alpha_{23} \over 2} &
 \alpha_{33}
\end{array}
\right) ,   &   {\beta } = \left(
\begin{array}{ccc}
 \beta_{11} & \beta_{12} & \beta_{13} \\
 \beta_{21} & \beta_{22} & \beta_{23} \\
 \beta_{31} & \beta_{32} & \beta_{33} \end{array}
\right) ,  &  {\gamma }= \left(
\begin{array}{ccc} \gamma_{11} & {\gamma_{12} \over 2}
& {\gamma_{13} \over 2}\vspace{2mm} \\
{\gamma_{12} \over 2}  & \gamma_{22} & {\gamma_{23}\over 2}\vspace{2mm} \\
{\gamma_{13} \over 2 } & {\gamma_{23} \over 2} & \gamma_{33}
\end{array} \right) , \end{array}$ \vspace{4mm}

\noi assuming that the matrix $\al$ is nonsingular (regular)  and
if we introduce vectors \bea \nn {\delta } =(\delta _1 ,\delta_2
,\delta_3 ), \quad {\xi} = (\xi_1 , \xi_2 , \xi_3 ), \quad {\dot
x}= (\dot x_1, \dot x_2, \dot x_3), \quad {x}= (x_1 ,x
_2,x_3),\eea one can express the Lagrangian (\ref{8}) in the
following, more compact, form: \beq \label{lg} L(\dot{x},x,t)
=\langle\, {\alpha }\, {\dot x }, {\dot x } \,\rangle + \langle\,
{\beta }\, {x }, {\dot x }\, \textbf{}\rangle +\langle\, {\bf
\gamma }\, {x}, {x }\, \rangle + \langle\, {\delta } , {\dot x }\,
\rangle + \langle\, {\xi } , {x }\, \rangle + \bf \phi  ,
\"
1,"\begin{equation}
p_j = {\partial L \over \partial \dot x_j}, \ \ \ j=1,2,3,
\"
2,"\begin{equation}
{\dot x } = {1\over 2}\,\, {\alpha^{-1}}\, ({p}  - {\beta}\, {x }
- \delta ).
\"
3,"\begin{equation}
%{\bf D' } =(d' _1 ,d' _2 ,d' _3 ), \ \ \ \ {\bf E ' } = (e' _1 ,
%e' _2 , e' _3 ),
%\"
4,"\begin{equation} \hat {\bf p}= (\hat p_1 , \hat p_2 , \hat p_3 ).
%\"
5,"\begin{equation}
%\hat H =\langle {\bf A' } \hat {\bf p}, \hat {\bf p} \rangle + \langle
%{\bf B' } \hat {\bf p}, \hat {\bf q' } \rangle +\langle {\bf C' } \hat {\bf
%q' }, \hat {\bf q' } \rangle + \langle {\bf D' } , \hat {\bf p} \rangle +
%\langle {\bf E' } , \hat {\bf q' } \rangle + f'  .
%\"
6,"\begin{equation}
\hat H_{\Theta} =\langle\, {A}_{\Theta}\, \hat {p}, \hat {p}\,
\rangle + \langle\, {B}_{\Theta}\, \hat {q}, \hat {p}\, \rangle
+\langle\, {C}_{\Theta}\, \hat {q}, \hat {q}\, \rangle + \langle\,
{D}_{\Theta} , \hat {p}\, \rangle + \langle\, {E}_{\Theta} , \hat
{q}\, \rangle + {F}_{\Theta} ,
\"
7,"\begin{equation}
%f = f' + {i\hbar \over 2} (c_{12}' \theta _{12} + c_{13}' \theta _{13}
%+ c_{23}' \theta _{23} ) ,
%\"
8,"\begin{equation} {\bf \Theta} =
%\left(\begin{array}{ccc} %11 %0 % %& %12 %-\theta _{12} % %&
%13 %-\theta _{13} % %\\ %21 %\theta _{12} % %& %22 %0 % %&
%23 %-\theta _{23} % \\ %31 \theta _{13} % & %32 \theta _{23}
% & %33 0 % \end{array} \right) . \"
9,"\begin{equation}
%2k_1 (2-k_2 m \theta ^2 ) x_1 - 2m \theta (k_1 + k_2 - k_1 k_2 m \theta
%^2 ) x_2 ' + m (k_1 m \theta ^2  - 2 )x_1 '' =0,
%\"
