,label
0,\label{fig1}
1,\label{fig2}
2,\label{tab1}
3,\label{tab2}
4,\label{tabtheta}
5,\label{tabtheta}
6,\label{tabtheta}
7,\label{betafund}
8,\label{duality}
9,"\label {symbr} \end{equation} 

   
\item  The non-Abelian monopoles may be regarded as baryonic constituents of  the Abelian monopole, 
$$   U(1) \, {\hbox{\rm monopole}}   \sim   \epsilon^{a_1   \ldots  a_r} {q_{a_1}^{i_1}  q_{a_2}^{i_2}
\ldots q_{a_r}^{i_r} }.     $$
The Abelian monopole,   $SU(r)$ being  infrared free, breaks up into the former!





\end{itemize}




\section{     Almost Superconformal   Confining Vacua    }

The most interesting sort of confining vacua  we encounter in the softly broken ${ N}=2$  
supersymmetric gauge theories are however  those which appear as deformation (perturbation) 
of a  nontrivial superconformal theory \cite{AD,SCF,Eguchi}.   In order to be concrete, let us  study the case of the sextet vacua in 
$SU(3)$, $n_f=4$  (${ N}=2$)    supersymmetric QCD in some detail below \cite{AGK}.   

\subsection{   Sextet Vacua of  $SU(3)$, $n_f=4$ Model}  

The Seiberg-Witten  curve  of this theory {\it equal bare quark masses}    ($m_a=m$)  is \cite{curves}    
$$  y^2 =  \prod_{i=1}^{3}  (x-\phi_i)^2 -    (x+m )^4    \equiv    (x^3  -   U  x  -
V )^2  -  (x+m )^4.  
\label{SW} $$
At the sextet vacua  of our interest ($diag\,  \phi =  (-m, -m,  2m )$),
$    U=   \langle {\hbox{\rm Tr }}     \Phi^2   \rangle = { 3 \, m^2},\,\,$   $ V= \langle {\hbox{\rm Tr }}  \Phi^3   \rangle  =    2 \, m^3,$   the curve
exhibits  a singular behavior,
$   y^2 \propto   (x+m)^4
$ 
corresponding to the unbroken $SU(2)$  symmetry.

The well known  mass formula  is  
$$  M_{ (g_{1}, g_{2};  q_{1}, q_{2})} =
\sqrt 2 \,  | g_{1}\, a_{D1} +  g_{2}\,a_{D2}  +    q_{1}\,a_{1} +
q_{2} \, a_2 |,        $$
$$    a_{D1}  =  \oint_{\alpha_1}  \lambda, \qquad  a_{D2}  =
\oint_{\alpha_2}  \lambda, \qquad
 a_{1}  =  \oint_{\beta_1}  \lambda, \qquad  a_{2}  =  \oint_{\beta_2}  \lambda,
$$ where the (meromorphic)  one-form $\lambda$ is given by
$$
\lambda =  { x \over 2 \pi}  d\, \log{  \prod (x -\phi_i) -y \over  \prod (x -\phi_i)+y  }. 
 $$ 

\subsection{Expansion near the SCFT Point }  

In order to find out the nature of the low-energy massless fields present, one has to expand around the singularity, 
$$  U=    { 3 m^2} +u, \qquad V=  2 m^3 + v.
$$
The discriminant of the curve factorizes as \cite{Eguchi} 
$$   \Delta=  \Delta_s \, \Delta_{+} \,  \Delta_{-},\qquad   \Delta_s =  (m \, u - v)^4
$$ 
so   the loci of  $\Delta=0$  are
$$ v=m\,u, \qquad  v=  m\,u +    \frac{u^2}{4}, \qquad v=  m\,u -
\frac{u^2}{4}. 
$$
By rescaling  ~~
 $u =  m \, {\tilde u}, \,\,   v=   m^2 \, {\tilde v }$,   and   intersecting  them with   a   $S^3$   
\[  |{\tilde u}|^2 + |{\tilde v}|^2 =1. \]   and making  a  stereographic projection  from  $S^3  \to
R^3$, one finds  that   the curves (in $u,v$  space)  along which some particles become massless take the form of the 
three linked rings (Fig. \ref{Rings}).     
       
\begin{figure}[ht]
\begin{center}
\leavevmode
\epsfxsize=6 cm  
\epsffile{IllustRings.eps}               
\end{center}
\caption{Loci in $u,v$ space where certain particles become massless. }
\label{Rings}     
\end{figure}
   
\subsection  {Monodromy and Charges}

In order to find what  charges are carried by these massless particles, one has then to  study 
the monodromy  transformations (among    $a_{D1},\,a_{D2},\, a_{1},\, a_2$)  as one moves along  various closed curves 
encircling  parts of the linked rings. 
{
 \begin{figure}[ht]
\begin{center}
\leavevmode
\epsfxsize=6 cm  
\epsffile{BitorusBr.eps}                 
\end{center}
\caption{Homology cycles and the transformation exchanging the two necks of the bitorus.}
\label{twonecks}
\end{figure}
   }
For instance  the monodromy around  $M_1$   leads to  
\[  \alpha_1 \to \alpha_1, \qquad  \beta_1 \to   \beta_1 - 4 \alpha_1, \qquad
\alpha_2 \to \alpha_2, \qquad  \beta_2 \to \beta_2.
\]
namely,
{\small 
\begin{equation}    \pmatrix{a_{D1}  \cr   a_{D2}  \cr  a_1 \cr  a_2 }   \to  M_1
\pmatrix{a_{D1}  \cr   a_{D2}  \cr  a_1 \cr  a_2 },
\qquad
  M_1= {\tilde M}_1^4, \quad  \, {\tilde M}_1=\pmatrix   { 1 & 0& 0  & 0 \cr
0& 1 & 0& 0 \cr   -1 & 0& 1& 0\cr
 0& 0& 0&  1  }   \label{M1}  \end{equation}   From  the  formula 
\begin{equation}   M=  \pmatrix  {{\bf 1} +  {\vec q} \otimes  {\vec g} &   {\vec q} \otimes
{\vec q}  \cr
  - {\vec g} \otimes  {\vec g}  &     {\bf 1} -    {\vec g} \otimes  {\vec q} }
\label{charges}  \end{equation}  
 }
\noindent the (four)  massless particles   at the singularity ${\tilde v}={\tilde u}$ 
are   found to  carry  charges
$$    (g_{1}, g_{2}; q_{1}, q_{2})  =   (1,0;0,0),  $$
i.e.,   they are  four magnetic monopoles carrying the unit charge with respect to the first $U(1)$.  
Analogously:
{\small   
\[ M_{2}  =  \pmatrix   { -1 & 0& 1  & 0 \cr    0& 1 & 0& 0 \cr   -4 & 0& 3& 0\cr
 0& 0& 0&  1  }, \qquad  M_{6}  =  \pmatrix   {1 & 1& 1  & 0 \cr    0& 1 & 0& 0
\cr   0 & 0& 1& 0\cr
 0& -1& -1 &  1  }, \quad  etc. \] }

By using  then the {\it  conjugation}  relations  among   the monodromy matrices 
{\small     
\begin{eqnarray}   && M_1=  M_6^{-1}   A_5  M_6, \quad     A_2 =  M_2^{-1}  M_1  M_2, \quad
M_4 =  M_3^{-1}   A_2  M_3, \quad   A_5 =M_5^{-1}   M_4  M_5,
\nonumber\\  &&  M_2 = M_1^{-1}   A_6  M_1, \quad     A_3 =  M_3^{-1}  M_2  M_3,
\quad   M_5 =  M_4^{-1}   A_3  M_4, \quad   A_6=  M_6^{-1}   M_5  M_6,
\nonumber\\  &&  M_3 = M_2^{-1}   A_1  M_2, \quad     A_4 =  M_4^{-1}  M_3  M_4,
\quad   M_6 =  M_5^{-1}   A_4  M_5, \quad   A_1 =  M_1^{-1}   M_6  M_1
\nonumber\end{eqnarray}  }
they can be uniquely determined.  They correspond to the 
charges  
{\small 
\begin{eqnarray}  && M_1: \, (1,0;0,0)^4, \quad M_4:\,\, (-1,1; 0,0)^4, \quad  M_2: \, (-2,0;1,0), \quad M_5:\,\, (2,-2; -1,0), 
\nonumber\\  &&  A_2:\,\,  (-1, 0; 1,0)^4, \quad  A_5:\,\, (1,-1; -1,0)^4,   \quad A_3:\,\, (-
2, 2; -1,0), \quad  A_6:\,\, (2,0; 1,0),
\nonumber\\ && M_3: \, (0,1;-1,0), \quad M_6:\,\, (0,1; 1,0), \quad A_4:\,\, (4, -3;
-1,0), \quad  A_1:\,\, (-4,1; 1,0).   
\nonumber\end{eqnarray}     }  
Now  
\begin{enumerate}
\item      {\it How are  these $U(1)$ charges   related to   $SU(2) \times U(1)$ ?}
\item   {\it   Which of them are actually  there at the SCFT Point? }
\item    {\it   How do they give   $\beta=0$ ?  }
\item    {\it    How do they interact  ?     }  
\end{enumerate}   
   


The first of these questions can be answered by studying the effect of transformation
which exchanges the two necks of the bi-torus (Fig. \ref{twonecks}),  
$$  \alpha_1 \to \alpha_2 - \alpha_1;  \qquad \beta_1 \to - \beta_1; \qquad
 \alpha_2 \to  \alpha_2;\qquad  \beta_2 \to \beta_1 + \beta_2.
$$
This allows us  to introduce a new basis such that one of the $U(1)$ factors is  a subgroup of $SU(2)$  
and  another   is 
orthogonal to it.  In the new basis,  the charges look as in Table \ref{monopcharges}.   
{\footnotesize    
\begin{table}[h]       
\begin{center}    
 \begin{tabular}  {|l|l|} \hline Matrix & Charge \\
\hline
$M_1,M_4$ & $(\pm 1,1,0,0)^4$  \\ $A_2, A_5$ &$(\pm 1,-1,\mp 1,0)^4$ \\
$M_2,M_5$ &$(\pm 2,2,\mp 1,0)$ \\ $A_3,A_6$ & $(\pm 2,-2,\pm 1,0)$  \\
$M_3,M_6$&$(0,2,\pm 1,0)$  \\ $A_1,A_4$ & $(\pm 4,-2,\mp 1,0)$  \\
\hline
\end{tabular}   
\end{center}
\label{monopcharges}      
\end{table}
}       

 \subsection{   Superconformal Limit ( $u=v=0$ )  }  

We must  first of all  {\it define  } SCFT  limit appropriately.  
 
\begin{figure}[ht]
\begin{center}
\leavevmode
\epsfxsize=8 cm    
\epsffile{SCFTBitoro.eps}                      
\end{center}
\label{susy}
\end{figure}
 


  \begin{itemize}

\item  As $u, v \to 0$,  the bitorus degenerates.   
 If the branch points   $\{ b,c,d,e,f,g  \} $  collapse to  $  ( a,a,a, 0,1,\infty) $ then  $\tau$  becomes diagonal with 
(Lebowitz \cite{lebowitz})
 $$
a={{ {\vartheta}_3}^4(0  \, |  \tau_{22} )
 \over{{ \vartheta}_2}^4(0\, | \tau_{22}   ) }; \qquad   
\frac{c-b}{d-
b}= { {{\vartheta}_3}^4(0  \, |  \tau_{11} )
 \over{{ \vartheta}_2}^4(0\, | \tau_{11}   ) }.$$


\item   In our sextet vacua the curve has the singular  form 
 $$ y^2=(x^3-u x -v)^2-x^4\to    x^4   (x+1) (x-1). $$
By an apporpriate change of the variable $x$,  one finds for 
the modular parameter   of the large  torus:   $\tau_{22} \to 1  $  (weakly interacting $U(1)$ theory);

\item  As for  the small torus  ( $SU(2)$ ),       $\tau_{11}$  apparently  depends on the way  $u,\, v $ are taken to $0$.  

\item  By studying the simplified  curve  $ (x^2-u x -v)(x^2+u x +v)=0 $  with  variable change, 
$$  v=\epsilon^2; \qquad    u=\epsilon \rho;
\qquad     x=\epsilon z; \qquad    y=\epsilon^2 w,   $$ 
one  finds that    $\tau_{11}$  depends only  on  $\rho.$  
\item In other words,   different sections  of the   linked rings  at different phase of  $\epsilon $   
are  different  ($SU(2,Z)$-related)    descriptions of the same physics!   

\end{itemize}



Thus     we  {\it define}    the  SCFT  by taking the limit  
$ \quad \epsilon \to 0,  \quad     \rho \to
0,       $
namely, $\rho \to 0$ first.    This finally yields the following  charges of the massless particles in different sections.   Note the three-fold
periodicity. 

{\footnotesize     
\begin{table}[h]
\begin{center} 
\begin{tabular}{|l|l|l|l|l|l|l|l|}
 \hline $+2 i$  &$(0,1) $ &$(4,-1)$
&$(0,1)$ &
$(0,-1) $ &$(-4,1)$ & $(0,-1)$ &  $  \ldots $    \\
 \hline $ 2$ &$(2,1)$ &$(2,-1) $
&$(2,-1)$ &$(-2,-1)$ &
$(-2, 1)$ &$(-2, 1)$ & $\ldots $  \\
\hline $-2 i$  &$(0,-1) $ &$(-4, 1)$
&$(0,-1)$ &
$(0,1) $ &$(4,-1)$ &  $(0,  1) $ &   $  \ldots $  \\
\hline $-2$ &$(-2,-1)$ &$(-2, 1)$
&$(-2, 1)$ &$(2,1)$ &
$(2,-1)$ & $(2,  - 1)$ &  $\ldots $  \\
\hline $\infty$ &$(\pm 1,0)^4$ &$(\mp 1,0)^4$
&$(\pm 1,\mp 1)^4$ &
$(\mp 1,0)^4$ &$(\pm 1,0)^4$& $(\mp 1, \pm 1)^4$  
&  $\ldots $ 
\\
\hline
\end{tabular}
\end{center}
\end{table}           
}     

\begin{enumerate}
\item  The three sections are related   by unimodular transformations
2  $$  p_1=\pmatrix{-1& 4 \cr 0 & -1 };\qquad 
p_2=\pmatrix{-1& -4 \cr 1 & 3 }; \qquad   p_3=\pmatrix{1& 0 \cr 1 &
1}.  $$  
\item At $\rho=0$,  the small  branch points are  at  $(2 i,\,-2 i,\,2,\,-2)$
so that one finds  for $\tau_{11}$
$$  { 1\over 2 }  =    {  {{\vartheta}_3}^4(0  \, |  \tau_{11} )
 \over   {{\vartheta}_2}^4(0\, | \tau_{11} )  }, \label{modular} $$
which has solutions     
$$ \tau_{11}=\frac{\pm 1+i}{2}, \qquad  \frac{\pm 3+i}{10},   \qquad   \ldots \label{tau}  $$
{\small    Other solutions by $SL(2, Z)$  transformations   $ \tau \to  \tau+2; \,\, 
  \tau \to  {\tau  \over   1-2 \tau  }. $}
\end{enumerate}

\subsection{     Renormalization-Group  Fixed Point }     

\begin{figure}[ht]
\begin{center}
\leavevmode
\epsfxsize=8   cm     
\epsffile{ADpoint.eps}                      
\end{center}
\label{susy}
\end{figure}


Now how do  these massless particles give a vanishing beta function?    In the case of a 
nontrivial  $U(1)$  IR fixed point of  the pure ${ N}=2,$   $SU(3)$  Yang-Mills  theory,
cancellation occurs among a  monopole, a dyon and an electron\cite{AD} (see Figure above).

   The cancellation of $b_0$  in our  case (consider $U_1(1)\subset SU(2)$) is more involved since now there  are  also contributions  of the
gauge multiplet.   Nonetheless, 

\begin{enumerate}

\item four monopole doublets $(\mp 1,0)^4$    cancel the contribution  of the gauge multiplets;
\item a dyon doublet $(\pm 2, \pm1)$  and an electric doublet   $(0, \pm1)$ cancel  each other as  
$$\sum_i (q_i+m_i
\tau)^2  =  1 + (2\, \tau  +1)^2=0, \qquad   {\hbox{\rm  for }}    \quad     \tau^*=\frac{-1+i}{2}:  $$
showing a nice (non-Abelian) generalization of Argyres-Douglas'   mechanism;  
\item   in the second section cancellation occurs because both the charges and the coupling constant $\tau^{*}$
get transformed   by  $ p_1=\pmatrix{-1& 4 \cr 0 & -1 }$,   and the above argument works for  
  $(\pm 4, \mp1)$ 
and   $(\pm 2,  \mp 1)$   with  
$\tau^*=    { 3 + i
\over10}$!   
This strengthens  our idea that different sections  are simply  different descriptions of the same physics. 

\end{enumerate}


   {\it  Thus the  low-energy theory is an interacting SCFT  with
$SU(2) \times U(1)$  gauge group and 
four  magnetic monopole doublets, one dyon doublet and one electric doublet. }         







\subsection   {    Six Colliding ${ N}=1$  Local   Vacua:   }

Another way to study  our   SCFT  would be to consider first the theory with unequal quark masses
and then to take the limit of the equal mass.   The SCFT  singularity splits to six  singularities.  

\begin{itemize}  
\item  Each of the six  ${ N}=1$ theories    is  a local $U(1)^2$  theory with  a pair of massless  Abelian monopoles  $M_i, {\tilde
M}_i,$    ($i=1,2$)  carrying each unit charge with respect to one of the $U(1)$ factors; 
altogether there are  12  massless hypermultiplets (as in the SCFT);   
\item   The effect of ${ N}=1$ perturbation   $\mu \, {\hbox{\rm Tr}}  \, \Phi^2 $  can be studied in a  well-known way,   in
terms of  an effective superpotential:    
\begin{equation}  { P} =   \sum_{i=1}^2   \sqrt {2}   \, A_{D_i}  \,   M_i  {\tilde M}_i  +  \mu \,  U (A_{D1}, A_{D2})  + {\hbox {\rm mass terms }} 
\end{equation}
which leads to      $\langle M_i\rangle\ne 0$,   $\langle  {\tilde M}_i\rangle\ne 0$  (Confinement);    
\item  However,      in the     $m_i \to m $   (SCFT)   limit,  the VEVS of the Abelian monopoles   are  found to vanish: 
$$\langle M_i\rangle \to 0, \quad \langle  {\tilde M}_i\rangle \to 0.   $$  
Analogous phenomenon was found in $SU(2)$, $n_f=1$   theory \cite{GVY}.  

\item  We do know (from  the large $\mu$ analysis, vacuum counting, and holomorphic dependence of physic on $\mu$) \cite{CKMP} however 
that   the flavor group {\it is}   dynamically broken in the perturbed  SCFT vacua:
\begin{equation}   G_F =  SU(4) \times U(1)  \Rightarrow    U(2) \times U(2);    \end{equation}     
 then what is the order parameter   of the symmetry breaking?  

\end{itemize}    

{\it   We propose that   condensation of  $SU(2)$   doublets  
 ${
M}_{\alpha}^i,$   ($\alpha=1,2$,   $\, i=1,\ldots, 4$)  
\begin{equation}    \langle    { M}_{\alpha}^i  \, { M}_{\beta }^j \rangle  =     \epsilon_{\alpha   \beta}  \,   C^{ij} \ne 0, 
 \end{equation}    
is formed  due to       the  strong   $SU(2)$  interactions.}      This is compatible with the known dynamical symmetry breaking
pattern.   Note that,  in the sense of complementarity,   such VEVS can alternatively  be understood as 
$$  \langle    { M}_{\alpha}^i  \rangle  = \delta_{\alpha}^i \, v \ne 0 
$$
i.e.,  color-flavor diagonal  VEVS as in the generic $r$-vacua.  

  
\subsection{Summary }

\bigskip

\noindent{ Softly broken ${ N}=2,$   $SU(n_c)$ gauge theories with  $n_f$  quarks thus  exhibit   
various  confining vacua with:  }

\begin{itemize} 

\item   physics quite different  for 

(i)  $r =0,1$ $\Rightarrow$   Weakly coupled Abelian monopoles;

(ii)  $r<{n_f \over 2}$    $\Rightarrow$   Weakly coupled non-Abelian monopoles;

 (iii)   $ r={n_f  \over2}$    $\Rightarrow$   Strongly  coupled non-Abelian monopoles; 


\item   nonetheless, both  at  generic  $r$ - vacua  and  at the SCFT ($r={n_f \over 2}$) vacua,  the non-Abelian monopoles
condense as  
$$ \langle    { M}_{\alpha}^i  \rangle  = \delta_{\alpha}^i \, v \ne 0, \qquad  (\alpha=1,2, \ldots, r; \quad    i=1,2, \ldots, n_f)     $$
(``Color-Flavor-Locking"");  

\item  Abelian  and non-Abelian monopoles  apear to be related  as  
 $$   \epsilon^{{\alpha_1} {\alpha_2} \ldots
{\alpha_r} } { M}_{\alpha_1}^{i_1}    { M}_{\alpha_2}^{i_2}   \ldots   { M}_{\alpha_r}^{i_r}
\sim  ``U(1)""  {\hbox{\rm monopole}}. $$  

\end{itemize}   


\section{QCD} 

Finally let us come back briefly to the real-world  QCD.  Here   


\begin{enumerate}  

\item   no dynamical Abelianization is known to occur; 
    
\item    on the other hand,   in QCD  with $n_f$  flavor,     the original and dual beta functions have the first coefficients
($n_c=3$, ${\tilde n}_c=2,3$)
$$  b_0=   - 11 \, n_c +  2 \,n_f \quad  {\hbox {\rm vs}} \quad   {\tilde b}_0  =  - 11 \, {\tilde n}_c +   n_f:    $$
they have the same sign  because of the large coefficient  in front of the color  multiplicity  ({\it cfr.} Eq.(\ref{betafund})).  

\end{enumerate}

  

Barring that higher loops change the situation, this leaves us with  the option of   strongly-interacting non-Abelian monopoles.  
Is it possible that non-Abelian monopoles (perhaps certain  composite theirof)  carrying nontrivial flavor $SU_L(n_f)\times SU_R(n_f)$  quantum
numbers condense 
yielding  the global   symmetry breaking such as 
$$   G_F = SU_L(n_f)\times SU_R(n_f) \Rightarrow   SU_V(3),   $$
observed in Nature? 
Are  't Hooft's Abelian monopoles    in some sense  composites of these non-Abelian  monopoles ? 


\section*{Acknowledgments}
The author thanks R. Auzzi, S. Bolognesi, G. Carlino, R. Grena, P.S. Kumar,
 H. Murayama and L. Spanu for fruitful collaboration.
The author  also thanks the organizers of the 2002 International Workshop
``Strong Coupling Gauge Theories and Effective Field Theories (SCGT 02)"" (Nagoya, November 2002)
where this talk was given, and of  ``Institue of Physics Meeting"" (London, February 2003) where a
 slightly modified version of the 
talk was presented, for  stimulating  discussions. 




\begin{thebibliography}{100}


\bibitem{TH}  G. 't Hooft, {\bf  Nucl. Phys.   B190}   (1981) 455;
S. Mandelstam,  {\bf Phys. Lett.  53B }  (1975) 476.  

\bibitem{SW1}
N. Seiberg and E. Witten,   {\bf   Nucl. Phys. B426} (1994) 19; Erratum
\textit{ibid.}     {\bf   Nucl.Phys.   B430} (1994) 485, hep-th/9407087.

\bibitem{SW2}
N. Seiberg and E. Witten, {\bf Nucl. Phys.  B431} (1994) 484,
   hep-th/9408099.


\bibitem{curves}

P.~C.~Argyres and A.~F.~Faraggi, {\bf Phys. Rev. Lett {\bf 74}} (1995)
3931, hep-th/9411047;
A. Klemm, W. Lerche, S. Theisen and S. Yankielowicz,  {\bf  Phys. Lett.
{\bf B344} }    (1995) 169, hep-th/9411048;
 {\bf  Int. J. Mod. Phys. A11}   (1996) 1929, hep-th/9505150;
A. Hanany
and Y. Oz,   {\bf  Nucl. Phys. {\bf B452} }   (1995) 283,
hep-th/9505075;
P.  C.  Argyres, M.  R.  Plesser and A.  D.  Shapere,   {\bf  Phys.  Rev.
Lett.  {\bf 75} }      (1995) 1699, hep-th/9505100;
P. C. Argyres and A. D. Shapere,   {\bf    Nucl. Phys. {\bf B461} }    (1996)
437,
hep-th/9509175;   A. Hanany,
 {\bf   Nucl.Phys. {\bf B466}}    (1996) 85,  hep-th/9509176.

\bibitem{ArPlSei}
P. C. Argyres, M. R. Plesser and N. Seiberg, Nucl. Phys. {\bf B471}
(1996)
159, hep-th/9603042.


\bibitem{CKMP}  G. Carlino, K. Konishi and H. Murayama,
 {\bf    Nucl. Phys.  B590}  (2000) 37,     hep-th/0005076; 
G. Carlino, K. Konishi, P. S.  Kumar  and H. Murayama,
 hep-th/0104064,   {\bf    Nucl. Phys.  B608}  (2001) 51.



\bibitem{BK}   S. Bolognesi and K. Konishi,  {\bf    Nucl. Phys.  B645 }  (2002) 337, hep-th/0207161. 


\bibitem{CDyons} A. Abouelsaood, {\bf Nucl. Phys. B226} (1983) 309; P. Nelson and A. Manohar,  {\bf Phys. Rev. Lett. 50}
(1983) 943; A. Balachandran et. al.,   {\bf Phys. Rev. Lett. 50}
(1983) 1553;  P. Nelson and S. Coleman,  {\bf Nucl. Phys. B227} (1984) 1;  E. Weinberg,  {\bf Phys.Rev.D54} (1996) 6351,
hep-th/9605229. 



\bibitem{AGK}  R. Auzzi, R. Grena and K. Konishi,  {\bf    Nucl. Phys.  B653 } (2003) 204, hep-th/0211282.


\bibitem{GNO}   P. Goddard, J. Nuyts and D. Olive,   {\bf Nucl. Phys.  B125}
(1977) 1,    E. Weinberg, {\bf Nucl. Phys. B167} (1980) 500;  {\bf Nucl. Phys. B203} (1982) 445. 

\bibitem{AD}
P. C. Argyres and M. R. Douglas,   {\bf    Nucl. Phys.  B448}  (1995) 93,   hep-th/9505062.


\bibitem{SCF}
P. C. Argyres,  M. R. Plesser,  N. Seiberg and E. Witten, {\bf  Nucl. Phys.
{\bf 461}}   (1996) 71, hep-th/9511154.

\bibitem{Eguchi}
 T. Eguchi,  K. Hori, K. Ito and S.-K. Yang, {\bf  Nucl. Phys. {\bf B471}}
(1996)
430, hep-th/9603002.

\bibitem{lebowitz}
A. Lebowitz, {\bf Israel J. Math. 12} (1972) 223.

\bibitem{GVY} A. Gorsky, A. Vainshtein and  A. Yung,   {\bf  Nucl. Phys.   B584}   (2000) 197,  hep-th/0004087. 

\end{thebibliography}

\end{document}

"
