,equation
0,"\begin{equation}
K = - \ln (S + \bar S).
\label{Kahler-S}
\"
1,"\begin{equation}
f=S,
\"
2,"\begin{equation}
W = d e ^{-\Delta S},
\label{superW-1}
\"
3,"\begin{equation}
V = \frac{1}{S + \bar S}\left[|(S+\bar S)W_S-W|^2-3|W|^2\right],
\label{scalar-V}
\"
4,"\begin{equation}
(S+\bar S)W_S-W =0,
\label{sol-1}
\"
5,"\begin{equation}
(S+\bar S)^2W_{SS} = 2 \bar W \frac{(S+\bar S)W_S-W }
{(S+\bar S)\bar W_S-\bar W } .
\label{sol-2}
\"
6,"\begin{equation}
W= d e^{-\Delta S}\hat W(T).
\"
7,"\begin{equation}
V= \frac{|e^{-\Delta S}|^2 |\hat W(T)|^2}{(S + \bar S)(T+\bar T)^3}
[((S+\bar S)\Delta +1)^2 + g(T,\bar T)],
\"
8,"\begin{equation}
g(T,\bar T) \equiv \frac{1}{3}|(T+\bar T)\frac{W_T}{W}-3|^2 -3.
\"
9,"\begin{equation}
-3 \ln(T + \bar T) .
\"
10,"\begin{equation}
W = d_1 e^{-\Delta_1 S} + d_2 e^{-\Delta_2 S} .
\"
11,"\begin{equation}
Re(S) = \frac{1}{\Delta_1 -\Delta_2} 
\ln \frac{\Delta_1 d_1}{\Delta_2d_2} .
\label{RT-sol-2}
\"
12,"\begin{equation}
f_a = S + \sigma_a M,
\"
13,"\begin{equation}
f_{5a} = T_i + \sigma_{5a} M,
\"
14,"\begin{equation} 
K(T_i,\bar T_i)   = -\ln(T_i + \bar T_i),
\"
15,"\begin{equation}
M \rightarrow M +i \delta_{GS}\Lambda ,
\"
16,"\begin{equation}
$\frac{\partial K(M,\bar M)}{\partial M}$,
%\"
17,"\begin{equation}
 K(M,\bar M) =\frac{1}{2}(M +\bar M)^2 +\cdots .
\"
18,"\begin{equation}
 K(M,\bar M) =-\ln (M +\bar M) ,
\"
19,"\begin{equation}
\frac{1}{g^2_a(\mu)} = S + \sigma^{MSSM}_a M + 
\frac{b^{MSSM}_a}{16\pi^2} \ln \frac{M^2_s}{\mu^2} ,
\"
20,"\begin{equation}
\log_{10}\frac{M_s}{M_X} \sim \frac{\sigma^{MSSM}_a Re(M)}{0.03} ,
\"
21,"\begin{equation}K = -\ln(S +\bar S) 
+K(M,\bar M),
\"
22,"\begin{equation}
W= d e^{-\Delta (S + \sigma M)} .
\"
23,"\begin{equation}
\left(\frac{\partial K(M,\bar M)}{\partial M}- \Delta \sigma \right)~W 
=0,
\label{sol-M}
\"
24,"\begin{equation}
m \equiv M+\bar M -\Delta \sigma .
\"
25,"\begin{equation}
V = \frac{e^{-\Delta(S + \bar S)-\sigma^2 \Delta^2/2}}{S + \bar S}
e^{m^2/2}[m^2+ g(S+\bar S)] ,
\"
26,"\begin{equation}
g(S+\bar S) \equiv | (S + \bar S)\frac{W_S}{W}-1|^2 -3 .
\label{def-g-0}
\"
27,"\begin{equation}
g(S+\bar S) = (\Delta (S + \bar S)+1)^2 -3 .
\label{def-g}
\"
28,"\begin{equation}
m=0, \qquad m = \pm \sqrt{-2-g(S+\bar S)} .
\"
29,"\begin{equation}
2 + g(S +\bar S) < 0  .
\"
30,"\begin{equation}
2 + g(S +\bar S) > 0  .
\"
31,"\begin{equation}
2Re(M) = -\Delta \sigma, \qquad 
2Re(M) = -\Delta \sigma \pm \sqrt{-2-g(S+\bar S)} .
\"
32,"\begin{equation}
m' \equiv (M+\bar M)\sigma\Delta +1 .
\"
33,"\begin{equation}
V = \frac{\sigma \Delta}{(S+\bar S)(m'-1)}e^{-\Delta (S + \bar S)+2}
e^{-m'} (m'^2+g(S+\bar S))  .
\"
34,"\begin{equation}
m'=0, \qquad m'=1\pm \sqrt{-g(S + \bar S)-1} .
\"
35,"\begin{equation}
g(S+\bar S) <-1.
\"
36,"\begin{equation}
g(S + \bar S) > -2.
\"
37,"\begin{equation}
g(S + \bar S) < -2.
\"
38,"\begin{equation}
Re(M) = \frac{-1}{\sigma \Delta}, \qquad 
\frac{-\sqrt{-g(S+ \bar S)-1}}{\sigma \Delta},
\"
39,"\begin{equation}
W = d_1 e^{-\Delta_1 (S + \sigma_1 M)} 
+ d_2 e^{-\Delta_2 (S + \sigma_2 M)} .
\"
40,"\begin{equation}
\Delta_a \sigma_a  = C,
\"
41,"\begin{equation}
W = e^{-CM} \tilde W, \qquad 
\tilde W = (d_1 e^{-\Delta_1 S} + d_2 e^{-\Delta_2 S}) .
\"
