,equation
0,"\begin{equation}
[\hat{J}_{MN},\hat{J}_{OP}]=2\left(
\eta_{NO}\hat{J}_{MP}
+\eta_{MP}\hat{J}_{NO}
-\eta_{MO}\hat{J}_{NP}
-\eta_{NP}\hat{J}_{MO}
\right), 
\label{so(5,1)}
\"
1,"\begin{equation}
N=\frac{1}{6}(n+1)(n+2)(n+3). 
\label{size}
\"
2,"\begin{equation}
\epsilon^{\mu\nu\lambda\rho\sigma}
\hat{x}_{\mu}\hat{x}_{\nu}\hat{x}_{\lambda}\hat{x}_{\rho}
=C\hat{x}_{\sigma} 
\label{foursphererelation}
\"
3,"\begin{equation}
\hat{x}_{\mu}\hat{x}_{\mu}=\rho^{2}, 
\label{spherecondition}
\"
4,"\begin{equation}
\hat{x}_{\mu}=\alpha\hat{G}_{\mu},   
\"
5,"\begin{equation}
C=(8n+16)\alpha^{3} 
\"
6,"\begin{equation}
\rho^{2}=\alpha^{2}n(n+4). 
\"
7,"\begin{equation}
[\hat{N}_{i},\hat{N}_{j}]=2i\epsilon_{ijk}\hat{N}_{k}, 
\hspace{0.3cm}
[\hat{M}_{i},\hat{M}_{j}]=2i\epsilon_{ijk}\hat{M}_{k},
\hspace{0.3cm} 
[\hat{M}_{i},\hat{N}_{j}]=0,  
\label{twosphereonfoursphere}
\"
8,"\begin{equation}
\hat{N}_{i}=-\frac{i}{4}\eta_{ab}^{i}
\hat{G}_{ab}, \hspace{0.4cm}
\hat{M}_{i}=-\frac{i}{4}\bar{\eta}_{ab}^{i}
\hat{G}_{ab}, 
\label{thooftsymbol}
\"
9,"\begin{equation}
\frac{\frac{8}{3}\pi^{2}\rho^{4} n}{N}
=\frac{16\pi^{2}\rho^{4}n}{(n+1)(n+2)(n+3)}, 
\"
10,"\begin{equation}
\hat{w}_{\mu\nu}\equiv i\alpha G_{\mu\nu}. 
%=\frac{i\alpha}{2}[\hat{G}_{\mu},\hat{G}_{\nu}].
\"
