,equation
0,"\begin{equation}
H = 
\int d^2x \Biggl[{1 \over 2}( m_0^2 \varphi_{\alpha}^2
 + (\nabla \varphi_{\alpha})^2) 
+ {\lambda \over 24} (\varphi_{\alpha}^2)^2 \Biggr] ,
\label{eq:1} \\
\"
1,"\begin{equation}
g = {n + 8 \over {24 \pi}} g_4,
\label{eq:6}
\"
2,"\begin{equation}
f(x) = \sum_{i = 0}^{\infty} c_i x^i = \int\limits_0^{\infty} 
e^{-t} t^b F(xt) dt, \ \ \ \ \   
\nonumber\\
F(y) = \sum_{i = 0}^{\infty} {c_i \over (i + b)!} y^i \ \ , 
\label{eq:7}
\"
3,"\begin{equation}
\chi_4 = {\partial^3M \over{\partial H^3}} \Bigg\arrowvert_{H = 0} 
= - \chi^2 m^{-2} g_4, \qquad \quad 
\label{eq:8} \\
\"
4,"\begin{equation}
\eta^{(2)} = {1 \over \nu} + \eta - 2, 
\qquad \qquad \eta^{(4)} = {1 \over \nu} - 2,  
\label{eq:9}
\"
5,"\begin{equation}
H = 
\int d^2x \Biggl[{1 \over 2}( m_0^2 \varphi_{\alpha}^2
 + (\nabla \varphi_{\alpha})^2) 
+ {\lambda \over 24} (\varphi_{\alpha}^2)^2 \Biggr] ,
\label{eq:1} \\
\"
6,"\begin{equation}
g = {n + 8 \over {24 \pi}} g_4,
\label{eq:6}
\"
7,"\begin{equation}
f(x) = \sum_{i = 0}^{\infty} c_i x^i = \int\limits_0^{\infty} 
e^{-t} t^b F(xt) dt, \ \ \ \ \   
\nonumber\\
F(y) = \sum_{i = 0}^{\infty} {c_i \over (i + b)!} y^i \ \ , 
\label{eq:7}
\"
8,"\begin{equation}
\chi_4 = {\partial^3M \over{\partial H^3}} \Bigg\arrowvert_{H = 0} 
= - \chi^2 m^{-2} g_4, \qquad \quad 
\label{eq:8} \\
\"
9,"\begin{equation}
\eta^{(2)} = {1 \over \nu} + \eta - 2, 
\qquad \qquad \eta^{(4)} = {1 \over \nu} - 2,  
\label{eq:9}
\"
