,equation
0,"\begin{equation}\label{faction}
I_f=\int d^4x\;{\overline\psi}\left(i/\!\!\!\partial-m-
{/\!\!\!\!A}-{/\!\!\!b}\gamma_5\right)\psi
\"
1,"\begin{equation}\label{cs}
I_{CS}=\frac12\int\,d^4x\,\varepsilon^{\mu\nu\lambda\rho}\,\kappa_{\mu}
F_{\nu\lambda}A_{\rho}
\"
2,"\begin{equation}
e^{i I[b,A]}=\int D{\overline \psi}D\psi\, e^{i\int d^4x{\cal L}_f}
\"
3,"\begin{equation}
I[b,A]=-i\,{\rm Tr}\,\ln({/\!\!\!p}-m-{/\!\!\!\!A}-{/\!\!\!b}\gamma_5)
\"
4,"\begin{equation}\label{ea}
I^{\,\prime}[b,A]=i\,{\rm Tr} \sum_{n=1}^{\infty}\frac1n
\Biggl[\frac1{{/\!\!\!p}-m-{/\!\!\!b}\gamma_5}{/\!\!\!\!A}\Biggr]^n
\"
5,"\begin{equation}
I^{(2)}[b,A]=\frac{i}{2}{\rm Tr}\frac{1}{/\!\!\!p-m-/\!\!\!b
\gamma_5}\;{/\!\!\!\!A}\;\frac{1}{/\!\!\!p-m-/\!\!\!b\gamma_5}\;{/\!\!\!\!A}
\"
6,"\begin{equation}\label{exp}
\frac{1}{/\!\!\!p-m-/\!\!\!b\gamma_5}=\frac{1}{/\!\!\!p-m}+\frac{1}
{/\!\!\!p-m}\;{/\!\!\!b\gamma_5}\;\frac{1}{/\!\!\!p-m}+\cdots
\"
7,"\begin{equation}\label{eat}
I^{(1,2)}[b,A]=\frac{i}{2}\;{\rm Tr}
\bigl[S(p)\;{/\!\!\!b\gamma_5}\;S(p)\;
{/\!\!\!\!A}\;S(p)\;{/\!\!\!\!A}+S(p)\;{/\!\!\!\!A}\;S(p)\;
{/\!\!\!b\gamma_5}\;S(p)\;{/\!\!\!\!A}\bigr]
\"
8,"\begin{equation}
S(p)=\frac1{/\!\!\!p-m}
\"
9,"\begin{equation}\label{ea1}
I^{(1,2)}[b,A]=\frac{i}{2}\int d^4x\;\left(\Pi_a^{\mu\nu}+
\Pi_b^{\mu\nu}\right)\,A_{\mu}A_{\nu}
\"
