,equation
0,"\begin{equation}\label{hidlagr}
I=\frac{1}{16\pi G_{4+n}}\int d^{4+n}x \sqrt{-G} \left( R[G]
-\frac{1}{2\times 4!} F_{[4]}^2
\right)\,,
\"
1,"\begin{equation}\label{compac}
ds^2=e^{-n\psi(x)} g_{\mu\nu}(x)dx^\mu
dx^\nu+e^{2\psi(x)}d\Sigma^2_{\sigma,n}\,.
\"
2,"\begin{equation}\label{lodlagr}
I=\frac{1}{16\pi G_{4}}\int d^4x \sqrt{-g}\left( R[g]
-\frac{n(n+2)}{2}(\partial\psi)^2 -
V(\psi)\right)\,,
\"
3,"\begin{equation}\label{psipot}
V(\psi)= \frac{b^2}{2}\; e^{-3n\psi}-\sigma
n(n-1)e^{-(n+2)\psi}\,.
\"
4,"\begin{equation}
ds^2=-e^{6B+2nC}dt^2 +e^{2B}d{\bf
x}_{(3)}^2+e^{2C}d\Sigma^2_{\sigma,n}\,, \"
5,"\begin{equation} g_{\mu\nu}(x)dx^\mu
dx^\nu=-e^{3(2B+nC)}dt^2+e^{2B+n C}d{\bf x}^2_{(3)}\,,
\"
6,"\begin{equation}
a(t)=e^{B+nC/2}. \"
7,"\begin{equation} d\eta=a(t)^3
dt\,, \"
8,"\begin{equation}
B(t)=-\frac{1}{3}\log \left( b\sqrt{\frac{n-1}{6(n+2)}}\cosh
3(t-t_0)\right)\,,
\"
9,"\begin{equation}
\psi(t)=C(t)=g(t)-\frac{3}{n-1}B(t)\,,
\"
10,"\begin{equation}
\beta=\frac{1}{n-1}\sqrt{\frac{3(n+2)}{n}}
\"
11,"\begin{equation} V(\psi)\sim
e^{-\lambda \hat\psi}, \label{lamb} \"
12,"\begin{equation} \psi \to
\left(\frac{3}{n-1}-\beta\right)(-t)\to +\infty \,, \"
13,"\begin{equation} \frac{d\psi}{d\eta} \to
-\left(\frac{3}{n-1}-\beta\right) e^{\frac{3}{2}\left(n\beta
-\frac{n+2}{n-1}\right) (-t)} \to -\infty\,. \"
14,"\begin{equation} \psi\to
\frac{1}{n-1}\log \frac{1}{|t|} \to +\infty\,, \"
15,"\begin{equation}
\frac{d\psi}{d\eta}\to |t|^{\frac{3n}{2(n-1)}}\frac{1}{n-1}\log
\frac{1}{|t|} \to 0^+\,. \"
16,"\begin{equation}
a(\eta)\sim \eta^r \label{scf}\,,
\"
17,"\begin{equation} \beta(n-1)\coth\beta(n-1)|t|=3 \tanh 3|t|\,. \"
18,"\begin{equation}
\psi(t=0)=\frac{1}{n-1}\log \frac{b}{\sqrt{2n(n-1)}}\,.
\"
19,"\begin{equation}\label{hidlagr}
I=\frac{1}{16\pi G_{4+n}}\int d^{4+n}x \sqrt{-G} \left( R[G]
-\frac{1}{2\times 4!} F_{[4]}^2
\right)\,,
\"
20,"\begin{equation}\label{compac}
ds^2=e^{-n\psi(x)} g_{\mu\nu}(x)dx^\mu
dx^\nu+e^{2\psi(x)}d\Sigma^2_{\sigma,n}\,.
\"
21,"\begin{equation}\label{lodlagr}
I=\frac{1}{16\pi G_{4}}\int d^4x \sqrt{-g}\left( R[g]
-\frac{n(n+2)}{2}(\partial\psi)^2 -
V(\psi)\right)\,,
\"
22,"\begin{equation}\label{psipot}
V(\psi)= \frac{b^2}{2}\; e^{-3n\psi}-\sigma
n(n-1)e^{-(n+2)\psi}\,.
\"
23,"\begin{equation}
ds^2=-e^{6B+2nC}dt^2 +e^{2B}d{\bf
x}_{(3)}^2+e^{2C}d\Sigma^2_{\sigma,n}\,, \"
24,"\begin{equation} g_{\mu\nu}(x)dx^\mu
dx^\nu=-e^{3(2B+nC)}dt^2+e^{2B+n C}d{\bf x}^2_{(3)}\,,
\"
25,"\begin{equation}
a(t)=e^{B+nC/2}. \"
26,"\begin{equation} d\eta=a(t)^3
dt\,, \"
27,"\begin{equation}
B(t)=-\frac{1}{3}\log \left( b\sqrt{\frac{n-1}{6(n+2)}}\cosh
3(t-t_0)\right)\,,
\"
28,"\begin{equation}
\psi(t)=C(t)=g(t)-\frac{3}{n-1}B(t)\,,
\"
29,"\begin{equation}
\beta=\frac{1}{n-1}\sqrt{\frac{3(n+2)}{n}}
\"
30,"\begin{equation} V(\psi)\sim
e^{-\lambda \hat\psi}, \label{lamb} \"
31,"\begin{equation} \psi \to
\left(\frac{3}{n-1}-\beta\right)(-t)\to +\infty \,, \"
32,"\begin{equation} \frac{d\psi}{d\eta} \to
-\left(\frac{3}{n-1}-\beta\right) e^{\frac{3}{2}\left(n\beta
-\frac{n+2}{n-1}\right) (-t)} \to -\infty\,. \"
33,"\begin{equation} \psi\to
\frac{1}{n-1}\log \frac{1}{|t|} \to +\infty\,, \"
34,"\begin{equation}
\frac{d\psi}{d\eta}\to |t|^{\frac{3n}{2(n-1)}}\frac{1}{n-1}\log
\frac{1}{|t|} \to 0^+\,. \"
35,"\begin{equation}
a(\eta)\sim \eta^r \label{scf}\,,
\"
36,"\begin{equation} \beta(n-1)\coth\beta(n-1)|t|=3 \tanh 3|t|\,. \"
37,"\begin{equation}
\psi(t=0)=\frac{1}{n-1}\log \frac{b}{\sqrt{2n(n-1)}}\,.
\"
