,equation
0,"\begin{equation}}
%\def\ee{\"
1,"\begin{equation}
ds^{2}=-\Omega(r)dt^{2}+\Omega^{-1}(r)dr^{2},~~~\Omega(r)=1-2M/r,
\label{1}\"
2,"\begin{equation}
\delta T_{\mu\nu}(r\rightarrow 2M)\sim <T_{\mu\nu}(r\rightarrow
2M)>^{ren.}_{\omega}. \label{1-a}\"
3,"\begin{equation}
u=t-\stackrel{*}{r},~~~~\stackrel{*}{r}=r+2M\ln|\frac{r}{2M}-1|.
\label{2}\"
4,"\begin{equation}
\xi>>2M. \label{3}\"
5,"\begin{equation}
<T_{uu}(r\rightarrow 2M)>^{ren.}_{\omega}\sim \xi^{-2}.
\label{4}\"
6,"\begin{equation}
\nabla^{\mu}<T_{\mu\nu}>^{ren.}_{\omega}=0.
\label{5}\"
7,"\begin{equation}
<T_{\mu}^{\nu}>^{ren.}_{\omega}=T_{\mu}^{(1)\nu}+T_{\mu}^{(2)\nu}+T_{\mu}^{(3)\nu}
\label{6}\"
8,"\begin{equation}
T_{\mu}^{(1)\nu}=
\left(\matrix{<T^{\alpha}_{\alpha}(r)>_{\omega}-\Omega^{-1}(r)H(r)&0\cr
0&\Omega^{-1}(r)H(r)~\cr}\right)
\label{6-a}\"
9,"\begin{equation}
T_{\mu}^{(2)\nu}=
\Omega^{-1}(r)\frac{K}{M^{2}}\left(\matrix{1&-1\cr
1&-1\cr}\right)
\label{6b}\"
10,"\begin{equation}
T_{\mu}^{(3)\nu}=
\Omega^{-1}(r)\frac{Q}{M^{2}}\left(\matrix{-2&0\cr
0&2\cr}\right).
\label{6c}\"
11,"\begin{equation}
H(r)=\frac{1}{2}\int^r_{2M}
\Big({{d\over{dr^\prime}}
\Omega(r^\prime)}\Big)<T^\alpha_\alpha(r^\prime)>_{\omega} dr^\prime.
\label{6d}\"
12,"\begin{equation}
<T_{uu}>^{ren.}_{\omega}=\frac{1}{2}(H(r)+2Q/M^{2})-\frac{1}{4}\Omega(r)
<T^{\alpha}_{\alpha}(r)>_{\omega}
\label{7}\"
13,"\begin{equation}
<T_{uu}(r\rightarrow 2M)>^{ren.}_{\omega}\rightarrow Q/M^{2}.
\label{8}\"
14,"\begin{equation}
V=4M~ exp(v/4M),~~~ U=-4M~ exp(-u/4M)
\label{9}\"
15,"\begin{equation}
<T_{UU}(r\rightarrow 2M)>^{ren.}_{\omega}\sim l^{-2}_p
\label{10}\"
16,"\begin{equation}
<T_{UU}>^{ren.}_{\omega}=\frac{1}{4} ~exp(-r/M) V^{2} (r-2M)^{-2}
<T_{uu}>^{ren.}_{\omega}. \label{11}\"
17,"\begin{equation}
r\rightarrow 2(M-\delta M)
\"
18,"\begin{equation}
\delta M<< M
\"
19,"\begin{equation}
\delta M\sim |\frac{dM}{dv}(\tilde{v})| (v_0-\tilde{v})
\label{12}\"
20,"\begin{equation}
\delta v<< 2M.\label{13}\"
21,"\begin{equation}
-\frac{dM}{dv}(\tilde{v)}\sim (l_p)^2 \frac{1}{M^2}.
\label{14}\"
22,"\begin{equation}
\delta M\sim l_p \frac{l_p}{M} \frac{\delta v}{M}
\label{15}\"
23,"\begin{equation}
\delta M<< l_p. \label{16}\"
24,"\begin{equation}
<T_{uu}(r\rightarrow 2M)>^{ren}_{\omega}\sim \xi^{-2}
\label{18}\"
25,"\begin{equation}
\xi\sim\frac{l_P}{\delta M} 2M>>2M.
\label{19}\"
26,"\begin{equation}
<T_{uu}(r\rightarrow 2M)>^{ren.}_{\omega}=\gamma l^{-2}_p
\frac{dM}{dv} (v\rightarrow v_0),~~~ \gamma\sim(2M/\xi)^2<<1.
\label{20}\"
27,"\begin{equation}
{\pi\over{12}}T^2\left(\matrix{-1&-1\cr
1&1\cr}\right)
\label{21}\"
28,"\begin{equation}
T_{t}^{t}(r)\rightarrow T_{t}^{r}(r),~~~as ~r\rightarrow\infty
\label{22}\"
29,"\begin{equation}
K-\frac{1}{2}M^{2}[H(\infty)-<T_{\alpha}^{\alpha}(\infty)>_{\omega}+2Q]=0.
\label{23}\"
30,"\begin{equation}
<T_{\alpha}^{\alpha}(r)>^{ren.}_{\omega}=\frac{M}{6\pi r^{3}}.
\label{24}\"
31,"\begin{equation}
{\pi\over{12}}(kT)^2\left(\matrix{-2&0\cr
0&2\cr}\right).
\label{15}\"
32,"\begin{equation}}
%\def\ee{\"
33,"\begin{equation}
ds^{2}=-\Omega(r)dt^{2}+\Omega^{-1}(r)dr^{2},~~~\Omega(r)=1-2M/r,
\label{1}\"
