,equation
0,"\begin{equation}
d{\tilde{s}_5^2}={l\over{|z-{z_0}|+{z_0}}}\left(d{z^2}+d{s_4^2}\right),
\"
1,"\begin{equation}
{\tilde{g}_{\mu\nu}}={\Omega^2}{g_{\mu\nu}}.\label{gm4}
\"
2,"\begin{equation}
d{\tilde{s}_5^2}={\Omega^2}d{s_5^2},
\"
3,"\begin{equation}
d{s_5^2}=d{z^2}+d{s_4^2}\label{gm2}
\"
4,"\begin{equation}
d{s_4^2}=-{e^{2A}}d{t^2}+{e^{2B}}d{r^2}+{R^2}d{\Omega_2^2}.\label{gm3}
\"
5,"\begin{equation}
\tilde{\mathcal{S}}=\int{d^4}xdz\sqrt{-\tilde{g}}
\left[{\tilde{R}\over{2{\kappa_5^2}}}-
{\Lambda_B}-{\lambda\over{\sqrt{\tilde{g}_{55}}}}\delta\left(z-{z_0}\right)+
{\tilde{\mathcal{L}}_B}\right].\label{5Dact}
\"
6,"\begin{equation}
{\tilde{G}_\mu^\nu}=-{\kappa_5^2}\left[{\Lambda_B}{\delta_\mu^\nu}+
\lambda\delta
\left(z-{z_0}\right){\tilde{\gamma}_\mu^\nu}-{\tilde{T}_\mu^\nu}\right],
\label{5DEeq}
\"
7,"\begin{equation}
{\tilde{\gamma}_\mu^\nu}={1\over{\sqrt{\tilde{g}_{55}}}}\left(
{\delta_\mu^\nu}-{\delta_5^\nu}{\delta_\mu^5}\right)
\"
8,"\begin{equation}
{\tilde{T}_\mu^\nu}={\tilde{\mathcal{L}}_B}{\delta_\mu^\nu}-
2{{\delta{\tilde{\mathcal{L}}_B}}\over{\delta{\tilde{g}^{\mu\alpha}}}}
{\tilde{g}^{\alpha\nu}}
\"
9,"\begin{equation}
{\tilde{\nabla}_\mu}{\tilde{T}_\nu^\mu}=0.\label{5Dceq}
\"
10,"\begin{equation}
{\tilde{T}_\mu^\nu}={\Omega^{s+2}}{T_\mu^\nu}.\label{ctst}
\"
11,"\begin{equation}
{\nabla_\mu}{T_\nu^\mu}+{\Omega^{-1}}\left[(s+7){T_\nu^\mu}{\partial_\mu}
\Omega-T{\partial_\nu}\Omega\right]=0,\label{t5Dceq}
\"
12,"\begin{equation}
{G_\mu^\nu}={\kappa_5^2}{T_\mu^\nu},\label{r5DEeq}
\"
13,"\begin{equation}
{\nabla_\mu}{T_\nu^\mu}=0,\label{r5Dceq}
\"
14,"\begin{equation}
3{T_\nu^\mu}{\partial_\mu}\Omega-T {\partial_\nu}\Omega=0.
\label{5Dceqwf}
\"
