,equation
0,"\begin{equation}
    \ddot{\phi}-\phi''+2\phi(\phi^2-1)=0. \label{rI}
\"
1,"\begin{equation}
   \phi_s(x) = \pm\tanh(x-x_o) \label{rII}
\"
2,"\begin{equation}
   \phi(t,x)=\phi_s(x)+\xi(t,x) \label{rIII}.
\"
3,"\begin{equation}
   \ddot{\xi}+{\bf L}\xi+N(\xi)=0,
   \label{rIV}
\"
4,"\begin{equation}
   {\bf L}=-\frac{\partial^2}{\partial
   x^2}+\left[4-6\left(1-\phi_s^2\right)\right],  \label{rV}
\"
5,"\begin{equation}
   N(\xi) = 6\phi_s\xi^2+2\xi^3.
   \label{rVI}
\"
6,\begin{equation} {\bf L}\eta=\omega^2\eta \label{rVII}. \
7,"\begin{equation}
  \eta_t(x)=\frac{1}{\cosh^2 x} \label{rVIII}
\"
8,"\begin{equation}
  \eta_d(x)=\frac{\sinh x}{\cosh^2x}. \label{rIX}
\"
9,"\begin{equation}
 \eta_k(x)=e^{ikx}\left(3\tanh^2x-3ik\tanh x-1-k^2\right), \label{rX}
\"
10,\begin{equation} k^2=\omega^2-4. \
11,"\begin{equation}
\ddot{\eta}+{\bf L}\eta+6\phi_sA_d^2\eta_d^2=0. \label{rXI} \"
12,"\begin{equation}
-\omega^2\tilde{\eta}(\omega,x)+{\bf L}\tilde{\eta}(\omega,x)+\tilde{T}(\omega)g(x)=0.
\label{rXII} \"
13,"\begin{equation} G_k(x,y)=\begin{cases}
-\frac{1}{W}\eta_k(y)\eta_{-k}(x)&x<y\\
-\frac{1}{W}\eta_{-k}(y)\eta_{k}(x)&x>y
\end{cases}
\"
14,"\begin{equation}
  \tilde{\eta}(\omega,x)=-\frac{\tilde{T}(\omega)}{W}
  \left(\eta_{-k}(x)\int_{-\infty}^x\!\!dy\,\eta_k(y)g(y)+
  \eta_{k}(x)\int^{\infty}_x\!\!dy\, \eta_{-k}(y)g(y)\right).
  \label{rXIII}
\"
