,equation
0,"\begin{equation} \label{coord}
[x^\mu]=-1, \qquad [\ensuremath{\theta}^\ensuremath{\alpha}]=[\ensuremath{\theta}^{\dot{\ensuremath{\alpha}}}]=-\ensuremath{{\scriptstyle \frac{1}{2}}}.
\"
1,"\begin{equation} \label{met}
_\ensuremath{\Lambda} H_\Pi=\left(\begin{array}{ccc} \eta_{\mu\nu} & 0 & 0 \\
0 & k^2\ensuremath{\epsilon}_{\ensuremath{\alpha}\ensuremath{\beta}} & 0 \\
0 & 0 & -k^2\ensuremath{\epsilon}_{\dot{\ensuremath{\alpha}}\dot{\ensuremath{\beta}}} \end{array}\right) \quad
\Rightarrow \quad ^\ensuremath{\Lambda} H^\Pi=\left(\begin{array}{ccc} \eta^{\mu\nu} & 0 & 0 \\
0 & -\frac{1}{k^2}\ensuremath{\epsilon}^{\ensuremath{\alpha}\ensuremath{\beta}} & 0 \\
0 & 0 & \frac{1}{k^2}\ensuremath{\epsilon}^{\dot{\ensuremath{\alpha}}\dot{\ensuremath{\beta}}} \end{array}\right),
\"
2,"\begin{equation} \label{iosp}
\begin{split}
{Z'}^\ensuremath{\Lambda}& =Z^\ensuremath{\Lambda}+\,^\ensuremath{\Lambda}\!\ensuremath{\Lambda}_\Pi\,Z^\Pi+\Xi^\ensuremath{\Lambda}, \\
\text{where} \quad _\ensuremath{\Lambda}\ensuremath{\Lambda}_\Pi =-&(-1)^{\ensuremath{\Lambda}+\Pi+\ensuremath{\Lambda}\Pi}_{\qquad\qquad\!\!\Pi}\ensuremath{\Lambda}_\ensuremath{\Lambda} \quad\text{(antisupersymmetric)},
\end{split}
\"
3,"\begin{equation} \label{sp}
\left(\begin{array}{c} {x'}^\mu \\ {\ensuremath{\theta}'}^\ensuremath{\alpha} \\ {\ensuremath{\theta}'}^{\dot{\ensuremath{\alpha}}} \end{array}\right)
=\left(\begin{array}{c} x^\mu \\ \ensuremath{\theta}^\ensuremath{\alpha} \\ \ensuremath{\theta}^{\dot{\ensuremath{\alpha}}} \end{array}\right)+
\left(\begin{array}{ccc} \ensuremath{\lambda}^\mu_{\ \nu} & \ensuremath{\sigma}^\mu_{\ \ensuremath{\beta}\dot{\ensuremath{\alpha}}}\;\xi^{\dot{\ensuremath{\alpha}}} & \ensuremath{\sigma}^\mu_{\ \ensuremath{\alpha}\dot{\ensuremath{\beta}}}\;\xi^{\ensuremath{\alpha}} \\
0 & \frac{1}{2}\ensuremath{\lambda}_{\mu\nu}\;\ensuremath{\sigma}^{\mu\nu\ensuremath{\alpha}}_{\ \ \ \,\ensuremath{\beta}} & 0 \\
0 & 0 & \frac{1}{2}\ensuremath{\lambda}_{\mu\nu}\;\ensuremath{\sigma}^{\mu\nu\dot{\ensuremath{\alpha}}}_{\ \ \ \,\dot{\ensuremath{\beta}}} \end{array}\right)
\left(\begin{array}{c} x^\nu \\ \ensuremath{\theta}^\ensuremath{\beta} \\ \ensuremath{\theta}^{\dot{\ensuremath{\beta}}} \end{array}\right) +
\left(\begin{array}{c} a^\mu \\ \xi^\ensuremath{\alpha} \\ \xi^{\dot{\ensuremath{\alpha}}} \end{array}\right).
\"
4,"\begin{equation} \label{modsp}
\left(\begin{array}{c} {x'}^\mu \\ {\ensuremath{\theta}'}^\ensuremath{\alpha} \\ {\ensuremath{\theta}'}^{\dot{\ensuremath{\alpha}}} \end{array}\right)
=\left(\begin{array}{c} x^\mu \\ \ensuremath{\theta}^\ensuremath{\alpha} \\ \ensuremath{\theta}^{\dot{\ensuremath{\alpha}}} \end{array}\right)+
\left(\begin{array}{ccc} \ensuremath{\lambda}^\mu_{\ \nu} & \ensuremath{\sigma}^\mu_{\ \ensuremath{\beta}\dot{\ensuremath{\alpha}}}\;\xi^{\dot{\ensuremath{\alpha}}} & \ensuremath{\sigma}^\mu_{\ \ensuremath{\alpha}\dot{\ensuremath{\beta}}}\;\xi^{\ensuremath{\alpha}} \\
-\frac{1}{k^2}\ensuremath{\sigma}_{\nu\ \dot{\ensuremath{\alpha}}}^{\ \ensuremath{\alpha}}\;\xi^{\dot{\ensuremath{\alpha}}} & \frac{1}{2}\ensuremath{\lambda}_{\mu\nu}\;\ensuremath{\sigma}^{\mu\nu\ensuremath{\alpha}}_{\ \ \ \,\ensuremath{\beta}} & 0 \\
\frac{1}{k^2}\ensuremath{\sigma}_{\nu\ensuremath{\alpha}}^{\ \ \;\dot{\ensuremath{\alpha}}}\;\xi^\ensuremath{\alpha} & 0 & \frac{1}{2}\ensuremath{\lambda}_{\mu\nu}\;\ensuremath{\sigma}^{\mu\nu\dot{\ensuremath{\alpha}}}_{\ \ \ \,\dot{\ensuremath{\beta}}} \end{array}\right)
\left(\begin{array}{c} x^\nu \\ \ensuremath{\theta}^\ensuremath{\beta} \\ \ensuremath{\theta}^{\dot{\ensuremath{\beta}}} \end{array}\right) +
\left(\begin{array}{c} a^\mu \\ \xi^\ensuremath{\alpha} \\ \xi^{\dot{\ensuremath{\alpha}}} \end{array}\right).
 \"
5,"\begin{equation} \label{eflat}
^A\!E_\ensuremath{\Lambda}=\left(\begin{array}{ccc} ^m\ensuremath{\delta}_\mu & 0 & 0 \\
0 & \frac{1}{k}\,^a\ensuremath{\delta}_\ensuremath{\alpha} & 0 \\
0 & 0 & \frac{1}{k}\,^{\dot{a}}\ensuremath{\delta}_{\dot{\ensuremath{\alpha}}} \end{array}\right).
\"
6,"\begin{equation} \label{atransa}
\ensuremath{\delta}\,A^m_{\ \,n\ensuremath{\Lambda}}=\,^m\!\ensuremath{\Lambda}_{n,\ensuremath{\Lambda}}+\,^r\!\ensuremath{\Lambda}_n\;A^m_{\ \,r\ensuremath{\Lambda}}-\,^m\!\ensuremath{\Lambda}_r\;A^r_{\ n\ensuremath{\Lambda}}.
\"
7,"\begin{equation} \label{coord}
[x^\mu]=-1, \qquad [\ensuremath{\theta}^\ensuremath{\alpha}]=[\ensuremath{\theta}^{\dot{\ensuremath{\alpha}}}]=-\ensuremath{{\scriptstyle \frac{1}{2}}}.
\"
8,"\begin{equation} \label{met}
_\ensuremath{\Lambda} H_\Pi=\left(\begin{array}{ccc} \eta_{\mu\nu} & 0 & 0 \\
0 & k^2\ensuremath{\epsilon}_{\ensuremath{\alpha}\ensuremath{\beta}} & 0 \\
0 & 0 & -k^2\ensuremath{\epsilon}_{\dot{\ensuremath{\alpha}}\dot{\ensuremath{\beta}}} \end{array}\right) \quad
\Rightarrow \quad ^\ensuremath{\Lambda} H^\Pi=\left(\begin{array}{ccc} \eta^{\mu\nu} & 0 & 0 \\
0 & -\frac{1}{k^2}\ensuremath{\epsilon}^{\ensuremath{\alpha}\ensuremath{\beta}} & 0 \\
0 & 0 & \frac{1}{k^2}\ensuremath{\epsilon}^{\dot{\ensuremath{\alpha}}\dot{\ensuremath{\beta}}} \end{array}\right),
\"
9,"\begin{equation} \label{iosp}
\begin{split}
{Z'}^\ensuremath{\Lambda}& =Z^\ensuremath{\Lambda}+\,^\ensuremath{\Lambda}\!\ensuremath{\Lambda}_\Pi\,Z^\Pi+\Xi^\ensuremath{\Lambda}, \\
\text{where} \quad _\ensuremath{\Lambda}\ensuremath{\Lambda}_\Pi =-&(-1)^{\ensuremath{\Lambda}+\Pi+\ensuremath{\Lambda}\Pi}_{\qquad\qquad\!\!\Pi}\ensuremath{\Lambda}_\ensuremath{\Lambda} \quad\text{(antisupersymmetric)},
\end{split}
\"
