,equation
0,"\begin{equation}  \label{prop}
G^{\mu\nu}_{ab}(k) = \frac {-i\delta ^{ab}}{k^2}\left \{g^{\mu\nu}-\frac{%
k^\mu n^\nu+k^\nu n^\mu)}{k\cdot n}\right \}\,,
\"
1,"\begin{equation}
G_{ab}^{\mu \nu }(k)=\frac{-i\delta ^{ab}}{k^{2}}\left\{ g^{\mu \nu }-\frac{%
k^{\mu }n^{\nu }+k^{\nu }n^{\mu }}{k\cdot n}+\frac{k^{2}n^{\mu }n^{\nu }}{%
(k\cdot n)^{2}}\right\} ,  \label{correct}
\"
2,"\begin{equation}  \label{disprel}
k^{-}=\frac{(k^{\perp })^{2}+m^{2}}{k^{+}}.
\"
3,"\begin{equation}
\mathcal{L}=-\frac{1}{4}F_{\mu \nu }F^{\mu \nu }-\frac{1}{2\alpha }\left(
n_{\mu }A^{\mu }\right) ^{2}-\frac{1}{2\beta }\left( \partial _{\mu }A^{\mu
}\right) ^{2},  \label{lag}
\"
4,"\begin{equation}
\mathcal{L}=-\frac{1}{4}F_{\mu \nu }F^{\mu \nu }-\frac{1}{2\beta }\left(
\partial _{\mu }A^{\mu }\right) ^{2}-\frac{1}{2\alpha }\left( n_{\mu }A^{\mu
}\right) ^{2}=\mathcal{L}_{\text{E}}+\mathcal{L}_{GF}  \label{2}
\"
5,"\begin{equation}
\mathcal{L}_{\text{E}}=\frac{1}{2}A^{\mu }\left( \square g_{\mu \nu
}-\partial _{\mu }\partial _{\nu }\right) A^{\nu }  \label{3}
\"
6,"\begin{equation}
\mathcal{L}=\frac{1}{2}A^{\mu }\left( \square g_{\mu \nu }-\partial _{\mu
}\partial _{\nu }+\frac{1}{\beta }\partial _{\mu }\partial _{\nu }-\frac{1}{%
\alpha }n_{\mu }n_{\nu }\right) A^{\nu }  \label{5}
\"
7,"\begin{equation}
O_{\mu \nu }=-k^{2}g_{\mu \nu }+k_{\mu }k_{\nu }-\theta k_{\mu }k_{\nu
}-\lambda n_{\mu }n_{\nu }\,,  \label{6}
\"
8,"\begin{equation}
O_{\mu \nu }G^{\nu \lambda }\left( k\right) =\delta _{\mu }^{\lambda }
\label{7}
\"
9,"\begin{equation}
A=-(k^{2})^{-1}  \label{9}
\"
