,equation
0,"\begin{equation}
R_{\mu\nu}=0, \hspace{5mm} \frac{\partial V}{\partial \phi^I}=0.
\"
1,"\begin{equation}
S = \frac1{2\kappa^2}\int d^dx\sqrt{-g}\ \left[ \ R-\frac12\partial_\mu\Phi\partial^\mu\Phi
   -\frac12g_{IJ}(\phi)\partial_\mu\phi^I\partial^\mu\phi^J-V(\phi) \ \right],
\"
2,"\begin{equation}
R_{\mu\nu}-\frac12g_{\mu\nu}R+\frac12g_{\mu\nu}V(\phi_c) = 0.
\"
3,"\begin{equation}
C(r) = 2F(r)-G(r)-\frac38H(r),
\"
4,"\begin{equation}
r\frac d{dr}C(r) = -\frac34H(r),
\"
5,"\begin{equation}
c(\mu) = -\frac{3\alpha'}2\frac{S(\mu)}{V(\mu)},
    \label{c=action}
\"
6,"\begin{equation}
c(\mu) = -\frac{3\alpha'}2\frac{S_{total}(\mu)}{V_{total}(\mu)}.
   \label{totalC}
\"
7,"\begin{equation}
S = \frac1{2\kappa^2}\int d^Dx\sqrt{-g}e^{-2\Phi}(R+4(\nabla\Phi)^2-V(\phi_c))
    \label{SFaction}
\"
8,"\begin{equation}
S = \frac1{2\kappa^2}\int d^Dx\sqrt{-g}e^{-2\Phi}(-2V(\phi_0)),
\"
9,"\begin{equation}
c = 3\alpha'V(\Phi_0).
\"
10,"\begin{equation}
{\cal V} = \left(
\begin{array}{cc}
{u_{ij}}^{IJ} & v_{ijKL} \\ \bar{v}^{klIJ} & {\bar{u}^{kl}}_{KL}
    \label{vielbein}
\end{array}
\right).
\"
11,"\begin{equation}
{\cal P(V)} = \frac1{24}|A_2|^2-\frac34|A_1|^2,
   \label{P(V)}
\"
12,"\begin{equation}
X = \left(
\begin{array}{cccc}
e^{a_1s} & & & \\ & e^{a_2s} & & \\ & & \ddots & \\ & & & e^{a_8s}
   \label{SL(8)}
\end{array}
\right) \hspace{5mm} \in \ SL(8,{\bf R}), 
\"
13,"\begin{equation}
a_1=\cdots=a_p, \ a_{p+1}=\cdots=a_8,
\"
14,"\begin{equation}
x_mP_{mn}x_n = \mbox{const.}, \hspace{5mm} (x_1,\cdots,x_8) \in {\bf R}^8,
\"
15,"\begin{equation}
e^{3t}((x_1)^2+(x_2)^2)+e^{-t}((x_3)^2+\cdots+(x_8)^2)=\rho^2
\"
16,"\begin{equation}
ds^2 = \rho^2\left[ \left(e^t+e^{-3t}\frac{r^2}{1-r^2}\right)dr^2+e^tr^2d\Omega_5^2+e^{-3t}(1-r^2)d\theta^2
       \right],
\"
17,"\begin{equation}
ds^2 \sim \rho^2\left[ d\tilde{r}^2+\tilde{r}^2d\Omega_5^2+e^{-3t}(1-e^{-t}\tilde{r}^2)d\theta^2\right],
\"
18,"\begin{equation}
ds^2_{IIA} = \rho^2e^{-3t/2}\mu^{-1}\sqrt{1-r^2}
        \left[ \left(e^t+e^{-3t}\frac{r^2}{1-r^2}\right)dr^2+e^tr^2d\Omega_5^2 \right].
\"
19,"\begin{equation}
\int_0^1dr\sqrt{g_{rr}} \to 0\hspace{5mm} (t\to +\infty).
\"
20,"\begin{equation}
{\cal P}(\lambda) = -\frac14(e^{2\lambda}+2e^{-\lambda}). 
\"
21,"\begin{equation}
e^{2t}((x_1)^2+(x_2)^2)+e^{-t}((x_3)^2+\cdots+(x_6)^2)=\rho^2.
\"
22,"\begin{equation}
R_{\mu\nu}=0, \hspace{5mm} \frac{\partial V}{\partial \phi^I}=0.
\"
23,"\begin{equation}
S = \frac1{2\kappa^2}\int d^dx\sqrt{-g}\ \left[ \ R-\frac12\partial_\mu\Phi\partial^\mu\Phi
   -\frac12g_{IJ}(\phi)\partial_\mu\phi^I\partial^\mu\phi^J-V(\phi) \ \right],
\"
24,"\begin{equation}
R_{\mu\nu}-\frac12g_{\mu\nu}R+\frac12g_{\mu\nu}V(\phi_c) = 0.
\"
25,"\begin{equation}
C(r) = 2F(r)-G(r)-\frac38H(r),
\"
26,"\begin{equation}
r\frac d{dr}C(r) = -\frac34H(r),
\"
27,"\begin{equation}
c(\mu) = -\frac{3\alpha'}2\frac{S(\mu)}{V(\mu)},
    \label{c=action}
\"
28,"\begin{equation}
c(\mu) = -\frac{3\alpha'}2\frac{S_{total}(\mu)}{V_{total}(\mu)}.
   \label{totalC}
\"
29,"\begin{equation}
S = \frac1{2\kappa^2}\int d^Dx\sqrt{-g}e^{-2\Phi}(R+4(\nabla\Phi)^2-V(\phi_c))
    \label{SFaction}
\"
30,"\begin{equation}
S = \frac1{2\kappa^2}\int d^Dx\sqrt{-g}e^{-2\Phi}(-2V(\phi_0)),
\"
31,"\begin{equation}
c = 3\alpha'V(\Phi_0).
\"
32,"\begin{equation}
{\cal V} = \left(
\begin{array}{cc}
{u_{ij}}^{IJ} & v_{ijKL} \\ \bar{v}^{klIJ} & {\bar{u}^{kl}}_{KL}
    \label{vielbein}
\end{array}
\right).
\"
33,"\begin{equation}
{\cal P(V)} = \frac1{24}|A_2|^2-\frac34|A_1|^2,
   \label{P(V)}
\"
34,"\begin{equation}
X = \left(
\begin{array}{cccc}
e^{a_1s} & & & \\ & e^{a_2s} & & \\ & & \ddots & \\ & & & e^{a_8s}
   \label{SL(8)}
\end{array}
\right) \hspace{5mm} \in \ SL(8,{\bf R}), 
\"
35,"\begin{equation}
a_1=\cdots=a_p, \ a_{p+1}=\cdots=a_8,
\"
36,"\begin{equation}
x_mP_{mn}x_n = \mbox{const.}, \hspace{5mm} (x_1,\cdots,x_8) \in {\bf R}^8,
\"
37,"\begin{equation}
e^{3t}((x_1)^2+(x_2)^2)+e^{-t}((x_3)^2+\cdots+(x_8)^2)=\rho^2
\"
38,"\begin{equation}
ds^2 = \rho^2\left[ \left(e^t+e^{-3t}\frac{r^2}{1-r^2}\right)dr^2+e^tr^2d\Omega_5^2+e^{-3t}(1-r^2)d\theta^2
       \right],
\"
39,"\begin{equation}
ds^2 \sim \rho^2\left[ d\tilde{r}^2+\tilde{r}^2d\Omega_5^2+e^{-3t}(1-e^{-t}\tilde{r}^2)d\theta^2\right],
\"
