,equation
0,"\begin{equation}
S = \int {\rm d}^2 \sigma \sqrt{g}g^{ab}\partial_a X\cdot
\partial_b X,
\"
1,"\begin{equation}
\delta g_{\bar z\bar z} =\bigtriangledown_{\bar z} \bar v_{\bar z}
+ 2 g_{z\bar z}\delta y^i \mu_{\bar z}^{iz}, \label{eqzz}
\"
2,"\begin{equation}
\langle\phi^i,\mu^j\rangle =  \langle\mu^j,\phi^i\rangle =\int{\rm
d}^2 z \, \phi^i_{zz} \mu_{\bar z}^{jz} .
\"
3,"\begin{equation}
\langle\phi^i | \phi^j\rangle = \int {\rm d}^2 z g^{z\bar z}
(\phi^i)^*\phi^j .
\"
4,"\begin{equation}
Z_g = \int_{M_g}\prod_{i=1}^{3g-3} {\rm d}^2 y^i \, {|{\rm
det}\langle\phi^i, \mu^j\rangle |^2\over{\rm det}\langle\phi^i |
\phi^j\rangle } {\rm
det}'(\bigtriangledown_z\bigtriangledown^z_{-1})\int {\cal D}X
{\rm e}^{-S[X]} .
\"
5,"\begin{equation}
Z_g = \int_{M_g}\prod_{i=1}^{3g-3} {\rm d}^2 y^i \,\int {\cal
D}[Xbc\bar b\bar c] \prod_{i=1}^{3g-3} |\langle b, \mu^i\rangle
|^2 \,
 {\rm e}^{-S[X]- S_{\rm gh}[b,c,\bar b, \bar c]} .
\"
6,"\begin{equation}
{\chi_{\bar z}}^+ = \partial_{\bar z}\delta \epsilon(z,\bar z) +
\sum_{a=1}^{2g-2} \rho^a {\chi_{a\bar z}}^+, \label{eqrho}
\"
7,"\begin{equation}
J(z) = - { 1\over 2} \psi(z)\cdot \partial_zX(z) +{1\over2}b(z)
\gamma(z) -{3\over 2}\beta(z)\partial_zc(z) -
\partial_z\beta(z)c(z).
\"
8,"\begin{equation}
y^2(z) = \prod_{i=1}^{2g+2} ( z- a_i), \label{covering}
\"
9,"\begin{equation}
A_n(k_i,\epsilon_i)   =   \int {\rm d} \mu \prod_{i=1}^n {\rm d}^2
z_i \sum_{s}\eta_s Q_s \langle \prod_{i=1}^n
V(k_i,\epsilon_i;z_i,\bar z_i) \rangle_s \times ({\rm right~part})
\label{eqoneloop},
\"
10,"\begin{equation}
{\rm d}\mu = { 1\over T^6} \, {\prod_{i=1}^4 {\rm d}^2 a_i/{\rm
d}V_{pr} \over |\prod_{i < j} a_{ij}|^4 } , \label{eq20}
\"
11,"\begin{equation}
({\rm 4-point:~left~part}) = ({\rm kinematic~factor}) \times
 {\prod_{i < j}(a_i-a_j) \over \prod_{i=1}^4 y(z_i)
} ,
\"
12,"\begin{equation}
A_4(k_i,\epsilon_i) \to  K(k_i,\epsilon_i) \times {\pi \over 3} \,
.
\"
13,"\begin{equation}
Q_s = \prod_{i <j} (A_i-A_j)(B_i-B_j),
\"
14,"\begin{equation} \langle
J(x_1)\psi(z_i) \rangle \langle J(x_2) \psi(z_j) (\cdots) \rangle,
\"
15,"\begin{equation}
K_R = t_{\mu_1\nu_1\mu_2\nu_2\mu_3\nu_3
 \mu_4\nu_4} \epsilon_1^{\mu_1} k_1^{\nu_1}
\epsilon_2^{\mu_2} k_2^{\nu_2}\epsilon_3^{\mu_3} k_3^{\nu_3}
\epsilon_4^{\mu_4} k_4^{\nu_4},
\"
16,"\begin{equation}
R^4 = t^{\mu_1\nu_1\mu_2\nu_2\mu_3\nu_3 \mu_4\nu_4}
t^{\rho_1\sigma_1\rho_2\sigma_2\rho_3\sigma_3\rho_4\sigma_4}
R_{\mu_1\nu_1\rho_1\sigma_1}R_{\mu_2\nu_2\rho_2\sigma_2}
R_{\mu_3\nu_3\rho_3\sigma_3}R_{\mu_4\nu_4\rho_4\sigma_4}.
\"
17,"\begin{equation}
T (a_i, \bar{a}_i)  =  \int { {\rm d}^2 z_1 {\rm d}^2 z_2
 |z_1 - z_2|^2 \over |y(z_1)y(z_2)|^2 },
\label{Eqtwo}
\"
18,"\begin{equation}
  AII_0 = -\bar x|x|^2 \int\ {\rm d}\mu\int {{\rm d}^2z~\bar z\over
|y(z)y(0)y(x)|^2}\, \left[ R\, L-{1\over \bar x}\, L-x\, R+{x\over
\bar x}\right] ,
\"
19,"\begin{equation}
{1\over |y(0)|^2}\, \left[ {1\over 2} \, \sum_{i=1}^6{1\over\bar
a_i} \right]  =-\sum_{i=1}^6 {\partial \over \partial \bar
a_i}{1\over |y(0)|^2}.
\"
20,"\begin{equation}
\int {\rm d}^2 a \, {\partial \over \partial \bar a}  f(a,\bar a)
\times { 1 \over a^n} = \int {\rm d}^2 a \, {\partial \over
\partial \bar a} \left[ f(a,\bar a) \times { 1 \over a^n} \right] ,
\"
21,"\begin{equation}
\sum_{i=1}^6  {\partial \over \partial \bar a_i}\left[{L-x\over
|y(z)y(x)|^2} \right]  =-(L-x)\left[ {\partial \over \partial \bar
z}+{\partial \over \partial \bar x} \right] {1\over |y(z)y(x)|^2}.
\"
22,"\begin{equation}
Q=\int{\rm d}\mu\int {\rm d}^2z~{(L-x)\over |y(0)y(z)|^2} \left[
1-\bar z{\partial \over \partial \bar x} \right] \, {1\over
|y(x)|^2}.
\"
23,"\begin{equation}
a_i \to x a_i, \qquad \qquad z \to x z,
\"
24,"\begin{equation}
\left[   {\partial \over \partial \bar x} +{1\over \bar x} \right]
\, {1\over \bar x} = 0,
\"
25,"\begin{equation}
\psi^*_\alpha (z) = (z-q_\alpha)S(z,q_\alpha)  \, {y(q_\alpha
)\over y(z)} \, , \qquad \alpha = 1, 2.
\"
26,"\begin{equation}
 (S(z,q_1)\partial_zS(z,q_2) -
S(z,q_2)\partial_zS(z,q_1) ) = {i \over 4 (z-q)^2} S_1(z) .
\"
27,"\begin{equation}
T_{\beta\gamma}(w)    =   - { 3/2\over (w-q_1)^2} -
{\partial\psi^*_1(q_1)\over w-q_1} -{1\over8}\Delta_1^2(q)  - {
1\over 32}S_1^2(q) + O(w-q_1).
\"
28,"\begin{equation}
S_1(q)  \propto  S(q_1,q_2), \quad \hbox{and}\quad (S_1(q))^3 .
\"
29,"\begin{equation}
S_1(q) (S_1(w))^2 .
\"
30,"\begin{equation}
 S(q_1,q_2) = {i\over 4} S_1(q),
\"
31,"\begin{equation}
\partial_{q_2} S(q_1,q_2) = {i \over 8} \, S_2(q) .
\"
32,"\begin{equation}
c_1 S_1(q) + c_2 S_2(q) + c_3 S_1^3(q)+ \sum_{a=1}^3 d_a S_1(p_a).
\label{eqform}
\"
33,"\begin{equation}
V_i(k_i,\epsilon_i, z_i) = ( \epsilon\cdot \partial X(z_i) + i
k_i\cdot \psi(z_i) \, \epsilon_i\cdot\psi(z_i) )\,  {\rm e}^{ i
k_i \cdot X(z_i, \bar z_i)} .
\"
34,"\begin{equation}
\langle  \prod_{i=1}^3  k_i\cdot \psi(z_i) \,
\epsilon\cdot\psi(z_i) \rangle \propto
S(z_1,z_2)S(z_2,z_3)S(z_3,z_1) + \hbox{(other terms)}.
\"
35,"\begin{equation}
\langle \psi(q_1)\psi(q_2) \prod_i k_i\cdot \psi(z_i) \,
\epsilon\cdot\psi(z_i) \rangle \propto S(q_1,z_1)
S(z_1,z_2)S(z_2,z_3) S(z_3,q_2)  + \cdots .
\"
36,"\begin{equation}
\partial_x S(z, x) = { 1\over  2(z-x)^2 }
\, {u(z) + u(x) \over \sqrt{u(z)u(x)}  }  - {S_1(x) \over 8\,
(z-x) } \, {u(z) - u(x) \over \sqrt{u(z)u(x)} } \,   .
\label{eqpartial}
\"
37,"\begin{equation}
\sum_\delta \eta_\delta Q_\delta S(x,z_1,z_2,z_3) \,  S_1(x)  = -
{P(a)\over16  y^2(x) } \prod_{i=1}^3 {x-z_i\over y(z_i)} .
\"
38,"\begin{equation}
\sum_\delta \eta_\delta Q_\delta S(q_1,q_2) \langle
\psi(q_1)\cdot\partial\psi(q_1)\prod_{i=1}^3 k_i\cdot\psi(z_i)
\epsilon_i\cdot\psi(z_i)\rangle_\delta =0.
\"
39,"\begin{equation}
S = \int {\rm d}^2 \sigma \sqrt{g}g^{ab}\partial_a X\cdot
\partial_b X,
\"
40,"\begin{equation}
\delta g_{\bar z\bar z} =\bigtriangledown_{\bar z} \bar v_{\bar z}
+ 2 g_{z\bar z}\delta y^i \mu_{\bar z}^{iz}, \label{eqzz}
\"
41,"\begin{equation}
\langle\phi^i,\mu^j\rangle =  \langle\mu^j,\phi^i\rangle =\int{\rm
d}^2 z \, \phi^i_{zz} \mu_{\bar z}^{jz} .
\"
42,"\begin{equation}
\langle\phi^i | \phi^j\rangle = \int {\rm d}^2 z g^{z\bar z}
(\phi^i)^*\phi^j .
\"
43,"\begin{equation}
Z_g = \int_{M_g}\prod_{i=1}^{3g-3} {\rm d}^2 y^i \, {|{\rm
det}\langle\phi^i, \mu^j\rangle |^2\over{\rm det}\langle\phi^i |
\phi^j\rangle } {\rm
det}'(\bigtriangledown_z\bigtriangledown^z_{-1})\int {\cal D}X
{\rm e}^{-S[X]} .
\"
