,equation
0,"\begin{equation}
\frac{S}{2\pi rE}\leq 1,\"
1,"\begin{equation}
\frac{S}{2\pi rE}\leq \frac{1}{3}.\"
2,"\begin{equation}
\left(-\partial _{d}^{2}+\xi R+m^{2}\right)\Phi _{\lambda }\left(\tau ,\vec{x}\right)=\lambda \Phi _{\lambda }\left(\tau ,\vec{x}\right),
\label{main eigenvalue eq}\"
3,"\begin{equation}
\left(-\frac{\partial ^{2}}{\partial \tau ^{2}}+m^{2}\right)\Omega \left(\tau \right)=\alpha \Omega \left(\tau \right),\label{tau eigenvalue eq}\"
4,"\begin{equation}
\alpha \rightarrow \alpha _{n}=\left(\frac{2\pi n}{\beta }\right)^{2}+m^{2},\"
5,"\begin{equation}
\Omega \left(\tau \right)\rightarrow \Omega _{n}\left(\tau \right)\sim \exp \left(i2n\pi /\beta \right),\, \, \, \, n=0,\pm 1,\pm 2,\ldots .\"
6,"\begin{equation}
\left(-\vec{\nabla }_{d}^{2}+\xi R\right)\Psi _{\nu }\left(\vec{x}\right)=\nu \Psi _{\nu }\left(\vec{x}\right).\"
7,"\begin{equation}
-\vec{\nabla }_{d}^{2}Y_{\ell m}\left(\vec{x}\right)=\frac{M_{\ell }^{2}}{r^{2}}Y_{\ell m}\left(\vec{x}\right),\"
8,"\begin{equation}
\nu \rightarrow \nu _{\ell }=\frac{M_{\ell }^{2}}{r^{2}}+\xi R.\"
9,"\begin{equation}
\lambda \rightarrow \lambda _{n\ell }=\alpha _{n}+\nu _{\ell }=\left(\frac{2\pi n}{\beta }\right)^{2}+m^{2}+\xi R+\frac{M_{\ell }^{2}}{r^{2}}.\"
10,"\begin{equation}
\zeta \left(s \left| \frac{-\partial _{d}^{2}+\xi R+m^{2}}{\sigma ^{2}}\right.
\right)=\sigma ^{2s}\sum _{n=-\infty }^{\infty }\sum _{\ell =0}^{\infty }\left[\left(\frac{2\pi n}{\beta }\right)^{2}+\frac{M_{\ell }^{2}\left(\mu ,\chi \right)}{r^{2}}\right]^{-s},\"
11,"\begin{equation}
M_{\ell }^{2}\left(\mu ,\chi \right)\equiv M_{\ell }^{2}+\mu ^{2}+\chi ,
\"
12,"\begin{equation}
\log \, Z\left(\beta \right)=\frac{1}{2}\frac{d}{ds}\zeta \left(s=0\left|
\frac{-\partial _{d}^{2}+\xi R+m^{2}}{\sigma ^{2}}\right.\right).
\label{partion function I}\"
13,"\begin{equation}
\log \, Z\left(\beta \right)=-\frac{\beta }{2r}\sum _{\ell =0}^{\infty }D_{\ell }M_{\ell }\left(\mu ,\chi \right)-\sum _{\ell =0}^{\infty }D_{\ell }\log \left(1-e^{-\beta M_{\ell }\left(\mu ,\chi \right)/r}\right),\label{partition function II}\"
14,"\begin{equation}
M_{\ell }^{2}\left(\mu ,\chi \right)\equiv \left(\ell +1\right)^{2}+\mu _{eff}^{2}\"
15,"\begin{equation}
\mu _{eff}^{2}\equiv \mu _{eff}^{2}\left(\mu ,\chi \right)=\mu ^{2}+\chi -1.\label{effective mass}\"
16,"\begin{equation}
E_{0}\left(\mu _{eff}^{2}\right)=\frac{1}{2r}\sum _{\ell =0}^{\infty }\left(\ell +1\right)^{2}\sqrt{\left(\ell +1\right)^{2}+\mu _{eff}^{2}}.\label{zero-point energy}\"
17,"\begin{equation}
E_{0}\left(\mu _{eff}^{2}\left(\mu ^{2}=0,\chi =1\right)\right)=\frac{1}{2r}\zeta \left(-3\right)=\frac{1}{240r}.\"
18,"\begin{equation}
\log \widetilde{Z}\left(\beta \right)=-\sum _{\ell =1}^{\infty }\ell ^{2}\log \left(1-e^{-\beta \sqrt{\ell ^{2}+\mu _{eff}^{2}}/r}\right).\label{thermal pf}\"
19,"\begin{equation}
\widetilde{E}\left(\beta \right)=-\frac{d}{d\beta }\log \widetilde{Z}\left(\beta \right)=\frac{1}{r}\sum _{\ell =1}^{\infty }\frac{\ell ^{2}\left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}}{e^{\beta \left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}/r}-1},\label{Thermal energy}\"
20,"\begin{equation}
\widetilde{F}\left(\beta \right)=-\frac{1}{\beta }\log \widetilde{Z}\left(\beta \right)=-\frac{1}{\beta }\sum _{\ell =1}^{\infty }\ell ^{2}\log \left(1-e^{-\beta \sqrt{\ell ^{2}+\mu _{eff}^{2}}/r}\right). \"
21,"\begin{equation}
E\left(\beta \right)=E_{0}+\widetilde{E}\left(\beta \right)=\frac{1}{2r}\sum _{\ell =1}^{\infty }\ell ^{2}\left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}+\frac{1}{r}\sum _{\ell =1}^{\infty }\frac{\ell ^{2}\left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}}{e^{\beta \left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}/r}-1},\"
22,"\begin{equation}
F\left(\beta \right)=F_{0}+\widetilde{F}\left(\beta \right)=\frac{1}{2r}\sum _{\ell =1}^{\infty }\ell ^{2}\left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}+\frac{1}{\beta }\sum _{\ell =1}^{\infty }\ell ^{2}\log \left[1-e^{-\beta \left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}/r}\right]\"
23,"\begin{equation}
S\left(\beta \right)=\beta \left(E-F\right)=\frac{\beta }{r}\sum _{\ell =1}^{\infty }\frac{\ell ^{2}\left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}}{e^{\beta \left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}/r}-1}-\sum _{\ell =1}^{\infty }\ell ^{2}\log \left[1-e^{-\beta \left(\ell ^{2}+\mu _{eff}^{2}\right)^{1/2}/r}\right].\"
24,"\begin{equation}
\widetilde{E}\left(\beta \right)\approx \frac{\left(1+\mu _{eff}^{2}\right)^{1/2}}{r}e^{-\beta \left(1+\mu _{eff}^{2}\right)^{1/2}/r},\label{lowTenergy}\"
25,"\begin{equation}
\widetilde{F}\left(\beta \right)\approx -\frac{1}{\beta }e^{-\beta \left(1+\mu _{eff}^{2}\right)^{1/2}/r},\label{lowTfreeenergy}\"
26,"\begin{equation}
S\left(\beta \right)\approx \frac{\beta \left(1+\mu _{eff}^{2}\right)^{1/2}}{r}e^{-\beta \left(1+\mu _{eff}^{2}\right)^{1/2}/r}.\label{lowTentropy}\"
27,"\begin{equation}
h\sum _{\ell =1}^{\infty }f\left(h\ell \right)=-\frac{h}{2}f\left(0\right)+\int _{0}^{\infty }dx\, f\left(x\right)+i\int _{0}^{\infty }\frac{f\left(iy\right)-f\left(-iy\right)}{e^{2\pi y/h}-1},\label{Abel-Plana}\"
28,"\begin{equation}
\int _{\mu _{1}}^{\infty }dx\, \left(x^{2}-\mu _{1}^{2}\right)^{\nu -1}e^{-\mu _{2}x}=\frac{1}{\sqrt{\pi }}\left(\frac{2\mu _{1}}{\mu _{2}}\right)^{\nu -1/2}\Gamma \left(\nu \right)K_{\nu -\frac{1}{2}}\left(\mu _{1}\mu _{2}\right),\label{grad int}\"
29,"\begin{equation}
\int _{0}^{\infty }dx\, x^{2}\log \left[1-e^{-\left(x^{2}+m_{eff}^{2}\beta ^{2}\right)^{1/2}}\right]=m_{eff}\beta \sum _{n=1}^{\infty }\frac{1}{n^{3}}\, \left[\frac{d}{d\lambda }\, \frac{1}{\lambda }\, K_{1}\left(m_{eff}\beta \lambda n\right)\right]_{\lambda =1}.\"
30,"\begin{equation}
\left(\frac{d}{z\, dz}\right)^{m}\left[z^{-\nu }K_{\nu }\left(z\right)\right]=\left(-1\right)^{m}z^{-\nu -m}K_{\nu +m}\left(z\right),\label{recursion 1}\"
31,"\begin{equation}
\int _{0}^{\infty }dx\, x^{2}\log \left[1-e^{-\left(x^{2}+m_{eff}^{2}\beta ^{2}\right)^{1/2}}\right]=-\left(m_{eff}\beta \right)^{2}\, \sum _{n=1}^{\infty }\frac{1}{n^{2}}K_{2}\left(m_{eff}\beta n\right).\"
32,"\begin{equation}
\sin \left[k\left(y^{2}-m_{eff}^{2}\beta ^{2}\right)^{1/2}\right]=\sum _{n=1}^{\infty }\frac{\left(-1\right)^{n-1}}{\left(2n-1\right)!}\left(y^{2}-m_{eff}^{2}\beta ^{2}\right)^{n-1/2}k^{2n-1},\label{sinetaylor}\"
33,"\begin{equation}
i\int _{0}^{\infty }\frac{f\left(iy\right)-f\left(-iy\right)}{e^{2\pi y/h}-1}=-2\left(\frac{r}{\beta }\right)^{3}\, \sum _{n=1}^{\infty }\frac{\left(-1\right)^{n-1}}{\left(2n-1\right)!}\, \zeta \left(2-2n\right)G_{n}\left(m_{eff}\beta \right),\label{AB-thired term 2}\"
34,"\begin{equation}
G_{n}\left(m_{eff}\beta \right)\equiv \int _{m_{eff}\beta }^{\infty }dy\, y^{2}\frac{\left(y^{2}-m_{eff}^{2}\beta ^{2}\right)^{n-1/2}}{e^{2\pi ry/\beta }-1}.\"
35,"\begin{equation}
\log \widetilde{Z}\left(\beta \right)=\left(\frac{r}{\beta }\right)^{3}\left(m_{eff}\beta \right)^{2}\, \sum _{n=1}^{\infty }\frac{1}{n^{2}}K_{2}\left(m_{eff}\beta n\right)-2\left(\frac{r}{\beta }\right)^{3}\zeta \left(0\right)G_{1}\left(m_{eff}\beta \right).\label{thermal partition function}\"
36,"\begin{equation}
\int _{0}^{\infty }dx\, \frac{x^{\nu -1}}{e^{ux}-1}=\frac{\Gamma \left(\nu \right)}{u^{\nu }}\zeta \left(\nu \right),\"
37,"\begin{equation}
\log \widetilde{Z}\left(\beta \right)\approx \frac{\pi ^{4}}{45}\left(\frac{r}{\beta }\right)^{3}+\frac{1}{240}\frac{\beta }{r},\"
38,"\begin{equation}
\frac{1}{e^{x}-1}=\sum _{n=1}^{\infty }\, e^{-nx},\label{Denominator}\"
39,"\begin{equation}
G_{1}\left(m_{eff}\beta \right)=\left(\frac{\beta }{2\pi }\right)^{2}\frac{d^{2}}{d\lambda ^{2}}\sum _{n=1}^{\infty }\frac{1}{n^{2}}\int _{m_{eff}\beta }^{\infty }dy\left(y^{2}-m_{eff}^{2}\beta ^{2}\right)^{1/2}e^{-2\pi nry\lambda /\beta },\"
40,"\begin{equation}
G_{1}\left(m_{eff}\beta \right)=\left(\frac{\beta }{2\pi r}\right)^{3}\, m_{eff}\beta \sum _{n=1}^{\infty }\frac{1}{n^{3}}\frac{d^{2}}{d\lambda ^{2}}\frac{1}{\lambda }K_{1}\left(2\pi n\mu _{eff}\lambda \right).\"
41,"\begin{equation}
z\frac{dK_{\nu }\left(z\right)}{dz}-\nu K_{\nu }\left(z\right)=-zK_{\nu }\left(z\right),\"
42,"\begin{equation}
\frac{d^{2}}{d\lambda ^{2}}\left[\frac{1}{\lambda }K_{1}\left(2\pi n\mu _{eff}\lambda \right)\right]_{\lambda =1}=-\left(2\pi n\mu _{eff}\right)K_{2}\left(2\pi n\mu _{eff}\right)+\left(2\pi n\mu _{eff}\right)^{2}K_{3}\left(2\pi n\mu _{eff}\right),\"
43,"\begin{equation}
J_{1}\left(m_{eff},\beta \right)=-\frac{\mu _{eff}^{2}\beta }{\left(2\pi \right)^{2}r}\, \sum _{n=1}^{\infty }\frac{1}{n^{2}}K_{2}\left(2\pi n\mu _{eff}\right)+\frac{\mu _{eff}^{3}\beta }{2\pi r}\sum _{n=1}^{\infty }\frac{1}{n}K_{3}\left(2\pi n\mu _{eff}\right),\"
44,"\begin{equation}
\log Z\left(\infty \right)=-\frac{\beta }{2r}\sum _{n=1}^{\infty }n^{2}\left(n^{2}+\mu _{eff}^{2}\right)^{1/2},\"
