,equation
0,"\begin{equation}
\label{emo}{\Box \,< x^i(z,\bar z) \, x^j(\zeta,\bar \zeta) > \,
= - 2\pi\alpha' \delta^2(z-\zeta)\, G^{ij}}
\"
1,"\begin{equation}
\label{bcnp}{(\partial_z -\partial_{\bar z})
< x^i(z,\bar z) \, x^j(\zeta,\bar \zeta) > \,
+  2\pi\alpha' \,g^{ik} B_{k\ell} (\partial_z +\partial_{\bar z})\,
< x^\ell (z,\bar z) \, x^j(\zeta,\bar \zeta) >\,|_{z=\bar z} \, = 0}
\"
2,"\begin{equation}
\label{nc}
[X^i,X^j]= i\theta^{ij},
\"
3,"\begin{equation}
\label{strength}{{\hat F}_{ij} = \partial_i {\hat A}_j -\partial_j
{\hat A}_i
- i {\hat A}_i\star {\hat A}_j + i {\hat A}_j\star {\hat A}_i }
\"
4,"\begin{equation}
\label{map}{{ \hat F} = {1\over{1+ F \theta }} F \,,}
\"
5,"\begin{equation}
\label{moyal}{(f\star g)(x)=e^{{i\over 2}\theta^{ij}\partial_i{\partial'}_j}
f(x)g(x')|_{x=x'}}
\"
6,"\begin{equation}
\label{bione}{\sqrt{\det (g+ 2\pi\alpha' (B+F))}\sim
\sqrt{ \det( G+ 2\pi\alpha'{\hat F})}}
\"
7,"\begin{equation}
\label{eomx}{(\partial_\sigma^2 + \partial_t^2) \,X^\mu(\sigma, t) = 0}
\"
8,"\begin{equation}
\label{nmp}{ X^+ (z,\bar z) = x^+
+ {\textstyle {i\over 2}}\sqrt{2\alpha'}\sum_{r\in {\cal Z} + A}
{a_r\over r} ( z^{-r} + \bar z^{-r})
-{\textstyle {1\over 2}}\sqrt{2\alpha'} B \sum_{r\in {\cal Z} + A}
{a_r\over r} ( z^{-r} - \bar z^{-r} )}
\"
9,"\begin{equation}
\label{nmm}{ X^- (z,\bar z) = x^-
+ {\textstyle {i\over 2}}\sqrt{2\alpha'}\sum_{s\in {\cal Z} - A}
{\tilde a_s\over s} ( z^{-s} + \bar z^{-s})
+{\textstyle {1\over 2}}\sqrt{2\alpha'} B \sum_{s\in {\cal Z} - A}
{\tilde a_s\over s} ( z^{-s} - \bar z^{-s} )\,.}
\"
10,"\begin{equation}
\label{basta}
G = {g\over{1+B^2}}\,, \quad B = g q_1 2\pi\alpha' B_{12}\,,\quad  
A = {1\over \pi} ( \arctan B + \arctan {q_2\over q_1} B )\,.
\"
11,"\begin{equation}
\label{defin}
{f(\rho) \equiv \sum_{r=n+A;\, n\ge 0} {\rho^r\over
r}\,;
\qquad\quad \lim_{A\rightarrow 0} f(\rho) = - \ln (1 - \rho)\ +
\lim_{A\rightarrow 0} {\rho^A\over A}\,.}
\"
12,"\begin{equation}
\label{tlim}\tan {\pi A} \rightarrow -{{(q_1+q_2) {\sqrt{\epsilon}}}\over
2\pi q_1 q_2 }\quad \, A\rightarrow -{{(q_1+q_2) {\sqrt{\epsilon}}}\over
2 \pi^2 q_1 q_2 }\,.
\"
13,"\begin{equation}
\label{poly}{{S =
%{-{1\over{4\pi\alpha'}}}
\int_\Sigma\, d\tau d\sigma
\,[\,{\sqrt{-\gamma}}\gamma^{\alpha\beta}\, G_{MN} \partial_\alpha
X^M \partial_\beta X^M + B_{MN} \epsilon^{\alpha\beta} \partial_\alpha X^M
\partial_\beta X^N \,]}}
\"
14,"\begin{equation}
\label{bmet}{G_{MN} =\pmatrix{1&0&{a_2\over 2}&0\cr
0&1&{\hskip-3pt-{a_1\over 2}}&0\cr
{a_2\over 2}&{\hskip-3pt-{a_1\over 2}}&b&1\cr
0&0&1&0\,\cr}\,,
\qquad B_{MN} =\pmatrix{0&u&0&0\cr
-u&0&0&0\cr
0&0&0&0\cr 0&0&0&0\cr}\,.}
\"
15,"\begin{equation}
\label{bi}{(D_M F_{NL}) ( 1 - F^2)^{-1 \,LM} = 0}
\"
16,"\begin{equation}
\label{polynw}S =
\int_\Sigma\, d\tau d\sigma
\,[\,{\sqrt{-\gamma}}\gamma^{\alpha\beta}\,(\partial_\alpha
a^i\partial_\beta
a^i + 2 \partial_\alpha u\partial_\beta v +
b \partial_\alpha u\partial_\beta u 
+\epsilon_{ij}\partial_\alpha u\partial_\beta a^i a^j )
+\epsilon^{\alpha\beta} \epsilon_{ij} u
\partial_\alpha a^i \partial_\beta a^j\,] .
\"
17,"\begin{equation}
\label{emo}{\Box \,< x^i(z,\bar z) \, x^j(\zeta,\bar \zeta) > \,
= - 2\pi\alpha' \delta^2(z-\zeta)\, G^{ij}}
\"
18,"\begin{equation}
\label{bcnp}{(\partial_z -\partial_{\bar z})
< x^i(z,\bar z) \, x^j(\zeta,\bar \zeta) > \,
+  2\pi\alpha' \,g^{ik} B_{k\ell} (\partial_z +\partial_{\bar z})\,
< x^\ell (z,\bar z) \, x^j(\zeta,\bar \zeta) >\,|_{z=\bar z} \, = 0}
\"
19,"\begin{equation}
\label{nc}
[X^i,X^j]= i\theta^{ij},
\"
20,"\begin{equation}
\label{strength}{{\hat F}_{ij} = \partial_i {\hat A}_j -\partial_j
{\hat A}_i
- i {\hat A}_i\star {\hat A}_j + i {\hat A}_j\star {\hat A}_i }
\"
21,"\begin{equation}
\label{map}{{ \hat F} = {1\over{1+ F \theta }} F \,,}
\"
22,"\begin{equation}
\label{moyal}{(f\star g)(x)=e^{{i\over 2}\theta^{ij}\partial_i{\partial'}_j}
f(x)g(x')|_{x=x'}}
\"
23,"\begin{equation}
\label{bione}{\sqrt{\det (g+ 2\pi\alpha' (B+F))}\sim
\sqrt{ \det( G+ 2\pi\alpha'{\hat F})}}
\"
24,"\begin{equation}
\label{eomx}{(\partial_\sigma^2 + \partial_t^2) \,X^\mu(\sigma, t) = 0}
\"
25,"\begin{equation}
\label{nmp}{ X^+ (z,\bar z) = x^+
+ {\textstyle {i\over 2}}\sqrt{2\alpha'}\sum_{r\in {\cal Z} + A}
{a_r\over r} ( z^{-r} + \bar z^{-r})
-{\textstyle {1\over 2}}\sqrt{2\alpha'} B \sum_{r\in {\cal Z} + A}
{a_r\over r} ( z^{-r} - \bar z^{-r} )}
\"
26,"\begin{equation}
\label{nmm}{ X^- (z,\bar z) = x^-
+ {\textstyle {i\over 2}}\sqrt{2\alpha'}\sum_{s\in {\cal Z} - A}
{\tilde a_s\over s} ( z^{-s} + \bar z^{-s})
+{\textstyle {1\over 2}}\sqrt{2\alpha'} B \sum_{s\in {\cal Z} - A}
{\tilde a_s\over s} ( z^{-s} - \bar z^{-s} )\,.}
\"
27,"\begin{equation}
\label{basta}
G = {g\over{1+B^2}}\,, \quad B = g q_1 2\pi\alpha' B_{12}\,,\quad  
A = {1\over \pi} ( \arctan B + \arctan {q_2\over q_1} B )\,.
\"
28,"\begin{equation}
\label{defin}
{f(\rho) \equiv \sum_{r=n+A;\, n\ge 0} {\rho^r\over
r}\,;
\qquad\quad \lim_{A\rightarrow 0} f(\rho) = - \ln (1 - \rho)\ +
\lim_{A\rightarrow 0} {\rho^A\over A}\,.}
\"
29,"\begin{equation}
\label{tlim}\tan {\pi A} \rightarrow -{{(q_1+q_2) {\sqrt{\epsilon}}}\over
2\pi q_1 q_2 }\quad \, A\rightarrow -{{(q_1+q_2) {\sqrt{\epsilon}}}\over
2 \pi^2 q_1 q_2 }\,.
\"
30,"\begin{equation}
\label{poly}{{S =
%{-{1\over{4\pi\alpha'}}}
\int_\Sigma\, d\tau d\sigma
\,[\,{\sqrt{-\gamma}}\gamma^{\alpha\beta}\, G_{MN} \partial_\alpha
X^M \partial_\beta X^M + B_{MN} \epsilon^{\alpha\beta} \partial_\alpha X^M
\partial_\beta X^N \,]}}
\"
31,"\begin{equation}
\label{bmet}{G_{MN} =\pmatrix{1&0&{a_2\over 2}&0\cr
0&1&{\hskip-3pt-{a_1\over 2}}&0\cr
{a_2\over 2}&{\hskip-3pt-{a_1\over 2}}&b&1\cr
0&0&1&0\,\cr}\,,
\qquad B_{MN} =\pmatrix{0&u&0&0\cr
-u&0&0&0\cr
0&0&0&0\cr 0&0&0&0\cr}\,.}
\"
32,"\begin{equation}
\label{bi}{(D_M F_{NL}) ( 1 - F^2)^{-1 \,LM} = 0}
\"
33,"\begin{equation}
\label{polynw}S =
\int_\Sigma\, d\tau d\sigma
\,[\,{\sqrt{-\gamma}}\gamma^{\alpha\beta}\,(\partial_\alpha
a^i\partial_\beta
a^i + 2 \partial_\alpha u\partial_\beta v +
b \partial_\alpha u\partial_\beta u 
+\epsilon_{ij}\partial_\alpha u\partial_\beta a^i a^j )
+\epsilon^{\alpha\beta} \epsilon_{ij} u
\partial_\alpha a^i \partial_\beta a^j\,] .
\"
