,equation
0,"\begin{equation}
S \ = \ \int\limits_0^T d\tau \{ p_i \partial_\tau q_i -
\frac{1}{2}(p_1^2 + p_2^2) - \frac{1}{2} (q_1^2 - q_2^2)^2 \}
\label{sav}
\"
1,"\begin{equation}
S \ = \ \int\limits_0^T d\tau \{ p_i \partial_\tau q_i -
\frac12 (p_1^2+p_2^2) - \frac12(q_1^2
-q_2^2)^2[1+\frac{\lambda}{2}\ln(q_1^2-q_2^2)^2]\}
\label{imph}
\"
2,"\begin{equation}
E_{min} = - \frac{\lambda}{4}
\exp(-1-\frac{2}{\lambda})
\label{mine}
\"
3,"\begin{equation}
\begin{array}{ccc}
t & \longrightarrow & c^{-1} t \\
q & \longrightarrow & c q \\
p & \longrightarrow & c^{2} p
\end{array}
\label{scale1}
\"
4,"\begin{equation}
\begin{array}{ccc}
t & \longrightarrow & \left( \frac{1 -
\lambda \ln c^2}{c^2}\right)^{\frac{1}{2}} t \\
p & \longrightarrow & \left( \frac{c^4}{1-\lambda \ln
c^2} \right)^{\frac{1}{2}} p
\end{array}
\"
5,"\begin{equation}
\begin{array}{ccc}
\lambda & \longrightarrow & \frac{\lambda}{1-\lambda \ln c^2}
\label{beta}
\end{array}
\"
6,"\begin{equation}
S \ = \ \int\limits_0^T d\tau \{ p_i \partial_\tau q_i -
\frac{1}{2}(p_1^2 + p_2^2) - \frac{1}{2} (q_1^2 - q_2^2)^2 \}
\label{sav}
\"
7,"\begin{equation}
S \ = \ \int\limits_0^T d\tau \{ p_i \partial_\tau q_i -
\frac12 (p_1^2+p_2^2) - \frac12(q_1^2
-q_2^2)^2[1+\frac{\lambda}{2}\ln(q_1^2-q_2^2)^2]\}
\label{imph}
\"
8,"\begin{equation}
E_{min} = - \frac{\lambda}{4}
\exp(-1-\frac{2}{\lambda})
\label{mine}
\"
9,"\begin{equation}
\begin{array}{ccc}
t & \longrightarrow & c^{-1} t \\
q & \longrightarrow & c q \\
p & \longrightarrow & c^{2} p
\end{array}
\label{scale1}
\"
10,"\begin{equation}
\begin{array}{ccc}
t & \longrightarrow & \left( \frac{1 -
\lambda \ln c^2}{c^2}\right)^{\frac{1}{2}} t \\
p & \longrightarrow & \left( \frac{c^4}{1-\lambda \ln
c^2} \right)^{\frac{1}{2}} p
\end{array}
\"
11,"\begin{equation}
\begin{array}{ccc}
\lambda & \longrightarrow & \frac{\lambda}{1-\lambda \ln c^2}
\label{beta}
\end{array}
\"
