,equation
0,"\begin{equation}
W = \frac{g^2}{2 \mu} 
\mathop{{\rm Tr}}[(Q \tilde{Q} )(Q \tilde{Q})] + m\mathop{{\rm Tr}}[Q^{(1)}{\tilde Q}^{(1)}]
+
(N_c-N_f)\left[{\Lambda_{{\cal N} = 1}^{3 N_c - N_f}\over \det(Q \tilde{Q}) }\right]^{1\over N_c-N_f}
\label{fullWeff}
\"
1,"\begin{equation} 
\label{o2}
Z_i'={1\over Z_i}~~~~~~~~Y'_i =Y_iZ_i^2~~~~~~~~X'_i=X_i~~.
\"
2,"\begin{equation}
m+p=N_f~~.
\"
3,"\begin{equation}
x y - u v = 0
\label{singconif}
\"
4,"\begin{equation}
X_r=X-{1\over m_{\it adj}} YZ
\"
5,"\begin{equation}
uv-y(x-{1\over m_{\it adj}}y)=0~~.
\label{modeq}
\"
6,"\begin{equation}
y {\hat x}=  \zeta  ~~~~{\hat x}=x-{y\over 4m_{\it adj}}
\label{curveM}
\"
7,"\begin{equation}
pq+y (x-{y\over 4m_A})=  \zeta~~.
\label{stwcon}
\"
8,"\begin{equation}
W_F=\int\Omega\wedge F~~.
\label{GVW}
\"
9,"\begin{equation}
W_F=\int_A\Omega\int_B H_{NS}-\int_B\Omega\int_A F_{RR}=
\tau S - N_c \Pi
\"
10,"\begin{equation}
S=\int_A\Omega~~~~~~~~\Pi=\int_B\Omega~~~~~~~~\tau=\int_B H_{NS}
~~~~~~~~N_c=\int_A F_{RR}
\"
11,"\begin{equation}
u=  \sqrt{m_A} x ~~~~~~~~v= {y\over 2\sqrt{m_A}} - \sqrt{m_A} x
\label{coord}
\"
12,"\begin{equation}
u^2-v^2=\zeta
\"
13,"\begin{equation}
S=\int_A \Omega = \int\limits_{-\zeta^{1/2}}^{\zeta^{1/2}}  \sqrt{u^2-\zeta}\,du = 
{\zeta\over 4}
\"
14,"\begin{equation}
\Pi=\int\limits_{\zeta^{1/2}}^{\Lambda_0 \sqrt{m_A}} \sqrt{u^2-\zeta}\,du =
{1\over 2}\Lambda_0^2m_A +
\left[-{1\over 4}\zeta - {1\over 4}\zeta\ln{{\Lambda_0^2m_A\over S}}
\right]+{\cal O}({1\over \Lambda_0})
\"
15,"\begin{equation}
W_F = S\left(\ln {\Lambda^{2N_c}m_A^{N_c}\over S^{N_c}}+N_c\right)
\label{puregauge}
\"
16,"\begin{equation}
\Lambda^{2N_c}=e^{-\tau}\Lambda_0^{2N_c}
\"
17,"\begin{equation}
\Lambda_{\cN=1}^{3N_c}=\Lambda_{\cN=2}^{2N_c}m_A^{N_c}
\"
18,"\begin{equation}
pq=F(x, y)
\"
19,"\begin{equation}
{\cal C}:~~~~F(x, y)=0~~~q=0~~~~x(p\rightarrow\infty)=x_*~~~
y(p\rightarrow\infty)=y_*
\"
20,"\begin{equation}
S=\int_{\cal C} {dp\over p} \alpha\,d\beta = -\int_{\cal C} {dp\over p} \beta\,d\alpha 
\"
21,"\begin{equation}
S=\int_{\Sigma} \alpha\,d\beta = -\int_{\Sigma}  \beta\,d\alpha 
\label{hCS}
\"
22,"\begin{equation}
x\in [m,\,\Lambda_0+m]~~.
\"
23,"\begin{equation}
k_m={1\over m^2m_A}~~.
\"
24,"\begin{equation}
W_m(m_A\rightarrow\infty)=S\ln{m\over \Lambda_0}~~.
\"
25,"\begin{equation}
x={y^2 + 4\zeta^2m_A^2 \over 4m_A y}~~.
\"
26,"\begin{equation}
y_*= 4\sqrt{2}i(\Lambda_0^2)~~~~~~x(y_*)=4i{\Lambda_0^2\over 4m_A}
+{\cal O}({1\over \Lambda_0})~~.
\"
27,"\begin{equation}
y\in 4\sqrt{2} [i\Lambda_0^2,\,iM]
\"
28,"\begin{equation}
v\in {\sqrt{2}\over\sqrt{m_A}} [i{\Lambda_0^2},\,i{M}]
\"
29,"\begin{equation}
Z=\int d\Phi_0d\Phi_1 e^{\int_{\cal C}\Phi_0{\bar D}\Phi_1+W(\Phi_0)\omega}
\"
30,"\begin{equation}
Z=\int d\Phi e^{-\frac{1}{g_s} {\mathop{{\rm Tr}}} W(\Phi)}
\label{matm1}
\"
31,"\begin{equation}
W_{\it bif}=\sum_i\mathop{{\rm Tr}}[ Q_{i,i+1}\Phi_{i+1}{\tilde Q}_{i+1,i}]+ \mathop{{\rm Tr}}[{\tilde Q}_{i+1,i}\Phi_{i}{Q}_{i,i+1}]
\"
32,"\begin{equation}
Z={\cal N}\int d\Phi\, dQ^m d{\tilde Q}{}^m\,dQ {}^M d{\tilde Q}{}^M\delta(Q {}_i^M {\tilde Q}{}_j^M-M_{ij})
e^{-V_{\it MM}(\Phi,Q,{\tilde Q})}
\label{finmm}
\"
33,"\begin{equation}
Z=e^{-{1\over g_s} {\cal F}_{\it massive}}
\int d\Phi\, dQ {}^M d{\tilde Q}{}^M\delta(Q {}_i^M {\tilde Q}{}_j^M-M_{ij})
e^{-{1\over g_s}{{\mathop{{\rm Tr}}}}[Q^M\Phi{\tilde Q}^M + \frac{1}{2} m_A \Phi^2)]}
\"
34,"\begin{equation}
Z=e^{-{1\over g_s}\left({\cal F}_{\it massive}+{1\over m_Am^2}{\mathop{{\rm Tr}}}[M^2]\right)}
\int dQ {}^M d{\tilde Q}{}^M\delta(Q {}_i^M {\tilde Q}{}_j^M-M_{ij})
\"
35,"\begin{equation}
\int dQ {}^M d{\tilde Q}{}^M\delta(Q {}_i^M {\tilde Q}{}_j^M-M_{ij})=
e^{{1\over g_s}\left[S\ln (\det M / \Lambda^{2N_f^M})-N_f^M S \ln {S\over \Lambda^3}\right]}~~.
\"
36,"\begin{equation}
-g_s\ln Z=\sum_{i=1}^{N_f^m}{\cal F}(m_i)+S\left[\ln{\Lambda^{2N_f^M}\over
\det M} -N_f^M\right]
\"
37,"\begin{equation}
W = \frac{g^2}{2 \mu} 
\mathop{{\rm Tr}}[(Q \tilde{Q} )(Q \tilde{Q})] + m\mathop{{\rm Tr}}[Q^{(1)}{\tilde Q}^{(1)}]
+
(N_c-N_f)\left[{\Lambda_{{\cal N} = 1}^{3 N_c - N_f}\over \det(Q \tilde{Q}) }\right]^{1\over N_c-N_f}
\label{fullWeff}
\"
38,"\begin{equation} 
\label{o2}
Z_i'={1\over Z_i}~~~~~~~~Y'_i =Y_iZ_i^2~~~~~~~~X'_i=X_i~~.
\"
39,"\begin{equation}
m+p=N_f~~.
\"
40,"\begin{equation}
x y - u v = 0
\label{singconif}
\"
41,"\begin{equation}
X_r=X-{1\over m_{\it adj}} YZ
\"
42,"\begin{equation}
uv-y(x-{1\over m_{\it adj}}y)=0~~.
\label{modeq}
\"
43,"\begin{equation}
y {\hat x}=  \zeta  ~~~~{\hat x}=x-{y\over 4m_{\it adj}}
\label{curveM}
\"
44,"\begin{equation}
pq+y (x-{y\over 4m_A})=  \zeta~~.
\label{stwcon}
\"
45,"\begin{equation}
W_F=\int\Omega\wedge F~~.
\label{GVW}
\"
46,"\begin{equation}
W_F=\int_A\Omega\int_B H_{NS}-\int_B\Omega\int_A F_{RR}=
\tau S - N_c \Pi
\"
47,"\begin{equation}
S=\int_A\Omega~~~~~~~~\Pi=\int_B\Omega~~~~~~~~\tau=\int_B H_{NS}
~~~~~~~~N_c=\int_A F_{RR}
\"
48,"\begin{equation}
u=  \sqrt{m_A} x ~~~~~~~~v= {y\over 2\sqrt{m_A}} - \sqrt{m_A} x
\label{coord}
\"
49,"\begin{equation}
u^2-v^2=\zeta
\"
50,"\begin{equation}
S=\int_A \Omega = \int\limits_{-\zeta^{1/2}}^{\zeta^{1/2}}  \sqrt{u^2-\zeta}\,du = 
{\zeta\over 4}
\"
51,"\begin{equation}
\Pi=\int\limits_{\zeta^{1/2}}^{\Lambda_0 \sqrt{m_A}} \sqrt{u^2-\zeta}\,du =
{1\over 2}\Lambda_0^2m_A +
\left[-{1\over 4}\zeta - {1\over 4}\zeta\ln{{\Lambda_0^2m_A\over S}}
\right]+{\cal O}({1\over \Lambda_0})
\"
52,"\begin{equation}
W_F = S\left(\ln {\Lambda^{2N_c}m_A^{N_c}\over S^{N_c}}+N_c\right)
\label{puregauge}
\"
53,"\begin{equation}
\Lambda^{2N_c}=e^{-\tau}\Lambda_0^{2N_c}
\"
54,"\begin{equation}
\Lambda_{\cN=1}^{3N_c}=\Lambda_{\cN=2}^{2N_c}m_A^{N_c}
\"
55,"\begin{equation}
pq=F(x, y)
\"
56,"\begin{equation}
{\cal C}:~~~~F(x, y)=0~~~q=0~~~~x(p\rightarrow\infty)=x_*~~~
y(p\rightarrow\infty)=y_*
\"
57,"\begin{equation}
S=\int_{\cal C} {dp\over p} \alpha\,d\beta = -\int_{\cal C} {dp\over p} \beta\,d\alpha 
\"
58,"\begin{equation}
S=\int_{\Sigma} \alpha\,d\beta = -\int_{\Sigma}  \beta\,d\alpha 
\label{hCS}
\"
59,"\begin{equation}
x\in [m,\,\Lambda_0+m]~~.
\"
60,"\begin{equation}
k_m={1\over m^2m_A}~~.
\"
61,"\begin{equation}
W_m(m_A\rightarrow\infty)=S\ln{m\over \Lambda_0}~~.
\"
62,"\begin{equation}
x={y^2 + 4\zeta^2m_A^2 \over 4m_A y}~~.
\"
63,"\begin{equation}
y_*= 4\sqrt{2}i(\Lambda_0^2)~~~~~~x(y_*)=4i{\Lambda_0^2\over 4m_A}
+{\cal O}({1\over \Lambda_0})~~.
\"
64,"\begin{equation}
y\in 4\sqrt{2} [i\Lambda_0^2,\,iM]
\"
65,"\begin{equation}
v\in {\sqrt{2}\over\sqrt{m_A}} [i{\Lambda_0^2},\,i{M}]
\"
66,"\begin{equation}
Z=\int d\Phi_0d\Phi_1 e^{\int_{\cal C}\Phi_0{\bar D}\Phi_1+W(\Phi_0)\omega}
\"
67,"\begin{equation}
Z=\int d\Phi e^{-\frac{1}{g_s} {\mathop{{\rm Tr}}} W(\Phi)}
\label{matm1}
\"
68,"\begin{equation}
W_{\it bif}=\sum_i\mathop{{\rm Tr}}[ Q_{i,i+1}\Phi_{i+1}{\tilde Q}_{i+1,i}]+ \mathop{{\rm Tr}}[{\tilde Q}_{i+1,i}\Phi_{i}{Q}_{i,i+1}]
\"
69,"\begin{equation}
Z={\cal N}\int d\Phi\, dQ^m d{\tilde Q}{}^m\,dQ {}^M d{\tilde Q}{}^M\delta(Q {}_i^M {\tilde Q}{}_j^M-M_{ij})
e^{-V_{\it MM}(\Phi,Q,{\tilde Q})}
\label{finmm}
\"
