,equation
0,"\begin{equation}
{\cal L} = \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \,\psi^{(i)} +
2 G^2 (\bar{\psi}^{(i)} \gamma_5 \psi^{(j)})  (\bar{\psi}^{(i)} \gamma_5 \psi^{(j)}) \ .
\label{eq1p}
\"
1,"\begin{equation}
\gamma^0 = \sigma_1 \ , \qquad \gamma^1 = - {\rm i} \sigma_2 \ , \qquad \gamma_5 = \sigma_3 \ .
\label{eq2p}
\"
2,"\begin{equation}
{\cal L}_{\rm int} = 4 G^2 \psi_R^{(i)\dagger} \psi_L^{(i)\dagger} \psi_L^{(j)} \psi_R^{(j)} \ .
\label{eq3p}
\"
3,"\begin{equation}
{\cal L}= \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \, \psi^{(i)} +
\frac{g^2}{2}\left[ (\bar{\psi}^{(i)}\psi^{(i)})^2- (\bar{\psi}^{(i)} \gamma_5 \psi^{(i)})^2 \right] \ .
\label{eq4p}
\"
4,"\begin{equation}
{\cal L}_{\rm int}' = 2 g^2 \psi_R^{(i)\dagger} \psi_L^{(i)} \psi_L^{(j)\dagger} \psi_R^{(j)} \ .
\label{eq5p}
\"
5,"\begin{equation}
\psi_L^{(i)} \leftrightarrow \psi_L^{(i)\dagger} \ ,
\label{eq6p}
\"
6,"\begin{equation}
{\cal L}_0 = \psi_R^{(i)\dagger} {\rm i}\left( \partial_0 + \partial_1\right) \psi_R^{(i)} +
 \psi_L^{(i)\dagger} {\rm i}\left( \partial_0 - \partial_1\right) \psi_L^{(i)} \ . 
\label{eq7p}
\"
7,"\begin{equation}
\delta {\cal L} = \mu \left( \psi_R^{(i)\dagger} \psi_R^{(i)} +\psi_L^{(i)\dagger} \psi_L^{(i)}\right)
+ \mu_5  \left( \psi_R^{(i)\dagger} \psi_R^{(i)} - \psi_L^{(i)\dagger} \psi_L^{(i)}\right)
\label{eq8p}
\"
8,"\begin{equation}
\psi^{(i)}(x) = \int {\rm d}p \left( \begin{array}{c} a^{(i)}_p \\ b^{(i)}_p \end{array} \right) {\rm e}^{{\rm i}px}\ , 
\label{eq9p}
\"
9,"\begin{equation}
a^{(i)}_p \leftrightarrow a^{(i)}_p \ , \qquad b^{(i)}_p \leftrightarrow b^{(i)\dagger}_{-p} \ ,
\label{eq10p}
\"
10,"\begin{equation}
{\cal L}= \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \, \psi^{(i)} +
\frac{g^2}{2} (\bar{\psi}^{(i)}\psi^{(i)})^2 \ ,
\label{eq11p}
\"
11,"\begin{equation}
{\cal L}'= \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \, \psi^{(i)} +
\frac{g^2}{2} \left(\psi_R^{(i)\dagger}\psi_L^{(i)\dagger} +  \psi_L^{(i)}\psi_R^{(i)}\right)^2 \ .
\label{eq12p}
\"
12,"\begin{equation}
{\cal L} = \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \,\psi^{(i)} +
2 G^2 (\bar{\psi}^{(i)} \gamma_5 \psi^{(j)})  (\bar{\psi}^{(i)} \gamma_5 \psi^{(j)}) \ .
\label{eq1p}
\"
13,"\begin{equation}
\gamma^0 = \sigma_1 \ , \qquad \gamma^1 = - {\rm i} \sigma_2 \ , \qquad \gamma_5 = \sigma_3 \ .
\label{eq2p}
\"
14,"\begin{equation}
{\cal L}_{\rm int} = 4 G^2 \psi_R^{(i)\dagger} \psi_L^{(i)\dagger} \psi_L^{(j)} \psi_R^{(j)} \ .
\label{eq3p}
\"
15,"\begin{equation}
{\cal L}= \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \, \psi^{(i)} +
\frac{g^2}{2}\left[ (\bar{\psi}^{(i)}\psi^{(i)})^2- (\bar{\psi}^{(i)} \gamma_5 \psi^{(i)})^2 \right] \ .
\label{eq4p}
\"
16,"\begin{equation}
{\cal L}_{\rm int}' = 2 g^2 \psi_R^{(i)\dagger} \psi_L^{(i)} \psi_L^{(j)\dagger} \psi_R^{(j)} \ .
\label{eq5p}
\"
17,"\begin{equation}
\psi_L^{(i)} \leftrightarrow \psi_L^{(i)\dagger} \ ,
\label{eq6p}
\"
18,"\begin{equation}
{\cal L}_0 = \psi_R^{(i)\dagger} {\rm i}\left( \partial_0 + \partial_1\right) \psi_R^{(i)} +
 \psi_L^{(i)\dagger} {\rm i}\left( \partial_0 - \partial_1\right) \psi_L^{(i)} \ . 
\label{eq7p}
\"
19,"\begin{equation}
\delta {\cal L} = \mu \left( \psi_R^{(i)\dagger} \psi_R^{(i)} +\psi_L^{(i)\dagger} \psi_L^{(i)}\right)
+ \mu_5  \left( \psi_R^{(i)\dagger} \psi_R^{(i)} - \psi_L^{(i)\dagger} \psi_L^{(i)}\right)
\label{eq8p}
\"
20,"\begin{equation}
\psi^{(i)}(x) = \int {\rm d}p \left( \begin{array}{c} a^{(i)}_p \\ b^{(i)}_p \end{array} \right) {\rm e}^{{\rm i}px}\ , 
\label{eq9p}
\"
21,"\begin{equation}
a^{(i)}_p \leftrightarrow a^{(i)}_p \ , \qquad b^{(i)}_p \leftrightarrow b^{(i)\dagger}_{-p} \ ,
\label{eq10p}
\"
22,"\begin{equation}
{\cal L}= \bar{\psi}^{(i)} {\rm i} \partial \!\!\!/ \, \psi^{(i)} +
\frac{g^2}{2} (\bar{\psi}^{(i)}\psi^{(i)})^2 \ ,
\label{eq11p}
\"
