,equation
0,"\begin{equation}
\label{ST0}
{\cal H}_{ST} = \frac{1}{R}
\sqrt{(\Pi^2 + R^2) (B^2 + R^2 + R^2 R_x^2)},
\"
1,"\begin{equation}
\label{ST1}
{\cal H}_{ST} = \frac{1}{R}
\sqrt{(\Pi^2 + R^2) (B^2 + R^2)}.
\"
2,"\begin{equation}
\label{ST2}
{\cal H}_{ST} = 
\sqrt{(\Pi + B)^2 + \left( \frac{B}{R} \Pi - R \right)^2}
\geq \Pi + B.
\"
3,"\begin{equation}
\label{ST3}
{\cal H}_{ST} =
\sqrt{ \left( \Pi + \frac{\sqrt{1 + b^2}}{b} B \right)^2 +
       \left( \frac{\frac{\sqrt{1 + b^2}}{b} B}{R} \Pi - R \right)^2
     } \geq \Pi + \frac{\sqrt{1 + b^2}}{b} B.
\"
4,"\begin{equation}
\label{ST4}
{\cal H}_{ST}^{MBPS} = \Pi + \frac{\sqrt{1 + b^2}}{b} B,
\"
5,"\begin{equation}
\label{ST5} 
R = C e^{\frac{x}{E_0}},
\hspace{1.0cm}
E_0 = \Pi \sqrt{1 + b^2},
\"
6,"\begin{equation}
\label{target1}
ds^2 = -W_1(R) dT^2 + W_3(R) dX^2
 + W_2(R) dR^2 + W_4(R) R^2 d\Phi^2 + ds^2(E^6),
\"
7,"\begin{equation}
\label{wvolume1}
t=T\, ,\qquad x = X \, ,\qquad \varphi=\Phi\, 
\"
8,"\begin{equation}
\label{BIform1}
F = E dt \wedge dx + B dx \wedge d\varphi,
\"
9,"\begin{equation}
\label{lag1}
{\cal L} \equiv -\bigtriangleup_1 = 
- \sqrt{(R^2 + W_2 R_{\varphi}^2) (W_1 - E^2) + W_1 B^2 + W_1 W_2 R_x^2 R^2}
\"
10,"\begin{equation}
\label{displace1}
\Pi = \frac{\partial {\cal L}}{\partial E} =
\frac{R^2 E}{\bigtriangleup_1},
\"
11,"\begin{equation}
\label{elect1}
E = \frac{\Pi}{R}
\sqrt{\frac{W_1 [R^2 + B^2 + W_2 R_x^2 R^2]}{\Pi^2 + R^2}}.
\"
12,"\begin{equation}
\label{edens1}
{\cal H}_{W} = \Pi E + \bigtriangleup_1
= \frac{1}{R}
\sqrt{W_1 (\Pi^2 + R^2) (R^2 + B^2 + W_2 R_x^2 R^2)}.
\"
13,"\begin{equation}
\label{satu1}
R^2 = \Pi B
\"
14,"\begin{equation}
\label{bpsene1}
{\cal H}_{W}^{MBPS} = \sqrt{W_1} (\Pi + B).
\"
15,"\begin{equation}
\label{eqmotion1}
\frac{\partial \Pi}{\partial x} =
\frac{\partial H}{\partial x} =
\frac{\partial H}{\partial \varphi} = 0,
\"
16,"\begin{equation}
\label{defmon1}
\Pi = \frac{R^2 E}{\bigtriangleup_1},
\hspace{1.0cm}
H = \frac{W_1 B}{\bigtriangleup_1}.
\"
17,"\begin{equation}
\label{impose1}
B = B_0 R R_x.
\"
