,equation
0,"\begin{equation}
\left[ \Omega ,\Omega \right] =0.  \label{d2}
\"
1,"\begin{equation}
\left[ \Omega _{0},\Omega _{0}\right] =0,  \label{d3}
\"
2,"\begin{equation}
2\left[ \Omega _{0},\Omega _{1}\right] =0,  \label{d4}
\"
3,"\begin{equation}
2\left[ \Omega _{0},\Omega _{2}\right] +\left[ \Omega _{1},\Omega
_{1}\right] =0,  \label{d5}
\"
4,"\begin{equation}
\left[ H_{\mathrm{B}},\Omega \right] =0.  \label{d7}
\"
5,"\begin{equation}
\left[ H_{0\mathrm{B}},\Omega _{0}\right] =0,  \label{d8}
\"
6,"\begin{equation}
\left[ H_{1},\Omega _{0}\right] +\left[ H_{0\mathrm{B}},\Omega _{1}\right]
=0,  \label{d9}
\"
7,"\begin{equation}
\left[ H_{2},\Omega _{0}\right] +\left[ H_{1},\Omega _{1}\right] +\left[ H_{0%
\mathrm{B}},\Omega _{2}\right] =0,  \label{d10}
\"
8,"\begin{equation}
S_{0}\left[ A_{\mu }^{a},H_{\mu }^{a},\varphi _{a},B_{a}^{\mu \nu }\right]
=\int d^{n}x\left( H_{\mu }^{a}\partial ^{\mu }\varphi _{a}+\frac{1}{2}%
B_{a}^{\mu \nu }\partial _{[\mu }A_{\nu ]}^{a}\right) ,  \label{f1}
\"
9,"\begin{equation}
\delta _{\epsilon }A_{\mu }^{a}=\partial _{\mu }\epsilon ^{a},\;\delta
_{\epsilon }H_{\mu }^{a}=\partial ^{\nu }\epsilon _{\mu \nu }^{a},\;\delta
_{\epsilon }\varphi _{a}=0,\;\delta _{\epsilon }B_{a}^{\mu \nu }=\partial
_{\rho }\epsilon _{a}^{\mu \nu \rho },  \label{f2}
\"
10,"\begin{equation}
G_{a}^{(1)}\equiv \pi _{a}^{0}\approx 0,\;G_{a}^{(2)}\equiv -\partial
_{i}B_{a}^{0i}\approx 0,  \label{f3}
\"
11,"\begin{equation}
G_{ij}^{(1)a}\equiv 2\pi _{ij}^{a}\approx 0,\;G_{ij}^{(2)a}\equiv -\partial
_{[i}A_{j]}^{a}\approx 0,  \label{f4}
\"
12,"\begin{equation}
\gamma _{a}^{(1)i}\equiv -p_{a}^{i}\approx 0,\;\gamma _{a}^{(2)i}\equiv
\partial ^{i}\varphi _{a}\approx 0,  \label{f5}
\"
13,"\begin{equation}
H_{0}=\int d^{n-1}x\left( -H_{i}^{a}\gamma _{a}^{(2)i}+\frac{1}{2}%
B_{a}^{ij}G_{ij}^{(2)a}+A_{0}^{a}G_{a}^{(2)}\right) ,  \label{f6}
\"
14,"\begin{equation}
\left[ \pi _{a}^{0}(t,\mathbf{x}),A_{0}^{b}(t,\mathbf{y})\right] =-\delta
_{a}^{b}\delta ^{n-1}\left( \mathbf{x-y}\right) ,  \label{f7}
\"
15,"\begin{equation}
\left[ B_{a}^{0i}(t,\mathbf{x}),A_{j}^{b}(t,\mathbf{y})\right] =-\delta
_{j}^{i}\delta _{a}^{b}\delta ^{n-1}\left( \mathbf{x-y}\right) ,  \label{f8}
\"
16,"\begin{equation}
\left[ H_{0}^{a}(t,\mathbf{x}),\varphi _{b}(t,\mathbf{y})\right] =-\delta
_{b}^{a}\delta ^{n-1}\left( \mathbf{x-y}\right) ,  \label{f9}
\"
17,"\begin{equation}
\left[ \pi _{ij}^{a}(t,\mathbf{x}),B_{b}^{kl}(t,\mathbf{y})\right] =-\frac{1%
}{2}\delta _{i}^{[k}\delta _{j}^{l]}\delta _{b}^{a}\delta ^{n-1}\left(
\mathbf{x-y}\right) ,  \label{f10}
\"
18,"\begin{equation}
\left[ p_{a}^{i}(t,\mathbf{x}),H_{j}^{b}(t,\mathbf{y})\right] =-\delta
_{j}^{i}\delta _{a}^{b}\delta ^{n-1}\left( \mathbf{x-y}\right) .  \label{f11}
\"
19,"\begin{equation}
\left[ H_{0},G_{a}^{(1)}\right] =G_{a}^{(2)},\;\left[
H_{0},G_{a}^{(2)}\right] =0,  \label{f12}
\"
20,"\begin{equation}
\left[ H_{0},G_{ij}^{(1)a}\right] =G_{ij}^{(2)a},\;\left[
H_{0},G_{ij}^{(2)a}\right] =0,  \label{f13}
\"
21,"\begin{equation}
\left[ H_{0},\gamma _{a}^{(1)i}\right] =\gamma _{a}^{(2)i},\;\left[
H_{0},\gamma _{a}^{(2)i}\right] =0.  \label{f14}
\"
22,"\begin{equation}
\left( Z_{i_{1}i_{2}\cdots i_{k}}^{a}\right) _{b}^{j_{1}\cdots j_{k-1}}=%
\frac{\left( -\right) ^{k-1}}{\left( k-1\right) !}\delta _{b}^{a}\partial
_{[i_{1}}\delta _{i_{2}}^{j_{1}}\cdots \delta
_{i_{k}]}^{j_{k-1}},\;k=3,\cdots ,n-1,  \label{f15}
\"
