,equation
0,"\begin{equation}
\label{2.1}
d s^2 = d x^m \otimes d x_m =
\epsilon^{AB} \epsilon^{ab} d z_{A a} \otimes d z_{B b},
\qquad
x_m = e_m^{\!~~A a} z_{A a}.
\"
1,"\begin{equation}
\label{2.2}
S_{\rm YM} = \int d^4z \, d^4\bar{z}\, {\rm tr} \Bigr\{
\hbox{$\frac{1}{4}$} F^{AB}_{\!~~~~ab} F_{AB}^{\!~~~~ab} \Bigr\},
\"
2,"\begin{equation}
\label{2.3}
S_{\rm T} = \int d^4z\, d^4\bar{z}\, {\rm tr} \Bigr\{
\hbox{$\frac{1}{12}$} \Bigr(
\epsilon^{ab} F^{AB}_{\!~~~~ab} \epsilon^{cd} F_{AB cd} -
\epsilon_{AB} F^{AB}_{\!~~~~ab} \epsilon_{CD} F^{CD ab} -
F^{AB}_{\!~~~~ab} F_{AB}^{\!~~~~ba} \Bigr) \Bigr\},
\"
3,"\begin{equation}
\label{2.4}
F_{mn} \rightarrow F_{AB}^{\!~~~~ab} = \hbox{$\frac{1}{4}$} \epsilon_{AB}
\epsilon_{CD} F^{CD ab} +
\hbox{$\frac{1}{4}$} \Omega_{ABCD}
\Omega^{abcd} F^{CD}_{\!~~~~cd} +
\hbox{$\frac{1}{2}$} \epsilon^{ab}
\epsilon^{cd} F^{AB}_{\!~~~~cd},
\"
4,"\begin{equation}
\label{2.6}
S_{\rm YM} = S_{\rm T} + \int d^4z\, d^4\bar{z}\, {\rm tr} \Bigr\{
\hbox{$\frac{1}{6}$} \Omega_{ABCD} F^{AB}_{\!~~~~ab} F^{CD ab} +
\hbox{$\frac{1}{6}$} \epsilon_{AB} F^{AB}_{\!~~~~ab}
\epsilon_{CD} F^{CD ab} \Bigr\}.
\"
5,"\begin{equation}
\label{2.7}
\hbox{$\frac{1}{6}$} \epsilon_{ABCD}^{\!~~~~~~~~abcd} F^{CD}_{\!~~~~cd} =
F_{AB}^{\!~~~~ab}
\qquad
\Leftrightarrow
\qquad
\Omega_{ABCD} F^{CD}_{\!~~~~ab} = 0,
\qquad
\epsilon_{AB} F^{AB}_{\!~~~~ab} = 0.
\"
6,"\begin{equation}
\label{3.1}
\nabla_\mu e_\nu^{\!~~A a} \equiv \partial_\mu e_\nu^{\!~~A a} -
\Gamma_{\mu\nu}^{~~~\rho} e_\rho^{\!~~A a} +
\omega_{\mu~~B}^{\!~~A} e_\nu^{\!~~B a} +
\omega_{\mu\!~~b}^{\!~~a} e_\nu^{\!~~A b} = 0,
\"
7,"\begin{equation}
\label{3.2}
(J^\alpha)_\mu^{\!~~\nu} = - i e_\mu^{\!~~A a} (\sigma^\alpha)_a^{\!~~b}
e^\nu_{\!~~A b},
\qquad
\alpha = 1,2,3,
\"
8,"\begin{equation}
\label{3.3}
\nabla_\mu (J^\alpha)_\nu^{\!~~\lambda} \equiv
\partial_\mu (J^\alpha)_\nu^{\!~~\lambda} -
\Gamma_{\mu\nu}^{~~~\rho} (J^\alpha)_\rho^{\!~~\lambda} +
\Gamma_{\mu\rho}^{~~~\lambda} (J^\alpha)_\nu^{\!~~\rho} +
2 \epsilon^{\alpha\beta\gamma} \omega_{\mu \beta}
(J_\gamma)_\nu^{\!~~\lambda} = 0,
\"
9,"\begin{equation}
\label{3.4}
(J^\alpha)_\mu^{\!~~\nu} \omega_\nu^{\!~~\alpha} = 0,
\qquad
N_{\mu\nu}^{~~~\lambda} = -
(J^\alpha)_{[\mu}^{\!~~~\lambda} \omega_{\nu] \alpha},
\"
