,label
0,\label{sec1}
1,\label{cfa}
2,\label{dudal0}
3,\label{op}
4,\label{lco}
5,\label{s}
6,\label{sinv}
7,\label{s2}
8,\label{dj}
9,\label{djinv}
10,\label{df}
11,\label{dfbar}
12,\label{dudal1}
13,\label{sec2}
14,\label{om}
15,\label{sl}
16,\label{st}
17,\label{sto}
18,\label{di}
19,\label{dio}
20,\label{sec3}
21,\label{mr}
22,\label{zo}
23,\label{go}
24,\label{ba}
25,\label{wj}
26,\label{sj}
27,\label{d1}
28,\label{d2}
29,\label{d3}
30,\label{d4}
31,\label{d5}
32,\label{d6}
33,\label{fd}
34,\label{hs}
35,\label{wjs}
36,\label{ss}
37,\label{rel}
38,\label{hsbis}
39,\label{wjsbis}
40,\label{ssbis}
41,\label{dudal2}
42,\label{dudal3}
43,\label{dudal4}
44,\label{dudal5}
45,\label{dudal6}
46,\label{sec4}
47,\label{19}
48,\label{20}
49,\label{23}
50,\label{24}
51,\label{25bis}
52,\label{25}
53,\label{26}
54,\label{26bis}
55,\label{27}
56,\label{28}
57,\label{29}
58,\label{30}
59,\label{sec5}
60,\label{sseff}
61,\label{sab}
62,\label{omab}
63,\label{v}
64,\label{e1}
65,\label{pota}
66,\label{potb}
67,\label{f1}
68,\label{cfa2}
69,\label{sbar}
70,\label{dudal30}
71,\label{dudal31}
72,\label{sec6}
