,equation
0,"\begin{equation}
a=\frac{L}{N}.
\"
1,"\begin{equation}
\frac{Q(w_j+2i)}{Q(w_j-2i)}=
-\frac{T_0(w_j+i)}{T_0(w_j-i)}
\qquad\qquad j=1,\dots,m.
\label{BAE}
\"
2,"\begin{equation}
T_0(\xi)=\left[
k\left(\xi-\frac{2\Theta}{\pi}\right)
k\left(\xi+\frac{2\Theta}{\pi}\right)\right]^{N/2},
\"
3,"\begin{equation}
k(\xi)=\frac{\sinh\frac{\gamma}{2}\xi}{\sin\gamma}
\"
4,"\begin{equation}
Q(\xi)=e^{\frac{\omega\xi}{2}}\,\prod_{j=1}^m\,
\sinh\frac{\gamma}{2}(\xi-w_j),
\"
5,"\begin{equation}
\gamma=\frac{\pi}{p_0}=\frac{\pi}{p+1}.
\"
6,"\begin{equation}
e^{ia(E\pm P)}=(-1)^m\, e^{\pm2i\omega}\,
\frac{Q\left[\pm\left(-i +\frac{2\Theta}{\pi}\right)\right]}
{Q\left[\pm\left(i +\frac{2\Theta}{\pi}\right)\right]}.
\label{EP}
\"
7,"\begin{equation}
\Theta=\ln\frac{2}{{\cal M}a}=\ln\frac{2N}{l},
\label{Theta}
\"
8,"\begin{equation}
T_s(\xi)=Q(\xi+i+is)Q(\xi-i-is)\sum_{j=0}^s q\left[\xi+i(2j-s)\right]
\label{Ts}
\"
9,"\begin{equation}
q(\xi)=\frac{T_0(\xi)}{Q(\xi-i)Q(\xi+i)}.
\label{q}
\"
10,"\begin{equation}
T_s(\xi+2ip_0)=T_s(\xi).
\"
11,"\begin{equation}
T_s(\xi+i)T_s(\xi-i)=
T_{s+1}(\xi)T_{s-1}(\xi)+T_0(\xi+i+is)T_0(\xi-i-is),\quad
s=0,1,\dots
\label{Tsystem}
\"
12,"\begin{equation}
Y_s(\xi)=\frac
{T_{s+1}(\xi)T_{s-1}(\xi)}{T_0(\xi+i+is)T_0(\xi-i-is)},
\label{Y}
\"
13,"\begin{equation}
1+Y_s(\xi)=\frac
{T_{s}(\xi+i)T_{s}(\xi-i)}{T_0(\xi+i+is)T_0(\xi-i-is)}.
\label{1Y}
\"
14,"\begin{equation}
Y_s(\xi+i)Y_s(\xi-i)=
[1+Y_{s+1}(\xi)][1+Y_{s-1}(\xi)],\quad
s=1,2,\dots
\label{Ysystem}
\"
15,"\begin{equation}
{\cal F}(\xi)=\frac{Q(\xi+2i)}{Q(\xi-2i)}\,
\frac{T_0(\xi-i)}{T_0(\xi+i)},
\label{exponential}
\"
16,"\begin{equation}
{\cal F}(w_j)=-1\qquad\qquad j=1,\dots,m.
\label{BAE1}
\"
17,"\begin{equation}
1+Y_1(\xi)=\left[1+{\cal F}(\xi+i)\right]
\left[1+\frac{1}{{\cal F}(\xi-i)}\right]
\label{FY}
\"
18,"\begin{equation}
T_s(\xi)\sim e^{\frac{\gamma}{2}N\vert\xi\vert}
\label{asy}
\"
19,"\begin{equation}
T_{p_0}(\xi)-T_{p_0-2}(\xi)=2(-1)^m\cos(\omega p_0)T_0(\xi+ip_0)
\label{spec}
\"
20,"\begin{equation}
K(\xi)=(-1)^m\cos(\omega p_0)\frac{T_{p_0-2}(\xi)}{T_0(\xi+ip_0)},
\label{K}
\"
21,"\begin{equation}
N=2(m+d),
\"
22,"\begin{equation}
\zeta(\xi)=\sum_{j=0}^{p_0-1}q\left[\xi+i(2j+1-p_0)\right].
\"
23,"\begin{equation}
\zeta(\xi+2i)=\zeta(\xi)
\"
24,"\begin{equation}
T_{p_0-1}(\xi)=
\zeta(\xi)Q(\xi+ip_0)Q(\xi-ip_0).
\label{zetaQQ}
\"
25,"\begin{equation}
T_{p_0-1}(\xi)=0\qquad{\rm and}\qquad
Y_{p_0-2}(\xi)=0.
\"
26,"\begin{equation}
T_{p_0-1}(\xi)=
c_0Q(\xi+ip_0)Q(\xi-ip_0)
\label{noroot1}
\"
27,"\begin{equation}
T_{p_0-2}(\xi)=(-1)^{m+1}(-1)^{\frac{p_0}{2}} T_0(\xi+ip_0)
\label{noroot2}
\"
28,"\begin{equation}
W_a(\xi+i)W_a(\xi-i)=\prod_b\left[1+W_b(\xi)\right]^{I_{ab}}.
\label{Wsystem}
\"
29,"\begin{equation}
W_{p+1}(\xi)=W_p(\xi)=K(\xi).
\"
30,"\begin{equation}
I_{p-1\,\, p}=1\qquad\qquad I_{p\,\, p-1}=2.
\"
31,"\begin{equation}
{\cal F}(h_\alpha)=-1\qquad\qquad \alpha=1,\dots,H.
\label{holes}
\"
32,"\begin{equation}
\phi_r(\xi)=-i\,{\rm log\,}\frac
{\sinh\frac{\gamma}{2}(ir-\xi)}
{\sinh\frac{\gamma}{2}(ir+\xi)}
,\qquad\qquad \phi_r(0)=0
\"
33,"\begin{equation}
\phi_r(\pm\infty)=\pm\pi\,\frac{p_0-r}{p_0}.
\label{infty1}
\"
34,"\begin{equation}
Z_N\left(\frac{\pi}{2}\xi\right)=\frac{N}{2}\left\{
\phi_1\left(\xi-\frac{2\Theta}{\pi}\right)
+\phi_1\left(\xi+\frac{2\Theta}{\pi}\right)\right\}-
\sum_{j=1}^m\phi_2(\xi-w_j).
\"
35,"\begin{equation}
{\cal F}(\xi)=(-1)^\delta\,e^{iZ_N\left(\frac{\pi}{2}\xi\right)},
\"
36,"\begin{equation}
\delta\equiv m+\frac{2\omega}{\pi}\qquad ({\rm mod\,} 2).
\"
37,"\begin{equation}
Z_N(\pm\infty)=\pm\pi\left(m+2d-\frac{2d}{p_0}\right).
\label{infty2}
\"
38,"\begin{equation}
\hat r_k=\left\{\hat y_k^{(n)}\right\}_{n=1}^{\hat R_k}.
\"
39,"\begin{equation}
\hat r_0=\frac{N}{2}\left\{
\frac{2\Theta}{\pi}, -\frac{2\Theta}{\pi}\right\},\qquad\qquad
\hat R_0=N.
\"
40,"\begin{equation}
{\cal F}(\hat y^{(n)}_1)=-1,
\label{HOLES}
\"
41,"\begin{equation}
\hat q_a=\left\{\hat z_a^{(\alpha)}\right\}_{\alpha=1}^{\hat Q_a}
\"
42,"\begin{equation}
l_a(u)=\sum_b\,I_{ab}\ln[1+W_b(u)],
\"
43,"\begin{equation}
\beta_a(\xi)=\frac{1}{4}\,\int_{-\infty}^\infty
du\,\frac{l_a(u)}{\cosh\frac{\pi}{2}(\xi-u)},
\label{betaa}
\"
44,"\begin{equation}
\alpha_a(\xi)=\frac{1}{4}\,{\cal P}\,\int_{-\infty}^\infty
dv\,\frac{l_a(v)}{\sinh\frac{\pi}{2}(v-u)}.
\label{alphaa}
\"
