,equation
0,"\begin{equation}\label{eq:motion} \dot{q}^{\textrm{a}}(t) =
V^{\textrm{a}}[q^{\textrm{b}}(t)]\,,\quad{\textrm{a}} \in A\,.
\"
1,"\begin{equation}\label{eq:KdV}
u_t = - u_{xxx} -12\, u\, u_x\,
\"
2,"\begin{equation} \label{eq:action}
 {S}[q{}^{\mathrm{a}}(t),t] =
\int_{t{}_{\mathrm{o}}}^{t_1} dt\,\bigg(P{}_{\mathrm{a}}\,\left( \dot{q}{}^{\mathrm{a}} - V{}^{\mathrm{a}}
\right)+ K\bigg)\,,
\"
3,"\begin{equation}\label{eq:pair}
 \underset{{V}}{{\mathcal{L}}} {{}} P = \delta K\,,
\"
4,"\begin{equation}\label{eq:Jac}
  \underset{{J\cdot U}}{{\mathcal{L}}} {{J}} = J\cdot \delta U\cdot J\,,\quad \forall \,\,1\textrm{--form }\,U\,.
\"
5,"\begin{equation}\label{eq:motion} \dot{q}^{\textrm{a}}(t) =
V^{\textrm{a}}[q^{\textrm{b}}(t)]\,,\quad{\textrm{a}} \in A\,.
\"
6,"\begin{equation}\label{eq:KdV}
u_t = - u_{xxx} -12\, u\, u_x\,
\"
7,"\begin{equation} \label{eq:action}
 {S}[q{}^{\mathrm{a}}(t),t] =
\int_{t{}_{\mathrm{o}}}^{t_1} dt\,\bigg(P{}_{\mathrm{a}}\,\left( \dot{q}{}^{\mathrm{a}} - V{}^{\mathrm{a}}
\right)+ K\bigg)\,,
\"
8,"\begin{equation}\label{eq:pair}
 \underset{{V}}{{\mathcal{L}}} {{}} P = \delta K\,,
\"
9,"\begin{equation}\label{eq:Jac}
  \underset{{J\cdot U}}{{\mathcal{L}}} {{J}} = J\cdot \delta U\cdot J\,,\quad \forall \,\,1\textrm{--form }\,U\,.
\"
