,equation
0,"\begin{equation}
(A_\phi)_a=(A_\phi)_b+\frac ieS\partial_\phi S^{-1} \ ,
\"
1,"\begin{equation}
\label{GM}
ds^2=-d t^2+\frac{dr^2}{\alpha^2}+r^2(d\theta^2+\sin^2\theta d\phi^2) \ .
\"
2,"\begin{equation}
U=K/r \ ,
\"
3,"\begin{equation}
\Psi_a=S\Psi_b  \ 
\"
4,"\begin{equation}
\label{S}
\left[-\frac{\alpha^2}{2Mr^2}\partial_r(r^2\partial_r)+\frac{(\vec{L}_q^2
-q^2)}{2Mr^2}+\frac Kr\right]\Psi(\vec r)=E\Psi(\vec r) \ ,
\"
5,"\begin{equation}
\vec L_q=\vec r\times(\vec p-e\vec A)-q\hat r \ .
\"
6,"\begin{equation}
\label{Psi0}
\Psi(\vec r)=R_{q,l}(r)Y_{l,m}^q(\theta,\phi) \ ,
\"
7,"\begin{equation}
\vec L_q^2Y_{l,m}^q=l(l+1)Y_{l,m}^q \ ; \ L_zY_{l,m}^q=mY_{l,m}^q \ ,
\"
8,"\begin{equation}
\frac1{r^2}\frac d{dr}\left(r^2\frac{dR_{q,l}}{dr}\right)-\frac{l(l+1)-q^2}
{\alpha^2r^2}R_{q,l}-\frac{2M}{\alpha^2}\left(\frac Kr-E\right)R_{q,l}=0 \ .
\"
9,"\begin{equation}
\label{R1}
R_{l,q}(r)=C_{l,q}r^{\lambda_l^q}{e^{-\kappa r}}_1F_1(-\gamma+\lambda_l^q+1,
2(\lambda_l^q+1);2\kappa r) \ ,
\"
10,"\begin{equation}
\gamma-\lambda_l^q-1=n \ ,
\"
11,"\begin{equation}
E_{n,l}^q=-\frac{MK^2}{2\alpha^2(\lambda_l^q+n+1)^2} \ .
\"
12,"\begin{equation}
E_{0,1}^1/E_{0,0}=\left[1/2+\alpha^{-1}\sqrt{1+\alpha^2/4} \right]^{-2} \ ,
\"
13,"\begin{equation}
\label{R2}
R_{l,q}(r)=C_{l,q}r^{\lambda_l^q}{e^{ikr}}_1F_1(\lambda_l^q+1+i\eta,
2(\lambda_l^q+1);-2ikr) \ ,
\"
14,"\begin{equation}
\label{Psi}
\Psi(\vec{r})\sim 4\pi\sum_{l,m}a_{l,m}Y_{l,m}^q(\theta,\phi)
\frac{\sin[s(r)-\lambda_l^q\pi/2+\gamma_l]}{kr} \ ,
\"
15,"\begin{equation}
\label{a}
a_{l,m}=e^{-i(\lambda_l^q\pi/2-\gamma_l)}(Y^q_{l.m}(-\Omega'))^* \ ,
\"
16,"\begin{equation}
\Psi_{out}(\vec{r})\sim \frac{e^{is(r)}}re^{iq(\phi+\phi'+\pi)}f(\gamma) \ ,
\"
17,"\begin{equation}
\label{f}
f(\gamma)=\frac{\sqrt{\pi}}{ik}e^{-iq(R+R'-\pi)}\sum_{l=|q|}^\infty
\sqrt{2l+1}e^{-i(\lambda_l^q\pi-2\gamma_l)}Y_{l,-q}^q(\gamma,0) \ .
\"
