,equation
0,"\begin{equation}
S=\int{d^4x \sqrt{-g}\left({R \over {16\pi G}}- V(\phi) \sqrt{1+g^{\alpha \beta} \partial_\alpha \phi \partial_\beta \phi} \right)}
\label{action}
\"
1,"\begin{equation}
\rho={V(\phi) \over {\sqrt{1-\dot{\phi}^2}}}
\"
2,"\begin{equation}
p=-V(\phi)\sqrt{1-\dot{\phi}^2}
\"
3,"\begin{equation}
H^2={1 \over 3M_p^2} \rho \equiv {1 \over 3M_p^2}{V(\phi) \over {\sqrt{1-\dot{\phi}^2}}}
\label{friedman}
\"
4,"\begin{equation}
{\ddot{\phi} \over {1-\dot{\phi}^2}}+3H \dot{\phi}+{V_{,\phi} \over V({\phi})}=0
\label{evolution eq}
\"
5,"\begin{equation}
 V(\phi)=V_0e^{-\alpha \phi} 
\"
6,"\begin{equation}
V_{end}={V_i \over {2N+1}}
\"
7,"\begin{equation}
S=\int{d^4x \sqrt{-g}\left({R \over {16\pi G}}- V(\phi) \sqrt{1+g^{\alpha \beta} \partial_\alpha \phi \partial_\beta \phi} \right)}
\label{action}
\"
8,"\begin{equation}
\rho={V(\phi) \over {\sqrt{1-\dot{\phi}^2}}}
\"
9,"\begin{equation}
p=-V(\phi)\sqrt{1-\dot{\phi}^2}
\"
10,"\begin{equation}
H^2={1 \over 3M_p^2} \rho \equiv {1 \over 3M_p^2}{V(\phi) \over {\sqrt{1-\dot{\phi}^2}}}
\label{friedman}
\"
11,"\begin{equation}
{\ddot{\phi} \over {1-\dot{\phi}^2}}+3H \dot{\phi}+{V_{,\phi} \over V({\phi})}=0
\label{evolution eq}
\"
12,"\begin{equation}
 V(\phi)=V_0e^{-\alpha \phi} 
\"
13,"\begin{equation}
V_{end}={V_i \over {2N+1}}
\"
