,equation
0,"\begin{equation}}
\renewcommand{\)}{end{equation} \vspace{-.05in}\linebreak}


\newcounter{saveeqn}
\newcounter{savealpheqn}
\newcounter{savesection}

 \stepcounter{saveeqn}\setcounter{equation}{0}%
 \renewcommand{\theequation}{\mbox{\arabic{section}.\arabic{saveeqn}\alph{equation}}}
 \renewcommand{\)}{\"
1,"\begin{equation}}
\renewcommand{\)}{\"
2,"\begin{equation}}
\renewcommand{\)}{\"
3,"\begin{equation}
S\longrightarrow S + \int_M (G_4 - \pi\lambda)
\"
4,"\begin{equation}
\int_M \frac{G_4}{2\pi} - \frac{\lambda}{2}\in \Z.
\"
5,"\begin{equation}
\frac{G_4}{2\pi} + w_4 \in H^4(Y^{11};\Z) \label{mquant}
\"
6,"\begin{equation}
G_4=dC_4+(sq^2+B\cup)G_2
\"
7,"\begin{equation}
dG_4=(Sq^3+H\cup)G_2=d_3 G_2 \label{mod}
\"
8,"\begin{equation}
x^{i\leq 4}\leftrightarrow x^{i}\sp
x^{i\geq 5}\leftrightarrow -x^{i}\sp
B\leftrightarrow -B\sp
C_1\leftrightarrow C_1\sp
C_3\leftrightarrow -C_3
\"
9,"\begin{equation}
H\in \tilde{H}^3(\rpf)=\Z_2\sp
dC_1\in H^2(\rpf)=\Z_2\sp
dC_3\in \tilde{H}^4(\rpf)=\Z.
\"
10,"\begin{equation}
e^{iS}\longrightarrow e^{iS + 2\pi i\int_M (w_4 + dC_3 + d(B\wedge C_1))}.
\"
11,"\begin{equation}
dC_3+d(B\wedge C_1) + w_4 \in \tilde{H}^4(X^{10}). %\label{dquant}
\"
12,"\begin{equation}
0=\tilde{H}^2(\rpf,\R)\longrightarrow\tilde{H}^2(\rpf,U(1))=\Z_2\stackrel{\beta}{\longrightarrow}\tilde{H}^3(\rpf,\Z)=\Z_2
\"
13,"\begin{equation}
0=H^1(\rpf,\R)\longrightarrow H^1(\rpf,U(1))=\Z_2\stackrel{\beta}{\longrightarrow} H^2(\rpf,\Z)=\Z_2.
\"
14,"\begin{equation}
d(B\wedge C_1)=dB\wedge C_1+B\wedge dC_1=2B\wedge C_1.
\"
15,"\begin{equation}
dC_3\in \Z+\frac{1}{2}.
\"
16,"\begin{equation}
G_4=dC_3+B\wedge G_2. \label{old}
\"
17,"\begin{equation}
\int_{\rpt} F \in \Z+w_2(N) \label{fshift}
\"
18,"\begin{equation}
w_1(N)=w_1(\rpf)-w_1(\rpt)=1/2-1/2=0
\"
19,"\begin{equation}
0=w_2(T\rpf)=w_2(T\rpt\oplus N)=w_2(T\rpt)+w_1(T\rpt)w_1(N)+w_2(N)=1/2+0+w_2(N).
\"
20,"\begin{equation}
w_2(N)=1/2
\"
21,"\begin{equation}
G_4=dC_3+(F+B)\cup G_2=dC_3+(w_2(N(PD(dG_2))+B)\cup G_2. \label{exact}
\"
22,"\begin{equation}
G_4=dC_3+(sq^2+B\cup)G_2.
\"
23,"\begin{equation}
G_p=dC_{p-1}+(sq^2+B\cup)G_{p-2}. \label{main}
\"
24,"\begin{equation}
0=ddC_{p-1}=d(G_p-(sq^2+B\cup)G_{p-2})=dG_p-(Sq^3+H\cup) G_{p-2}.
\"
25,"\begin{equation}
d_1G_p=d_3G_{p-2}.
\"
