,equation
0,"\begin{equation}
p_1 \; \to \; p_2 \;  f_1 \;\bar f_2\;,
\label{p1p2}
\"
1,"\begin{equation}
a \ll M_1,\; M_2 \;.
\label{norecoilcondition}
\"
2,"\begin{equation}
\hat H_0 \; \vert p_j \rangle = M_j \; \vert p_j \rangle\;,\;\; j=1,2\;.
\label{H0}
\"
3,"\begin{equation}
\hat j^\mu (x)=
\hat q(\tau)\;[u^\mu (\tau)/u^0 (\tau)] \; \delta^3 [{\bf x}-{\bf x}(\tau)]\;,
\label{CI}
\"
4,"\begin{equation}
\hat \Psi(x)= \sum_{\sigma = \pm } \int d^3 {\bf k}
\left[ \hat b_{{\bf k} \sigma} \psi^{(+\omega)}_{{\bf k} \sigma} (x)
     + \hat d^\dagger_{{\bf k} \sigma} \psi^{(-\omega)}_{-{\bf k} -\sigma} (x) 
\right]\;,
\label{FF}
\"
5,"\begin{equation}
{\cal A}^{\sigma_1 \sigma_2}_{{\bf k}_1 {\bf k}_2} =
\; \langle  p_2 \vert \otimes \langle {f_1}_{{\bf k}_1 \sigma_1} , 
\bar {f_2}_{{\bf k}_2 \sigma_2} \vert \;
\hat S_I \;
\vert 0 \rangle \otimes \vert p_1  \rangle \; ,
\label{AMP}
\"
6,"\begin{equation}
\frac{d{\cal P}^{p_1 \to p_2}}{d^3{\bf k}_1 d^3{\bf k}_2}\;=\;
\sum_{\sigma_1=\pm} \sum_{\sigma_2=\pm} \vert 
{\cal A}^{\sigma_1 \sigma_2}_{{\bf k}_1 {\bf k}_2} \vert^2 \;,
\label{dP1}
\"
7,"\begin{equation}
x^\mu(\tau)= (t\;,\;R \cos (\Omega t)\;,\;R \sin (\Omega t)\;,\; 0) \; ,
\label{WL}
\"
8,"\begin{equation}
u^\mu(\tau)= \gamma \,
            (1\;,\; 
             - R \Omega \sin (\Omega t)\;,\;
             R \Omega \cos (\Omega t) \;,\;
             0)\;,
\label{UACC}
\"
9,"\begin{equation}
\sigma \equiv \gamma ({\tau-\tau '})/{2}\;\;\;\;{\rm and}\;\;\;\;
s \equiv \gamma({\tau+\tau '})/{2}\;,
\label{CCG}
\"
10,"\begin{equation}
k^\mu \mapsto {\widetilde{k}}^\mu 
= 
( 
 {\widetilde{\omega}}\; , {\widetilde{\bf k}} 
)\;, 
\label{Gamma/k1k2}
\"
