,label
0,\label{constraints}
1,\label{linearized constraints}
2,\label{linear}
3,\label{multilinear}
4,\label{codimension 1}
5,\label{intersections}
6,\label{nonlinear}
7,\label{regular set}
8,\label{LC old}
9,\label{LC new}
10,\label{example}
11,\label{sigma-y}
12,\label{L2}
13,\label{H2}
14,\label{sigma total}
15,\label{N=1}
16,\label{t=0}
17,\label{ex-1}
18,\label{phi}
19,\label{root}
20,\label{ex-2}
21,\label{pathological 1}
22,\label{trivial}
23,\label{pathological 2}
24,\label{fq}
25,\label{Leff}
26,\label{Lineq}
27,\label{s-perp}
28,\label{s}
29,\label{primary}
30,\label{G}
31,\label{CS Jacobian}
32,\label{rc}
33,\label{generic degrees}
