,equation
0,"\begin{equation}
\left[\Phi(\xbf),\Phi^\dagger(\xbf')\right]=\theta \,\delta^3(\xbf-\xbf').
\label{theta}
\"
1,"\begin{equation}
\left[\Pi(\xbf),\Pi^\dagger(\xbf')\right]=B \,\delta^3(\xbf-\xbf'),
\label{B}
\"
2,"\begin{equation}
H \, = \, \frac{\omega}{2} \left({\hat p}_1^2 + {\hat p}_2^2 + 
{\hat q}_1^2 + {\hat q}_2^2\right)
\label{Hqp}
\"
3,"\begin{equation}
[{\hat q}_1,{\hat q}_2]=i\,{\hat \theta}, \quad
[{\hat p}_1,{\hat p}_2]=i\,{\hat B}, \quad
[{\hat q}_i,{\hat p}_j]=i\,\delta_{ij}\, .
\label{[qp]}
\"
4,"\begin{equation}
{{\hat q}_1, {\hat p}_1, {\hat q}_2, {\hat p}_2} \longrightarrow
{{\hat Q}_1, {\hat P}_1, {\hat Q}_2, {\hat P}_2} , 
\label{linear}
\"
5,"\begin{equation} 
[{\hat Q}_1,{\hat Q}_2] \,=\, [{\hat P}_1,{\hat P}_2] \,=\, 0, \quad
[{\hat Q}_i,{\hat P}_j]=i\,\delta_{ij}, 
\label{[QP]}
\"
6,"\begin{equation}
H \, = \, \frac{\omega_1}{2} \left({\hat P}_1^2 + {\hat Q}_1^2\right) \, + \,
\frac{\omega_2}{2} \left({\hat P}_2^2 + {\hat Q}_2^2\right).
\label{HQP}
\"
7,"\begin{equation}
\epsilon_1^2 + \epsilon_2^2 \, =\, 1/\eta \, .
\"
8,"\begin{equation}
\epsilon_1^2 - \eta^2 \epsilon_2^2 \,=\,{\hat B}, \quad
\eta^2 \epsilon_1^2 - \epsilon_2^2 \,=\,{\hat \theta}.
\"
9,"\begin{equation}
\Phi ({\xbf}) = \int \frac{d^{3}{\pbf}}{(2\pi)^3} 
\frac{1}{\sqrt{ \omega(\pbf)}} \left[\eta(\pbf) \epsilon_1(\pbf) \, a_{\pbf} \,
e^{i{\pbf}\cdot{\xbf}}  
+ \epsilon_2(\pbf) \, b^{\dagger}_{\pbf} \, 
e^{- i{\pbf}\cdot{\xbf}}\right],
\label{Phi}
\"
10,"\begin{equation}
\Pi ({\xbf}) = \int \frac{d^{3}{\pbf}}{(2\pi)^3} 
\sqrt{\omega(\pbf)} \left[- i\,\epsilon_1(\pbf) \, a_{\pbf} \, 
e^{i{\pbf}\cdot{\xbf}} + 
i\,\eta(\pbf) \epsilon_2(\pbf) \, b^{\dagger}_{\pbf} \, 
e^{- i{\pbf}\cdot{\xbf}}\right].
\label{Pi}
\"
11,"\begin{equation}
{\hat \theta} (\pbf) = \theta \,\omega(\pbf), \quad
{\hat B} (\pbf) = \frac{B}{\omega(\pbf)}\, ,
\label{thetaB(p)}
\"
12,"\begin{equation}
H = \int \frac{d^{3}{\pbf}}{(2\pi)^3} \left[E_1(\pbf) \left(
a^{\dagger}_{\pbf} a_{\pbf} \,+\,\frac{1}{2}\right)
+ E_2(\pbf) \left(b^{\dagger}_{\pbf} b_{\pbf} 
\,+\,\frac{1}{2}\right)\right],
\label{Hab}
\"
13,"\begin{equation}
[\mathcal{H}(\xbf),\mathcal{H}(\xbf')]=0\quad \mathrm{for}\, \,
\xbf\neq\xbf'.
\label{density1}
\"
