,equation
0,"\begin{equation} \label{ppwave}
ds^2 = 2 dx^+ dx^- + \sum _{I=1}^{8}\Bigl({dx_I}{dx^I} - \mu^2 x_Ix^I 
(dx^+)^2 \Bigr), \\
\"
1,"\begin{equation}\label{flux}
F_{+1234}=F_{+5678}=2 \mu,
\"
2,"\begin{equation} 
\w_n = {\rm sgn}(n) \sqrt{(n/\a)^2 + m^2},
\"
3,"\begin{equation} \label{momenta}
P^I~~=~~\frac{1}{2\pi|\a|}\dot{X}^I,~~ I=1,..., 8, \qquad 
{\cal {P}}^{{\cal {I}} a}~~=~~\frac{i}{2\pi|\a|}S^{{\cal {I}} a}, 
~~{\cal {I}}=1, 2,
\"
4,"\begin{equation} \label{spinor}
\bf{8_s} \sim ({\bf 2}, {\bf 1})^{(\half, \half)} \oplus
({\bf {\bar 2}}, {\bf 1})^{(-\half, -\half)} \oplus
({\bf 1}, {\bf 2})^{(\half, -\half)} \oplus
({\bf 1}, {\bf {\bar 2}})^{(-\half, \half)},
\"
5,"\begin{equation} \label{vacuum}
 a_0 |0\rangle = 0,~~~~~ {\l}^{\a} |0 \rangle = 0,
~~~~~ {\l}^{\dot{\a}} |0 \rangle = 0.
\"
6,"\begin{equation}
Q^+ + Q^- + i \Omega (Q^+ - Q^-) =0, \qquad
Q^{-1}- \Omega Q^{-2} =0,
\"
7,"\begin{equation} \label{sfield}
\Phi[p(\sigma)]
= \sum_{ \{ n_k \} } \varphi_{\{ n_k \}} \prod_{k=-\infty}^\infty
\psi_{n_k}(p_k),
\"
8,"\begin{equation} \label{hamil}
H = H_2 + \kappa H_3 + ...,
\"
9,"\begin{equation} 
X_r(\sigma) = x^{(r)}(\sigma _r) \Theta _r ,
\"
10,"\begin{equation} \label{aaa}
\Theta_{(1)} = \theta(\pi \alpha_{(1)} - \sigma), \qquad \Theta_{(2)}
= \theta(
\sigma - \pi \alpha_{(1)}), \qquad \Theta_{(3)} = 1.
\"
11,"\begin{equation} \label{matrix}
X_{\ad \a}~=~ \pmatrix{x^4 + ix^2 & -x^3 + i x^1 \cr
                                  x^3 + i x^1 & x^4 - i x^2 },\qquad
P_{\ad \a}~=~ \pmatrix{p^4 + ip^2 & -p^3 + i p^1 \cr
                                  p^3 + i p^1 & p^4 - i p^2 },
\"
12,"\begin{equation} \label{omegapi}
\O~=~ \pmatrix{ 0 & I_4 \cr
                             -I_4 & 0 }, \qquad
\Pi~=~ \pmatrix{ I_2\otimes\t_3 & 0\cr
                                0 & I_2\otimes\t_3 }. 
\"
