,equation
0,"\begin{equation}
T^a=De^a,  \label{tors}
\"
1,"\begin{equation}
e^a=e_\mu ^adx^\mu .  \label{vd}
\"
2,"\begin{equation}
g_{\mu \nu }=e_\mu ^ae_\nu ^a{\ \ ,\ \ }\mu ,\nu ,a=0,1,2,3.
\label{me}
\"
3,"\begin{equation}
D=D_\mu dx^\mu \quad ,\quad D_\mu =\partial _\mu -\omega _\mu ,
\label{der}
\"
4,"\begin{equation}
\omega _\mu =\frac{1}{2}\omega _\mu ^{ab}I_{ab},  \label{ome}
\"
5,"\begin{equation}
T^a=\frac{1}{2}T_{\mu \nu }^adx^\mu \wedge dx^\nu ,  \label{tors0}
\"
6,"\begin{equation}
T_{\mu \nu }^a=D_\mu e_v^a-D_ve_\mu ^a.  \label{tors1}
\"
7,"\begin{equation}
K=T^au^a-e^a\wedge Du^a,  \label{kf0}
\"
8,"\begin{equation}
K=\frac{1}{2}K_{\mu \nu }dx^\mu \wedge dx^\nu ,  \label{kf1}
\"
9,"\begin{equation}
K_{\mu \nu }=T_{\mu \nu }^au^a-\left( e_\mu ^aD_\nu u^a-e_\nu
^aD_\mu u^a\right) .  \label{nt}
\"
10,"\begin{equation}
K_{\mu \nu }=\partial _\mu \left( e_\nu ^au^a\right) -\partial
_\nu \left( e_\mu ^au^a\right) ,  \label{kmn}
\"
11,"\begin{equation}
A_\mu =\frac{1}{L_P}e_\mu ^au^a,  \label{gp}
\"
12,"\begin{equation}
K_{\mu \nu }=L_P\left( \partial _\mu A_\nu -\partial _\nu A_\mu
\right) . \label{ugf}
\"
13,"\begin{equation}
A_\mu ^{\prime }=A_\mu +\partial _\mu \alpha ,  \label{gt}
\"
14,"\begin{equation}
e_\mu ^au^{a^{\prime }}=e_\mu ^au^a+\partial _\mu \alpha ,
\label{gt1}
\"
15,"\begin{equation}
u^{a^{\prime }}=u^a+e^{\mu a}\partial _\mu \alpha ,  \label{uvp}
\"
16,"\begin{equation}
e_\mu ^ae^{\mu b}=\delta ^{ab}.  \label{ivv}
\"
17,"\begin{equation}
K_{\mu \nu }=T_{\mu \nu }^au^a,  \label{cc}
\"
18,"\begin{equation}
Du^a=0\quad ,\quad a=0,1,2,3.  \label{uvf}
\"
19,"\begin{equation}
L=\frac{1}{2\pi }\int_\Sigma K,  \label{fc0}
\"
20,"\begin{equation}
L=\frac{1}{2\pi }\int_\Sigma \left\{ \frac{1}{2}\left[ T_{\mu \nu
}^au^a-\left( e_\mu ^aD_\nu u^a-e_\nu ^aD_\mu u^a\right) \right]
\right\} dx^\mu \wedge dx^\nu . \label{fc1}
\"
21,"\begin{equation}
T_{\mu \nu }^a=0\quad ,\quad D_\mu e_v^a=D_ve_\mu ^a,  \label{tfc}
\"
22,"\begin{equation}
\phi =\phi ^1+i\phi ^2  \label{phi}
\"
23,"\begin{equation}
D_\mu \phi =\partial _\mu \phi -iA_\mu \phi .  \label{gpcd}
\"
24,"\begin{equation}
A_\mu =\epsilon _{AB}n^A\partial _\mu n^B  \label{gpd}
\"
25,"\begin{equation}
n^A=\frac{\phi ^A}{\|\phi \|}\quad ,\quad n^An^A=1\quad ,\quad
A=1,2.
\"
26,"\begin{equation}
K_{\mu \nu }=L_p\epsilon _{AB}(\partial _\mu n^A\partial _\nu
n^B-\partial _\nu n^A\partial _\mu n^B),  \label{git}
\"
27,"\begin{equation}
L=\frac{L_p}{2\pi }\int_\Sigma \epsilon _{AB}\partial _\mu
n^A\partial _\nu n^Bdx^\mu \wedge dx^\nu .  \label{1c}
\"
28,"\begin{equation}
\bigtriangleup _{{\bf \phi }}\ln \| \phi \| =2\pi \delta ^2({\bf
\phi })\quad ,\quad \bigtriangleup _{{\bf \phi }}=\frac{\partial
^2}{\partial \phi ^A\partial \phi ^A},
\"
29,"\begin{equation}
L=L_p\int_\Sigma \delta ^2(\phi )D_{\mu \nu }\left( \frac{\phi}{x}
\right) dx^\mu \wedge dx^\nu ,  \label{L}
\"
30,"\begin{equation}
x^\mu =x^\mu \left( u^1,u^2\right) ,  \label{sf}
\"
31,"\begin{equation}
L=L_p\int_\Sigma \delta ^2(\phi )D\left( \frac{\phi}{u}  \right)
\sqrt{g_u}d^2u. \label{iL}
\"
32,"\begin{equation}
\phi ^A(\stackrel{\rightarrow }{x},t)=0\quad \quad ,\quad \quad
A=1,2. \label{Phi0}
\"
33,"\begin{equation}
S_i:x^\mu =z_i^\mu \left( s,t\right) \quad ,\quad i=1,2,...,\ell .
\label{S}
\"
34,"\begin{equation}
L=L_p\int_\Sigma \sum_{i=1}^\ell W_i\delta ^2(u-z_i)d^2u,
\label{Lp}
\"
35,"\begin{equation}
L=\sum_{i=1}^\ell L_i\quad ,\quad L_i=L_pW_i.  \label{St}
\"
36,"\begin{equation}
ds^2=c^2dt^2-a^2(t)(\frac{dr^2}{1-kr^2}+r^2d\theta ^2+r^2\sin
^2\theta d\phi ^2),  \label{frw}
\"
37,"\begin{equation}
\frac{\stackrel{..}{a}}{a}=-\frac{4\pi G}{3c^2}(\rho c^2+3p),
\label{cde1}
\"
38,"\begin{equation}
\stackrel{\cdot }{a}^2+kc^2=\frac{8\pi G}3\rho a^2.  \label{cde2}
\"
39,"\begin{equation}
k=\frac{8\pi G}{3c^2}\left( \rho -\rho _c\right) a^2,  \label{k}
\"
40,"\begin{equation}
{\mathcal{L}} = \frac{1}{2}g^{\mu \nu }\partial _\mu \phi
^A\partial _\nu \phi ^A-V(\phi ), \label{lag}
\"
41,"\begin{equation}
\rho _\phi c^2=\frac{1}{2}\stackrel{.}{\phi ^A}\stackrel{.}{\phi
^A}+\frac{1}{ 2a^2}\nabla \phi ^A\cdot \nabla \phi ^A+V(\phi ),
\label{ed0}
\"
42,"\begin{equation}
p_\phi =\frac{1}{2}\stackrel{.}{\phi ^A}\stackrel{.}{\phi
^A}-\frac{1}{6a^2} \nabla \phi ^A\cdot \nabla \phi ^A-V(\phi ).
\label{pre0}
\"
