,equation
0,"\begin{equation}}
%\def\een{\"
1,"\begin{equation}
ds^2=\left(\frac{r^{2} - L^{2}}{\Delta}\right)dr^{2}+4 L^{2}
\left(\frac{\Delta}{r^{2} - L^{2}}\right) (d\psi+\cos \theta
d\phi)^{2}+(r^{2}-L^{2})(d\theta^{2}+\sin^{2}\theta d\phi^{2})
\label{TB}
\"
2,"\begin{equation}
r_{\pm}=M \pm \sqrt{M^{2}-L^{2}}.
\"
3,"\begin{equation}
\frac{d}{dr}\left(\frac{{\Delta}}{r^{2}-L^{2}}
\right)_{(r=r_{root})}=\frac{1}{2kL}. \label{dercond}
\"
4,"\begin{equation}
ds^2=\left(\frac{r + L}{r - L}\right) dr^{2}+4 L^{2}\left(\frac{r -
L}{r + L}\right) (d\psi+\cos \theta
d\phi)^{2}+(r^{2}-L^{2})(d\theta^{2}+\sin^{2}\theta
d\phi^{2})\label{TN}.
\"
5,"\begin{equation}
ds^2=\left(\frac{r^{2} - L^{2}}{r^{2}-2.5Lr + L^2}\right)dr^{2}+4
L^{2} \left(\frac{r^{2}-2.5Lr + L^2}{r^{2} - L^{2}}\right) (d\psi+\cos
\theta d\phi)^{2}+(r^{2}-L^{2})(d\theta^{2}+\sin^{2}\theta
d\phi^{2}).\label{Tbo}
\"
6,"\begin{equation}
ds^2=\left(1-\frac{2m}{r}\right)
dt^{2}+\left(1-\frac{2m}{r}\right)^{-1}dr^{2}+r^{2}(d\theta^{2}+\sin^{2}\theta
d\phi^{2}) \label{Sch}
\"
7,"\begin{equation}
ds^2=\left(1-\frac{a^{4}}{R^{4}}\right)^{-1}dR^{2}+\frac{1}{4}
R^{2}\left(1-\frac{a^{4}}{R^{4}}\right)(d\psi+\cos \theta
d\phi)^{2}+\frac{1}{4} R^{2}(d\theta^{2}+\sin^{2}\theta d\phi^{2})
\label{Eguchi-Hanson}
\"
8,"\begin{equation}
ds^{2}=\left(1-\frac{\mu}{r^{n-2}}\right)
dt^{2}+\left(1-\frac{\mu}{r^{n-2}}\right)^{-1}dr^{2}+r^{2}ds_{n-1}^{2},
\label{schd}
\"
9,"\begin{equation}
\mu=\frac{16\pi G\,m}{(n-1) \mathrm{Vol}(S^{n-1})}.
\"
10,"\begin{equation}
\beta_{\tau}=\frac{4\pi}{n-2}{\mu}^{\frac{1}{n-2}}.
\"
11,"\begin{equation}
ds^{2}_{bundle}= R^{2}\,\omega \otimes \omega+ ds^{2}_{M},
\label{bunmet}
\"
12,"\begin{equation}
\omega=d\tau+A 
\"
13,"\begin{equation}
ds^{2}=\gamma(r)^{2}dr^{2} +\beta(r)^{2}
\omega \otimes \omega+\alpha(r)^{2} {ds^{2}_{M}}. \label{TAB}
\"
